None,High_School,Associates,Bachelors,Graduate,Europe,Asia,Africa,Oceania,Americas,Never_Married,Married,Divorced,Separated,Widowed,Female,Male,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Pacific_Islander,Hispanic_Latino,White,Other,Two_or_More,Median_Income,Unemployment,Population,Nursery_Pre-School,Kindergarten,1st_4th,5th_8th,9th_12th,Violent_Crime
69,145,335,527,506,,126,0,0,0,348,984,222,88,136,1103,946,10,0,115,0,38,1833,0,53,44663,56,2049,38,13,103,84,147,7
86,256,195,152,281,,7,0,0,0,325,508,177,5,119,675,611,57,4,14,0,13,1193,0,5,32857,16,1286,0,24,72,37,59,0
11,122,133,157,142,,0,0,0,0,181,326,56,6,85,424,333,0,0,0,0,15,742,0,6,24665,10,757,19,5,40,29,39,0
109,939,427,199,61,,25,0,0,0,649,710,447,31,145,1307,980,0,0,25,18,40,2179,25,25,21250,75,2287,14,11,32,123,227,2
129,662,689,231,60,,17,0,0,0,516,937,367,13,226,1111,1181,0,0,17,0,0,2249,0,26,23675,26,2292,0,0,71,49,217,2
349,1898,1213,1078,573,,73,0,0,0,1896,2401,1229,62,404,3880,3310,4,69,100,0,102,6805,0,170,27683,250,7190,55,31,96,551,292,4
101,608,1015,837,416,,0,0,0,0,771,1484,447,54,424,2044,1398,56,0,9,0,18,3292,0,67,27577,45,3442,0,22,91,43,145,0
3405,8943,7756,3054,1517,,363,1203,0,0,10410,12478,4505,484,2330,18857,17240,1883,153,396,0,829,31072,68,2194,22870,1002,36097,550,311,1629,1532,1315,84
675,1997,2149,923,559,,89,2,1,0,2570,3351,999,69,747,4718,4444,56,227,119,1,100,8519,10,148,22203,204,9162,106,110,335,496,405,22
188,411,416,182,92,,0,0,0,0,372,654,273,16,195,941,669,0,48,0,0,29,1533,0,0,25471,25,1610,0,0,14,12,129,3
126,657,1108,825,571,,121,46,0,0,789,1946,599,17,273,2130,2246,75,22,181,0,241,3798,0,65,36725,141,4376,129,51,144,58,60,11
175,1012,1074,1248,899,,0,20,0,0,1046,2648,737,13,598,3122,2687,20,0,15,0,93,5667,0,14,34448,131,5809,31,96,127,283,290,6
24,346,190,248,118,,9,31,0,0,296,419,171,0,162,634,497,44,0,9,0,58,1015,14,5,24765,5,1131,5,0,35,32,31,2
129,527,416,180,75,,10,6,0,0,184,805,266,37,138,954,806,0,0,10,0,33,1666,0,51,22833,38,1760,0,49,94,116,43,6
115,415,959,320,328,,0,0,0,0,581,1139,422,0,98,1347,1247,0,83,0,0,32,2473,0,6,29641,133,2594,0,11,117,72,126,1
209,1152,1274,524,332,,15,7,0,0,1122,1880,786,1,349,2616,2388,73,4,15,0,53,4812,0,47,30770,68,5004,95,35,156,244,238,7
95,431,318,153,73,,6,0,0,0,296,539,206,6,133,760,591,18,129,6,0,26,1161,0,25,19886,52,1351,13,0,23,60,73,0
91,436,226,119,106,,0,0,0,0,238,436,212,15,230,830,430,0,0,0,0,0,1260,0,0,17802,24,1260,11,0,103,0,83,5
347,1685,1844,1085,949,,0,14,0,0,2002,3093,1251,79,361,4123,4197,15,0,0,0,118,7843,47,297,29535,48,8320,114,41,416,347,310,5
1633,4702,3810,2332,986,,267,5,0,0,5129,5796,3751,162,1158,9487,9148,172,138,220,5,307,17435,57,355,24071,590,18635,196,171,684,664,692,60
616,1576,2300,1357,768,,21,33,0,0,2163,3470,1222,103,620,4468,4655,47,33,21,0,48,8865,0,123,27209,129,9123,108,85,510,280,507,12
1531,5328,4789,2693,1950,,218,87,0,0,5891,8835,2780,158,1129,12025,11039,293,58,295,4,443,20722,96,1466,29549,445,23064,400,337,1096,981,1056,50
107,256,378,353,89,,0,15,0,0,314,660,219,31,111,865,737,0,14,0,0,69,1485,13,79,28043,42,1602,37,0,78,104,77,8
116,587,576,147,64,,18,0,0,0,541,699,434,45,120,1132,1101,21,0,9,0,6,2150,0,47,17292,93,2233,59,13,111,140,137,1
102,351,568,260,69,,0,0,0,0,519,696,185,116,115,914,1104,0,0,0,0,142,1840,0,36,30154,27,2018,20,0,167,102,83,0
396,1804,2181,1071,598,,107,18,0,0,1843,3341,937,34,549,4216,3744,51,28,107,0,117,7519,0,138,27544,167,7960,68,83,321,353,320,6
119,423,306,45,30,,21,0,0,0,329,452,213,0,47,642,650,0,4,21,0,0,1224,0,43,18424,33,1292,28,14,145,47,71,0
118,963,1026,1301,544,,55,45,0,0,2278,2341,805,17,341,3667,3044,100,0,28,0,173,6217,27,238,24354,55,6711,99,46,216,330,213,4
289,1232,1613,1285,768,,0,0,0,0,1413,3102,679,79,313,3673,3023,97,30,0,0,161,6371,18,82,30759,220,6696,100,65,401,261,85,5
238,547,619,305,145,,69,0,0,0,574,946,451,9,198,1220,1276,37,70,63,0,37,2212,25,67,23088,52,2496,9,30,96,58,134,3
539,1235,1162,210,84,,14,35,0,0,1689,1067,504,212,278,2394,2365,3793,159,14,0,869,83,186,294,31727,201,4759,136,54,160,256,343,49
250,381,780,300,61,,265,268,0,0,1313,847,224,67,99,1937,1507,2487,0,47,0,5,866,0,44,18405,135,3444,61,160,124,152,127,39
181,356,221,47,34,,7,4,0,0,461,278,148,15,116,727,511,654,0,9,0,125,367,73,83,28409,75,1238,29,18,53,15,70,3
227,573,354,131,158,,0,0,0,0,522,619,241,19,224,934,889,50,0,0,0,34,1730,10,29,20455,31,1823,6,13,44,51,52,4
682,2459,2626,2165,1946,,324,61,0,16,2965,6026,1381,220,767,7173,6382,2189,51,445,14,587,9948,154,515,38483,644,13555,174,168,653,771,512,32
248,1430,1079,1152,445,,44,6,0,0,1432,2573,778,68,368,3290,3050,130,40,160,0,150,5764,53,89,39191,201,6340,73,67,244,372,432,4
340,620,513,461,166,,137,21,0,0,774,1013,359,113,157,1671,1501,943,0,207,0,310,1590,111,129,33223,185,3172,84,42,150,201,138,11
1189,1901,1854,2921,4300,,579,2485,0,71,5165,6687,1219,318,576,9129,8493,6204,25,902,0,1880,7980,929,920,41731,697,17622,287,289,1021,879,839,57
728,485,426,309,270,,115,64,0,12,1170,977,286,112,109,1746,1722,866,0,143,0,2022,449,1510,97,30609,66,3468,59,25,189,190,222,4
550,647,1179,1265,1032,,128,262,0,17,1720,2393,462,368,230,3516,2936,3119,0,197,0,706,2146,186,479,49061,268,6452,136,56,283,243,253,21
1379,2309,2716,1399,816,,348,2443,0,0,4319,4079,1001,222,491,6923,6009,8331,48,348,0,2872,974,1611,573,35868,787,12932,249,218,661,804,521,40
305,698,1208,601,398,,32,1,0,0,976,2235,389,15,306,2386,2292,459,2,110,0,171,3936,26,0,38852,24,4678,37,49,176,201,301,9
251,235,219,125,74,,102,9,0,0,477,409,102,44,52,635,763,393,0,146,0,713,156,235,18,30789,75,1398,39,3,76,98,83,13
5083,10406,13092,10437,8347,,3366,1994,14,0,19360,26402,6474,1146,3237,36217,33949,12909,213,4272,26,11716,38886,1725,3043,36048,2106,70166,1398,1045,3481,3559,3277,285
2214,2742,3035,2086,2284,,630,833,0,0,6167,5894,1401,491,520,9303,8906,5374,141,756,0,7208,4354,5636,766,36208,540,18209,139,293,930,977,976,79
310,487,434,67,16,,1,5,0,0,803,458,102,25,144,929,860,1478,0,4,0,230,31,220,46,25200,131,1789,23,17,54,26,108,6
1267,1356,1534,893,690,,116,374,0,0,3209,2324,692,235,231,4220,3890,3562,25,156,0,2736,1422,1792,391,32184,404,8110,80,144,351,226,337,35
385,1113,911,252,180,,17,3,0,0,1340,1486,290,53,263,2362,2044,1070,0,20,0,292,2944,53,109,24478,184,4406,124,39,311,179,248,11
2552,5218,5474,2769,1952,,1178,288,0,0,13029,7282,3123,766,1574,17354,15182,13575,139,1454,37,1926,14725,563,865,22252,1268,32536,643,638,1574,1872,1594,272
294,581,446,143,76,,35,5,0,0,563,706,366,26,151,1220,1107,553,0,50,0,255,1362,89,113,27316,128,2327,68,51,126,137,104,4
243,1439,1786,1518,1086,,165,26,0,0,2071,4122,706,80,418,4953,4442,276,56,177,0,449,8109,50,303,49362,166,9395,216,107,607,641,727,4
401,1580,1441,651,450,,23,13,0,0,1126,2914,625,168,240,3244,3319,27,0,23,0,143,6234,10,171,38515,235,6563,189,87,401,435,258,8
21,21,68,349,860,,45,2,0,0,293,1140,43,5,57,1025,918,17,9,31,4,91,1751,11,33,117344,11,1943,53,26,116,106,127,0
27,137,132,109,88,,0,0,0,0,255,170,108,14,25,392,297,395,0,0,0,5,271,2,16,52266,9,689,0,3,51,35,39,0
303,1133,1249,871,378,,51,338,0,0,1976,1674,688,117,317,3221,2949,5303,0,47,0,555,94,223,184,41423,214,6170,92,28,416,342,379,8
326,192,171,90,59,,3,72,0,0,515,447,93,13,22,669,685,375,25,20,0,761,177,508,42,32319,29,1354,5,28,74,77,86,5
206,268,265,120,47,,86,11,0,0,359,461,118,39,60,650,619,465,29,75,30,511,136,275,70,32708,26,1269,5,34,91,79,25,1
207,585,571,198,92,,21,8,0,0,913,663,168,81,133,1443,1130,1850,27,18,0,615,45,475,26,36373,117,2573,64,46,125,188,107,0
1720,844,642,846,594,,96,335,0,0,2493,2470,300,99,207,3396,3823,1809,263,147,0,3987,1232,2189,92,30957,241,7219,112,179,370,363,322,45
437,437,603,474,435,,282,55,0,0,1199,1216,235,50,109,1449,1808,416,14,334,0,910,1427,525,214,40953,113,3257,33,44,131,141,114,14
1432,3304,3742,1350,975,,712,262,0,0,4554,5318,1808,402,799,8253,7448,4315,37,1031,0,1276,8316,467,825,27267,507,15701,244,348,626,614,574,116
314,1286,1135,950,399,,45,28,0,0,1687,2449,584,39,224,3105,3088,435,0,55,0,243,5064,5,448,37834,213,6193,133,32,349,282,390,12
577,1543,1998,960,938,,416,23,0,0,2611,2969,967,227,731,4875,4377,2716,24,357,0,292,5337,14,525,40565,134,9252,96,120,346,583,394,41
3550,5118,5860,7166,5795,,751,57,0,0,12602,13393,3587,747,1549,20187,18960,8593,62,852,0,8199,20975,4475,810,38922,1109,39147,971,363,1637,1850,1413,215
1461,3168,3333,2156,1648,,138,12,0,0,3593,6639,1748,238,1311,8814,7737,2112,26,292,0,1910,11492,196,958,31779,229,16551,263,164,860,798,792,36
184,554,531,1017,416,,61,0,0,0,736,1781,310,42,166,1968,1976,72,0,104,31,199,3533,0,36,50617,58,3944,128,64,226,154,169,44
384,1045,603,422,197,,71,7,0,0,1253,1057,436,33,410,2380,1702,1791,21,71,0,141,1966,0,119,20912,108,4082,89,100,174,196,282,10
83,1175,920,462,478,,122,22,0,0,965,1563,515,203,280,1982,2413,588,0,132,0,279,3329,24,128,37826,104,4395,21,137,144,292,112,14
642,1875,1008,732,318,,24,0,0,0,1554,2840,660,128,285,3351,3423,250,15,48,0,265,6079,37,119,32072,68,6774,134,99,371,438,366,0
4528,9656,7745,2605,1553,,759,330,0,12,11745,11497,4697,858,2037,20905,19281,6777,184,1144,54,3391,26570,812,2691,23210,1787,40186,745,581,2913,2278,2095,255
133,546,269,54,44,,0,0,0,0,291,609,150,23,96,761,720,2,8,0,0,0,1434,0,37,21949,58,1481,16,32,68,73,28,3
249,785,1026,765,305,,70,0,0,0,903,1711,489,70,316,2371,2235,777,0,108,0,130,3532,5,83,30425,102,4606,76,25,393,348,187,2
195,531,348,149,126,,0,0,0,0,649,643,175,20,203,1179,964,783,0,0,0,10,1175,0,179,24345,114,2143,30,51,90,79,148,0
1243,5428,4045,1437,1060,,158,3,0,0,5590,6257,2478,405,1496,10326,9519,1363,2,101,4,419,17378,51,652,21342,958,19845,331,251,932,1046,810,146
225,642,502,170,104,,0,0,0,0,717,905,362,39,81,1466,1346,46,93,0,0,74,2465,74,134,30856,62,2812,50,44,197,228,197,7
1108,3371,2292,1128,554,,168,8,0,0,4048,3403,1315,283,908,6912,5489,5897,6,213,0,887,4968,344,727,25606,568,12401,157,124,759,532,577,128
83,360,234,59,90,,0,0,0,0,180,468,132,9,141,641,553,0,0,0,0,8,1183,3,3,25250,38,1194,8,8,78,62,59,0
1650,3674,2665,1199,841,,406,126,0,0,4322,5149,1757,339,969,7857,7818,2693,0,486,0,1181,10909,185,608,29933,567,15675,235,164,949,779,821,199
1990,8029,11021,11112,9492,,2455,3100,0,4,15315,23937,5311,1003,2850,30758,27610,30585,60,3133,0,4083,18918,1116,2255,52767,1956,58368,743,672,2666,2593,3497,80
64,206,280,243,98,,25,0,0,0,220,451,148,24,100,631,426,338,4,25,0,57,636,0,1,35392,43,1057,22,15,24,20,46,3
580,1716,1777,1215,685,,13,2,0,0,1881,3084,925,140,576,3369,3621,107,0,21,0,402,6253,2,208,30758,247,6990,16,31,118,89,122,83
548,2447,3222,2215,1509,,402,33,0,0,1793,6808,1041,90,973,6388,5858,650,9,289,54,331,10737,85,215,35222,223,12246,194,77,505,355,271,14
491,875,610,382,105,,30,15,0,0,746,1502,295,28,222,1971,1653,511,0,30,0,146,2945,0,99,31822,82,3624,78,64,265,161,173,7
176,732,800,358,274,,20,0,0,0,716,1364,333,10,213,1651,1849,38,14,60,0,93,3226,0,91,35886,138,3500,19,21,373,158,98,0
225,895,1039,486,448,,59,0,0,0,1083,2013,435,58,208,2399,2437,171,0,81,0,109,4382,0,124,39583,40,4836,61,113,355,318,275,0
1096,2238,1770,512,292,,62,612,0,0,2752,2503,948,234,427,5220,4177,6387,0,73,0,2554,394,1407,117,29882,307,9397,149,118,863,629,588,56
372,279,302,143,41,,4,41,0,0,511,612,170,41,26,886,947,616,13,4,0,893,207,421,131,36042,60,1833,26,39,58,145,125,9
1809,3600,4573,4356,3453,,1196,2452,0,0,8101,8624,2333,693,738,13279,12555,13167,105,1838,0,4109,6103,1955,950,42857,815,25834,396,241,1405,1261,1222,115
388,797,323,113,104,,17,0,0,0,751,795,204,29,187,1440,1153,964,0,12,0,285,1261,168,71,20633,142,2593,102,41,250,84,106,7
361,932,755,475,379,,333,98,0,0,1970,1832,291,65,172,2873,2331,1367,10,353,0,248,2946,35,288,23216,228,5204,88,80,211,377,319,19
64129,126763,101071,69243,63372,,13483,8596,31,45,265469,135921,55151,16900,32233,326009,288691,383918,1585,15898,215,31503,169285,10607,15325,28210,27963,614700,10824,8340,27604,26474,26071,11100
603,1372,1327,258,350,,22,22,0,0,2253,1063,724,143,488,3439,2536,5388,0,22,6,433,63,379,117,30089,461,5975,45,72,336,448,419,16
3,40,135,167,140,,2,0,0,0,64,339,87,6,44,296,290,22,0,7,0,2,555,0,0,45625,11,586,3,2,3,25,32,0
112,554,689,328,191,,20,25,0,0,572,1296,251,47,62,1598,1366,127,0,34,0,94,2638,45,76,40690,69,2964,52,21,224,214,226,2
371,609,357,80,94,,0,0,0,0,781,574,280,27,161,1534,1131,1255,45,4,0,285,1091,43,89,19437,98,2665,69,23,268,199,212,15
1475,3097,3036,2576,1305,,463,183,0,0,5736,6507,1573,275,1136,9726,8827,1725,52,747,0,1322,14047,580,704,30891,528,18553,302,200,925,939,925,84
281,1390,1137,417,708,,152,37,0,0,4483,1933,663,95,435,4594,4032,1164,23,215,0,268,6726,30,277,13329,400,8626,132,78,247,333,311,19
85,355,265,150,110,,3,0,0,0,263,516,128,34,125,719,642,175,2,5,0,19,1111,40,9,26707,41,1361,0,43,105,62,61,1
293,627,359,112,37,,32,0,0,0,667,632,200,14,179,1382,1094,226,51,1,0,369,1723,57,111,24500,78,2476,113,42,205,204,122,5
172,384,312,107,59,,15,0,0,0,348,583,125,21,135,818,740,200,0,19,0,118,1140,4,85,26000,49,1558,30,29,70,82,97,1
562,1028,907,303,173,,13,38,0,0,1663,1004,490,108,279,2619,1893,3709,0,13,0,632,92,322,58,36028,272,4512,101,55,237,368,289,19
8,30,31,3,2,,0,0,0,0,44,27,8,0,1,43,66,0,0,0,0,3,106,0,3,21563,14,109,0,5,16,1,0,0
68,143,187,565,881,,180,17,0,0,707,1116,181,22,90,1305,1336,289,0,214,0,363,1650,182,129,63918,58,2641,64,68,146,128,54,5
1601,2540,3924,3806,3666,,1467,2237,0,0,7765,6734,2385,628,583,11925,11278,11174,96,1834,0,3925,5893,2152,621,41269,836,23203,305,304,1399,1228,1293,116
453,656,760,660,662,,126,11,0,0,2249,1092,632,99,607,2835,2278,1018,0,197,0,150,3678,0,84,17176,45,5113,93,0,62,143,106,20
1203,3282,2523,2589,1818,,263,14,0,0,4204,6726,1188,324,902,7876,7632,212,0,387,0,1181,13466,126,422,36531,283,15508,173,102,403,742,858,48
541,2782,3404,5776,5179,,1000,52,0,0,5472,12021,1454,117,1187,12638,12462,102,44,1170,0,696,22845,209,355,51441,433,25100,769,230,1430,1108,1642,5
263,1517,1235,811,297,,107,0,0,0,1307,2262,568,85,339,2627,3035,22,0,30,0,64,5458,52,60,37870,197,5662,43,53,253,227,252,33
92,338,315,95,72,,40,0,0,0,250,469,225,6,87,790,582,2,0,40,0,91,1164,112,0,41216,23,1372,15,0,104,91,46,9
5662,7953,6849,3773,2471,,363,380,0,0,16239,10695,3318,743,1630,20596,19780,1798,159,534,30,21054,16920,1851,1045,22033,1549,40376,822,541,2031,1711,2366,391
3308,8651,8112,12339,10084,,7198,1598,0,0,25527,22070,4352,527,2593,31945,31034,4842,205,7150,5,8495,41155,3174,2048,38894,1637,62979,1027,619,1888,1749,1477,117
5436,8769,7268,20021,18201,,5863,932,0,0,42334,22818,4185,745,2623,39951,40483,5470,112,7835,13,8667,55986,2762,3112,43415,2227,80434,1037,402,1920,1608,1952,177
53,778,342,240,31,,59,20,0,0,490,564,351,15,237,958,824,18,0,27,0,47,1525,0,212,27359,53,1782,10,0,10,58,77,10
170,414,347,637,391,,63,0,0,0,640,1303,194,21,197,1693,1151,35,0,112,0,157,2462,10,94,37372,149,2844,21,22,111,132,175,2
63572,93672,83135,123615,103092,,51324,21693,0,1189,327935,177201,43307,16149,22813,352654,326759,171588,2186,65499,257,133893,302427,47955,34675,32302,28911,679413,7698,8351,23618,22381,24659,4324
223,648,687,795,703,,66,40,0,0,895,1430,503,7,416,1880,1628,226,0,98,0,60,2960,96,91,29932,31,3508,23,26,88,22,89,109
3127,8863,7896,11084,11164,,4524,420,0,0,21035,22189,3730,576,2934,30141,27630,5428,80,6151,43,3051,41287,901,1847,44106,1196,57771,1057,558,1308,1717,1644,73
91,355,574,731,501,,64,0,0,0,685,1541,281,23,118,1559,1307,0,0,75,0,171,2620,0,0,39034,75,2866,5,15,33,88,183,23
1721,7423,6957,7920,5130,,2718,843,0,0,11790,16348,3198,522,2125,20171,20127,2874,0,3196,0,1957,31187,1248,813,42121,878,40298,543,432,1595,1853,2321,46
14,124,165,49,44,,0,0,0,0,189,122,52,13,31,250,172,20,0,0,0,11,391,9,0,-666666666,0,422,0,0,0,0,0,27
7938,8783,4961,2916,1674,,954,910,0,20,15063,10622,2614,1473,1356,19508,20344,2747,41,1278,0,26645,8558,3206,12353,25947,1128,39852,570,539,2259,2214,2065,277
366,2302,2994,1175,811,,335,278,0,0,3549,4358,946,83,572,5969,5067,1355,0,493,0,575,8531,216,189,36921,229,11036,180,131,311,546,741,23
1131,4757,5340,6621,3549,,1759,321,0,0,7492,12452,2362,434,1718,14979,14222,2131,0,1962,0,2018,22956,392,428,42996,766,29201,504,250,1372,1302,1245,39
85,294,360,147,132,,6,0,0,0,367,634,138,0,75,624,741,5,0,0,0,5,1350,5,5,35139,50,1365,36,6,33,19,57,2
137,963,1251,571,474,,125,15,0,0,1136,1988,494,27,344,2479,2173,97,0,52,0,174,4223,134,96,38920,323,4652,57,63,257,112,273,19
1115,4039,4442,10137,13444,,4536,310,0,63,11707,20337,2907,360,1622,24139,21008,1200,17,5321,0,2286,34553,481,1757,56605,963,45147,1276,721,2022,1764,2009,34
2064,7779,7220,6873,4744,,1876,357,0,0,11422,16505,3389,553,1450,20983,18793,1195,45,2344,35,5568,28822,2921,1847,37752,1140,39776,579,454,1524,1743,2055,167
18,430,494,673,354,,133,97,0,0,680,861,407,86,52,1254,1350,99,0,133,0,126,2159,25,62,45531,83,2604,128,0,84,195,16,36
637,1786,2437,4390,8691,,3722,246,0,0,5654,12207,1445,226,1145,13985,12058,384,68,4207,5,1311,19307,88,826,57995,616,26043,693,355,1564,1581,1612,5
338,1550,1847,2083,2027,,247,137,0,0,2366,5117,741,66,438,5301,5299,156,0,299,0,306,9640,296,198,48378,73,10600,97,153,466,338,485,21
1591,5165,6262,16997,27929,,9729,868,8,0,24644,39310,4720,539,3874,47267,41393,2939,82,12829,8,4532,65440,1582,2942,53406,1396,88660,1832,840,4651,4734,5193,58
981,4163,4151,4414,3061,,525,267,0,0,5074,10113,1950,242,1315,11329,10815,602,0,727,0,827,19703,242,171,46226,518,22144,568,144,749,937,774,33
253,1705,1704,4526,6941,,2108,85,0,0,3701,11397,1117,69,1079,11579,11098,62,0,2902,9,484,18524,279,556,66333,281,22677,733,368,1412,1712,1357,6
556,877,1136,1098,841,,88,100,0,0,1435,2125,880,95,497,3047,2865,559,0,114,0,156,5099,1,11,36194,244,5912,238,21,263,185,342,44
180,603,488,354,130,,15,0,0,0,733,897,333,31,125,1362,1211,44,0,15,0,154,2223,24,121,32736,92,2573,53,66,153,34,178,13
797,4023,4015,6019,4686,,3739,782,0,0,5732,13248,1736,104,1638,14149,12910,1335,33,4399,47,605,19922,118,711,44872,692,27059,655,197,1275,1263,1384,40
139,418,483,460,619,,20,0,0,0,343,1551,134,32,177,1250,1110,0,0,20,0,6,2268,25,41,38438,72,2360,10,11,29,9,68,63
1387,3015,2381,1048,420,,135,55,0,0,3614,3684,1526,327,661,6311,5458,262,0,154,0,1700,9368,882,341,27042,524,11769,172,140,542,486,685,108
215,520,1050,1960,2265,,550,158,0,0,2986,3501,715,62,530,5038,4179,409,8,718,0,291,7594,68,205,37962,63,9217,124,39,451,482,425,7
458,2149,2362,6188,9093,,1823,267,0,0,5776,15413,1367,160,1431,16115,14620,967,24,2648,0,932,25491,141,692,59386,728,30735,602,554,2034,2110,2278,16
8301,16951,14691,19815,12429,,22261,1453,0,17,31486,37399,7251,1507,4398,48455,45666,4870,184,29377,155,2846,55053,947,1763,38444,3070,94121,1152,873,2979,2910,3114,352
582,3021,3524,3118,1199,,442,51,0,0,4443,7105,1398,218,683,8598,7732,281,0,605,0,339,14600,182,384,39723,537,16330,214,162,562,799,715,41
161,1269,1059,1215,631,,0,0,0,0,1255,2983,466,125,197,3323,2882,137,0,0,0,198,5765,49,86,45634,106,6205,130,98,403,343,213,26
3802,6806,7041,22356,38012,,13717,3265,8,0,59027,34195,6448,898,2944,58577,57088,12697,187,18466,90,10672,70322,2024,4714,41711,3186,115665,1782,1082,2682,2647,2862,339
0,245,239,205,236,,0,0,0,0,196,486,139,0,150,665,504,0,0,0,0,12,1157,0,0,35674,55,1169,0,0,30,101,79,46
179,525,542,319,458,,153,0,0,0,682,1257,324,0,102,1373,1468,16,0,192,0,42,2487,0,104,32548,89,2841,38,20,137,107,102,25
2811,7892,7333,7425,4826,,842,377,0,0,16060,14455,3740,731,2112,23618,19684,2561,244,885,0,8395,30641,4263,1933,30791,1106,43302,669,290,1489,1652,1656,83
4505,12999,12901,8765,4221,,793,219,0,23,19632,21557,6118,1033,2802,32281,30999,2015,39,895,21,12834,46274,5585,2506,31953,2055,63280,995,754,3278,3031,3243,358
41,174,284,583,193,,0,0,0,0,306,738,165,7,154,789,691,90,0,0,0,67,1343,0,19,30790,43,1480,21,0,22,37,19,9
76,254,381,716,785,,0,0,38,0,464,1636,252,0,183,1721,1641,0,0,0,0,70,3292,0,0,50000,106,3362,147,42,156,292,253,6
16715,20683,15650,6417,2982,,1236,1389,0,15,28304,28816,8465,1974,5838,46428,42911,5131,76,2021,41,9311,68674,6775,3980,23741,3770,89339,1792,1146,3829,3631,3809,908
318,1866,2311,3136,2738,,164,11,0,0,3128,7119,955,97,617,7959,6796,128,0,103,0,493,13626,73,410,48084,287,14755,250,203,710,579,811,9
3859,12302,9782,8650,4313,,628,248,27,0,13569,22037,4562,757,4037,27524,25341,1791,156,514,0,5518,44224,1419,1384,35483,1406,52865,696,338,1786,2157,2366,159
325,1278,2749,5717,4742,,363,155,0,0,3639,10298,1754,112,888,11065,9423,317,0,317,0,945,18764,99,169,52656,595,20488,438,213,944,1283,1298,20
1362,4078,4341,6234,4120,,615,83,0,0,6453,12474,2333,168,1359,13979,12981,382,10,598,0,1264,24364,519,383,46040,519,26960,504,198,1155,1199,1461,42
14234,24342,16437,9645,6785,,16834,3380,0,5,41831,32280,9721,2139,4648,55507,55742,8206,719,25760,78,20927,54273,6184,2570,25658,4142,111249,1602,1653,5488,5064,5003,363
5781,10640,7804,3995,2182,,2256,1091,0,9,15430,14858,3292,1041,1676,23412,22444,8730,438,3161,60,12143,20436,4018,2294,29372,1421,45856,1315,572,2409,2232,2293,173
1681,5445,4840,1798,1004,,237,29,0,8,6073,7035,2277,501,1142,10068,10487,488,10,328,0,1884,17247,504,754,28331,596,20555,334,194,925,968,897,92
387,2007,2766,4614,3801,,332,16,0,0,3902,8124,2243,125,816,9652,8338,276,0,627,0,251,16504,228,246,52645,457,17990,451,135,742,868,980,18
4919,12210,9910,14131,10243,,4543,1668,0,0,20388,30083,5338,1111,3230,36541,35108,5153,342,6003,10,11308,46450,6291,2674,36731,2259,71649,962,713,2927,3060,3575,253
448,1485,1869,3458,3672,,897,38,0,0,3029,7875,878,26,908,8282,7548,100,6,1072,0,817,13581,80,299,50000,260,15830,242,197,750,1106,797,15
8,9,44,233,94,,17,0,0,0,261,228,63,0,38,328,349,107,0,6,0,66,510,0,43,28409,16,677,40,0,0,8,105,7
102,142,232,344,725,,248,60,0,0,2788,936,206,33,114,2437,2009,282,47,380,0,493,3142,134,249,6889,141,4446,53,16,154,129,124,5
65,502,438,577,277,,21,0,0,0,483,1373,149,41,65,1084,1445,3,0,31,0,238,2257,1,25,46875,131,2529,32,52,66,170,207,5
1211,2104,3287,12323,21606,,8567,499,0,0,21866,23594,2672,407,1661,31499,27735,1877,47,9406,17,4606,41217,1514,2481,54789,1069,59234,1237,703,2701,2377,2372,56
388,1625,2058,6449,12466,,6784,90,0,0,5793,17526,1584,166,1364,17228,16252,337,72,9795,0,675,21485,288,1099,72998,737,33480,829,418,1919,2403,2517,8
5907,12508,9415,9409,6480,,12574,3027,0,0,19263,24007,4422,932,2187,31751,29343,10289,15,14281,17,5684,28757,1574,1956,32194,1918,61094,650,813,2938,2531,2012,180
961,3228,4251,6213,5639,,1230,183,0,0,7046,13197,1908,221,1123,14591,13525,740,0,1670,0,1053,24154,154,570,51184,463,28116,876,276,1182,965,1324,15
65,453,330,500,296,,0,0,0,0,487,659,267,14,388,1109,889,27,28,0,0,155,1795,10,36,40559,60,1998,16,14,50,39,49,11
1636,6497,6556,8739,5658,,656,169,0,0,13537,15715,3804,526,2172,22294,19437,852,25,767,20,1869,37619,308,798,36077,969,41731,565,544,1642,1651,1578,42
13451,19999,16354,8004,3338,,4163,2909,0,94,31697,28352,7759,2663,4241,47092,46525,12616,371,7002,45,38828,34170,22644,5880,28391,3029,93617,1100,1321,4839,4634,4690,563
202,1521,1979,2770,2247,,511,13,0,0,2303,6561,509,32,728,6903,5944,217,0,635,0,292,11503,1,269,54558,429,12847,199,123,788,801,662,4
108,878,940,1315,943,,25,0,0,0,920,2692,547,53,395,3084,2161,12,0,4,0,110,5093,28,26,40334,121,5245,82,25,171,172,256,5
4054,8027,8433,5838,2897,,785,695,0,0,10557,15821,4374,567,2596,22051,19528,2421,40,1340,0,7848,28971,2361,1402,31746,1310,41579,737,593,2022,1846,1847,219
18693,35851,30054,22310,14128,,12802,8474,0,57,72582,52349,17726,3413,9463,94449,90746,24217,854,14046,54,39507,104030,10352,7946,25535,6080,185195,2015,2267,7504,8368,8703,1271
734,4647,4024,4063,3038,,916,196,0,0,5780,11220,1544,159,988,12038,11620,791,0,1158,13,384,21008,210,342,46583,541,23658,517,349,1123,1002,1542,20
