None,High_School,Associates,Bachelors,Graduate,Europe,Asia,Africa,Oceania,Americas,Never_Married,Married,Divorced,Separated,Widowed,Female,Male,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Pacific_Islander,Hispanic_Latino,White,Other,Two_or_More,Median_Income,Unemployment,Population,Nursery_Pre-School,Kindergarten,1st_4th,5th_8th,9th_12th,Violent_Crime
1741,6244,11796,8379,3810,,1297,371,7,0,13492,14049,5908,881,2255,23559,19867,6116,23,1693,59,12249,22325,1614,1937,30752,1462,43426,737,590,1827,1618,1681,136
1490,4029,6149,2453,1614,,587,17,0,0,5378,8088,2986,372,1515,10926,10919,2601,42,785,0,2290,15237,678,1215,27038,665,21845,254,351,696,872,814,69
1017,1671,1378,328,372,,32,0,0,0,2143,1944,874,318,581,3653,3613,3524,26,48,0,131,3429,13,132,19837,450,7266,190,0,241,446,593,85
420,1689,2579,1251,470,,249,31,0,0,1994,3435,1195,327,450,4240,4440,1194,0,338,0,1364,5611,346,552,26209,395,8680,200,131,339,233,260,23
1403,5251,7738,3967,1381,,650,67,9,0,8223,9591,3402,599,1490,14287,13286,2558,237,835,12,7722,15733,1536,859,26439,924,27573,57,262,1084,988,961,152
17173,32308,36373,30260,19036,,2916,1166,10,26,60139,55297,23552,3798,9251,85464,93319,55963,506,2954,115,33113,85297,4505,3605,30101,7475,178783,2458,1642,7263,6803,7786,1006
5,172,497,983,674,,94,20,0,0,733,1814,241,4,89,1494,1852,33,0,109,0,278,2836,46,75,44598,95,3346,21,17,135,181,270,2
4551,8971,11054,6008,3284,,882,28,0,0,12439,20566,4487,685,2114,25312,25217,10752,125,1694,0,15217,22368,2828,1060,31967,1755,50529,885,517,2601,2724,3063,218
168,438,338,215,132,,0,0,0,0,296,643,222,34,188,846,680,659,0,0,0,29,805,18,15,26786,23,1526,41,12,32,13,29,4
714,722,586,154,70,,0,15,0,0,1473,620,380,53,122,1431,1672,1626,0,16,6,330,1218,0,15,21895,97,3103,49,71,20,93,173,15
317,1419,1622,930,444,,53,0,0,0,1035,1510,1122,81,1172,2831,2240,125,0,44,0,263,4642,16,31,27751,126,5071,34,45,18,10,75,7
83,333,486,268,204,,25,0,0,0,202,954,139,6,139,736,808,0,6,36,0,93,1343,9,68,32023,6,1544,22,4,27,7,46,4
1997,3342,3312,1363,619,,50,7,0,0,3501,5600,1538,435,1109,8330,7405,3773,7,38,0,2549,8972,202,713,22625,772,15735,328,294,1131,834,591,57
266,1310,1405,1576,725,,205,0,0,0,1476,3660,445,44,226,3477,3388,215,0,168,0,823,5454,71,230,38535,26,6865,33,28,255,377,146,9
375,1390,2672,2488,1487,,193,61,0,0,1674,5063,1404,48,793,4579,4993,20,15,294,0,379,8780,54,110,40330,322,9572,92,12,191,203,167,23
472,1020,349,238,72,,0,0,0,0,1101,862,472,123,200,1793,1718,1424,0,0,6,183,1861,0,74,14252,215,3511,120,17,185,251,245,10
17320,49940,58207,42513,23490,,7816,797,6,0,82211,85342,33153,4781,15709,133476,125565,58646,597,9601,175,20406,162142,3388,8523,29839,7520,259041,3690,3093,10029,9855,10929,1660
418,1422,1235,318,240,,479,0,0,0,1450,1670,673,67,446,2499,2518,329,12,810,7,699,3127,50,93,24403,63,5017,8,50,222,107,213,10
3749,12611,13779,6885,2104,,1582,582,0,0,17369,18529,5882,1595,2830,30386,28476,16694,163,2513,5,15143,23954,2535,2548,25813,2331,58862,1229,1002,3836,2817,2908,421
181,1338,1805,1653,1435,,80,14,0,0,1749,3733,1145,107,671,4606,3795,129,0,111,26,553,7460,74,157,31425,257,8401,42,39,243,351,413,2
7273,15175,17428,11305,4681,,1544,210,8,0,22334,26849,8271,1443,5089,40013,35707,24014,79,1510,140,11944,37177,1311,1409,27930,3424,75720,1620,883,3045,2714,2657,477
3856,8597,6741,3786,1471,,404,22,0,0,9157,14577,3837,571,1482,19487,18632,5707,95,769,21,11742,19447,4882,683,27726,1294,38119,509,658,2255,2001,2525,186
678,3015,3281,2013,973,,551,15,0,0,3717,5758,1504,173,778,7456,6988,861,25,750,0,1763,10781,234,300,27778,499,14444,253,98,607,620,613,31
672,1661,1691,856,473,,38,0,0,0,1744,2803,1014,54,507,3840,3799,1158,8,92,0,1080,5019,225,239,27631,119,7639,142,132,520,343,306,32
832,2759,3020,2502,1432,,170,28,0,0,3117,4795,2307,236,910,6471,5809,926,80,254,0,537,10344,54,140,28936,309,12280,158,80,208,208,308,15
234,90,60,6,13,,0,0,0,0,111,263,29,32,42,461,370,99,2,0,0,472,257,305,1,16088,51,831,47,34,111,61,48,1
8304,6779,6524,3138,1622,,258,216,0,0,13037,10571,4565,969,1594,18036,19692,6236,451,523,9,17629,12857,1601,801,21440,1322,37728,248,554,2007,1877,1460,369
1487,3252,2075,898,470,,32,0,0,0,2831,3865,1192,277,991,5197,5439,1892,18,49,15,2087,6387,681,283,17617,588,10636,203,100,424,391,299,80
39,229,243,199,115,,0,6,0,0,173,464,153,10,63,485,444,17,10,0,0,56,846,0,0,31094,13,929,16,3,4,24,18,2
171,651,812,1470,915,,40,45,0,0,833,2335,831,130,479,3102,2715,23,0,41,0,2497,3250,624,0,37054,155,5817,82,75,356,217,177,6
77642,99060,66533,57276,36902,,4337,1091,0,207,156737,135138,53360,14261,25326,228941,222273,79739,1120,4878,169,327293,48220,17770,8113,20817,16461,451214,7632,4763,16142,16076,17254,2978
10780,10398,11263,5203,3071,,581,69,0,5,19507,19157,6551,2044,2353,34312,34112,13772,225,656,124,45295,8845,2810,2284,20839,2548,68424,2038,1217,5257,4373,3892,714
52100,62531,37127,19305,6640,,643,130,17,24,67601,84749,25524,9257,16286,124227,113058,5968,54,1163,35,227914,6334,8695,1529,16970,6741,237285,2553,1926,8307,9431,9774,533
125,687,1361,1517,1217,,42,0,0,0,1579,3293,607,46,357,3269,3614,2,0,0,0,572,6277,161,30,40075,137,6883,208,60,387,244,269,18
653,1413,947,290,365,,105,0,0,0,1498,2009,453,229,159,2894,2671,1471,36,77,0,683,3011,18,287,24986,144,5565,22,82,194,392,413,9
168,677,1101,1114,693,,12,6,0,0,891,2061,643,20,305,2131,2092,9,0,11,0,115,4046,22,38,37405,93,4223,0,41,58,70,57,6
98,225,147,66,26,,0,0,0,0,165,318,81,35,22,435,320,341,7,0,0,7,337,0,70,17583,42,755,0,0,54,20,36,6
991,1319,585,140,94,,9,0,0,0,2105,810,525,148,167,917,3187,2087,0,0,0,379,1619,31,129,18623,40,4104,26,9,112,122,173,4
1177,1590,1514,1171,374,,197,58,0,0,2785,2779,797,267,296,4357,4148,4560,0,316,0,361,2824,137,473,24321,264,8505,209,247,347,160,569,75
46,696,931,929,269,,8,19,0,0,659,1485,452,188,311,1730,1854,172,0,0,0,728,2666,0,92,36120,43,3584,34,0,147,112,98,7
86,437,725,1354,893,,70,14,0,0,405,2295,371,27,576,2048,1810,29,0,43,0,273,3492,0,55,53908,59,3858,11,8,54,78,90,3
169,926,1133,262,121,,21,0,0,0,734,1409,450,36,282,1479,1986,1491,0,28,0,207,1793,0,54,25716,52,3465,110,32,136,94,140,8
365,621,566,307,192,,106,8,0,0,976,1083,358,21,56,1769,1532,2785,6,106,0,189,190,26,25,31261,108,3301,93,81,228,226,156,1
8302,25283,20796,12567,6860,,2110,313,0,19,30473,37182,11407,1879,7498,55988,49970,21867,342,2549,81,16576,63398,2021,2240,26268,3069,105958,1646,1201,4543,4737,4341,361
18732,45718,57087,46808,23763,,8151,1986,0,90,97619,81715,30684,7276,9576,142805,132885,70059,505,11766,86,85764,102915,17114,8692,26789,9622,275690,5335,3178,11788,11779,11544,2282
1257,1689,1188,670,268,,57,9,0,0,2626,1930,731,183,534,3826,3686,4771,19,57,0,987,1671,14,39,23506,161,7512,71,124,539,574,451,74
1010,1541,1327,697,365,,244,0,0,0,1619,2188,1315,333,460,3364,3524,2388,0,8,0,1238,2792,0,766,20555,439,6888,205,124,235,179,273,38
178,491,514,187,250,,0,15,0,0,506,891,204,34,200,1297,959,1111,8,0,0,34,1110,0,19,29365,55,2256,31,41,108,104,178,7
3968,9746,8825,3515,1770,,514,50,0,39,9954,14339,4175,908,3384,21090,18525,10499,132,606,22,5725,22020,425,1046,24426,1195,39615,484,450,1571,1705,2310,236
32223,64625,61895,57511,36934,,13556,1933,0,413,126486,116243,40797,8354,15836,194116,182229,91052,1227,15755,198,96682,168016,9720,14146,27479,14375,376345,6218,5072,17680,17678,18035,1598
1429,4505,4068,1603,789,,247,61,0,0,3218,6544,2471,256,1427,8648,7551,1932,30,303,9,1807,11888,304,417,24012,580,16199,214,155,616,618,771,48
1044,3139,3300,1816,1404,,103,0,0,0,2753,5941,1920,124,1184,7675,5945,2080,136,108,0,1699,9028,113,628,28435,400,13620,16,106,395,279,518,67
272,526,305,66,40,,0,0,0,0,552,650,258,68,114,1218,993,321,0,0,0,308,1527,21,55,14882,57,2211,46,22,131,182,123,6
337,1548,1495,807,580,,0,0,0,0,1348,2775,736,63,446,3448,3150,677,20,0,0,324,5530,11,164,25792,289,6598,67,119,328,442,155,23
1528,1112,1016,238,101,,0,15,0,0,2130,1854,371,199,333,2678,3489,3629,0,0,0,1907,621,349,56,18154,723,6167,168,0,343,349,414,49
2774,12392,17649,22314,16479,,3031,646,0,0,25415,41013,9962,903,6195,49669,46076,4341,85,2946,20,12937,73236,3695,2162,39887,2443,95745,1500,824,3336,3701,3952,205
130,232,925,1256,648,,187,0,0,0,778,2048,399,23,401,2131,1966,23,0,158,0,238,3615,46,70,49815,164,4097,45,35,112,164,261,1
234,1732,3323,4488,2680,,572,149,0,0,5256,6826,1646,214,854,9434,8188,2643,0,675,0,2808,11128,583,570,41607,269,17622,314,192,880,928,985,37
80,224,196,35,8,,0,0,0,0,305,276,96,30,29,394,468,459,3,0,0,27,370,0,10,18382,80,862,23,5,48,30,68,2
1091,4479,5025,2875,1599,,609,50,0,0,3431,8166,2583,169,2231,9910,8632,392,79,736,45,920,16158,92,327,29740,308,18542,171,94,505,591,520,24
188,879,1284,915,568,,79,24,0,0,813,2176,685,53,318,2044,2240,14,0,35,8,174,3983,11,80,30954,145,4284,25,35,76,42,112,26
131,483,652,401,347,,122,43,0,0,762,1181,301,18,139,1505,1328,537,6,211,0,232,1721,70,140,35868,47,2833,44,25,171,168,164,4
1370,2943,5289,4322,3095,,1448,316,0,0,9926,8231,2411,355,816,13268,12794,5693,54,1170,55,5006,13177,568,1491,31401,575,26062,348,403,1256,1041,1188,67
290,609,285,108,17,,0,0,0,0,515,614,269,34,115,1126,997,373,2,0,5,10,1620,0,113,19885,42,2123,50,67,150,91,129,3
147,907,1513,1998,1960,,44,10,0,0,830,4793,419,98,591,3816,3408,22,45,13,0,96,7020,26,17,48532,99,7224,66,9,175,162,90,2
1755,4618,4167,1207,647,,166,45,0,0,4159,5558,2310,367,1734,8762,7191,749,112,137,0,2048,12835,158,332,20768,546,15953,65,99,535,457,547,160
9629,15082,14750,9463,5892,,1467,140,9,202,21799,25925,9420,1459,4479,39505,37086,18205,40,2104,93,17615,37527,5566,1442,24880,2037,76591,1107,887,3623,3508,3013,582
159,541,2048,2831,2498,,173,32,0,0,616,5285,1210,61,1066,4803,3864,68,38,146,0,353,8051,146,11,65313,64,8667,55,11,197,103,133,13
4149,13807,16038,7527,4145,,1655,157,0,0,14754,25924,7255,566,4536,31683,29918,3568,526,2102,15,4333,50268,625,1259,27562,1413,61601,328,563,2560,2632,2793,25
1303,3423,2685,905,404,,167,0,0,0,3272,3549,1959,277,794,5791,6251,2364,17,243,7,950,8212,229,296,21013,390,12042,61,119,701,589,588,63
3233,7639,6408,3442,2208,,534,366,0,10,11780,9900,3306,705,1764,18092,16260,23871,2,651,0,2206,6988,466,612,22543,1546,34352,706,321,1759,1866,1902,413
387,601,500,222,153,,8,1,0,0,617,954,286,34,241,1284,1193,787,0,8,0,61,1615,41,6,25630,38,2477,24,9,115,161,100,5
79,533,639,402,220,,59,43,0,0,678,1305,150,0,83,1538,1415,633,0,103,0,419,1658,148,114,42528,99,2953,73,28,154,204,192,8
252,682,1502,2228,2329,,130,31,0,0,540,5153,550,19,864,3753,3480,0,4,126,0,162,6883,0,58,48357,44,7233,0,0,33,65,21,2
142,824,1422,1505,1099,,39,14,0,0,2146,2946,644,36,363,3603,3477,90,42,96,0,279,6420,6,147,42130,205,7080,127,86,154,345,450,13
1585,5273,7265,4555,2731,,302,48,0,0,4624,11599,3971,388,2579,13816,11954,1091,167,252,8,758,23117,143,423,30766,225,25770,211,249,738,605,798,96
605,2660,4841,6151,3891,,506,129,0,0,5785,9540,3192,382,1290,11220,11983,454,68,472,0,1137,20398,252,551,47611,429,23203,344,135,639,853,988,143
589,2276,2025,3360,2087,,281,20,0,0,3502,5453,1652,211,835,6620,6778,822,13,369,0,586,11296,141,493,40368,230,13398,223,120,434,602,564,30
262,753,718,306,84,,5,0,0,0,553,1201,356,21,242,1378,1368,155,7,5,0,163,2411,116,5,24087,55,2746,29,28,118,67,118,7
156,896,1262,1022,714,,124,21,0,0,601,2282,672,33,639,2349,2064,90,0,88,82,136,3999,52,0,33737,139,4413,11,11,93,33,45,9
5659,14640,15363,7038,3768,,1580,538,15,0,23746,17604,9470,1727,4660,33426,33094,23310,129,1727,34,4720,34835,1805,1682,22221,2181,66520,824,394,2347,2365,2501,764
374,1203,1258,437,96,,7,0,0,0,1344,1481,628,103,323,2342,2242,769,0,51,0,166,3538,23,60,26209,213,4584,66,11,177,150,189,15
1220,2844,2036,496,188,,168,0,0,0,3100,2557,1299,171,801,5495,4825,4440,41,138,8,722,4894,30,176,17482,562,10320,84,228,596,598,531,110
845,1714,1265,533,192,,41,0,0,0,1970,2010,834,167,526,3592,3374,1742,0,15,0,1674,3455,137,142,22078,154,6966,146,159,501,490,395,37
7760,17942,21404,12504,5393,,2737,450,0,180,26236,33071,10460,1484,5256,50485,42714,32636,164,3437,17,28811,26365,2679,2587,27105,3305,93199,1648,1042,4482,4356,4818,186
2741,6441,7254,7274,4606,,2161,130,0,0,9142,19192,3428,261,1795,21803,20460,5956,62,2850,210,11323,20512,3330,1894,33064,982,42263,1006,531,2197,1764,2607,155
3863,10532,12215,4357,1355,,444,207,0,0,11840,17744,5339,950,2196,25938,23170,3806,492,910,0,18992,24249,4512,2085,26143,1513,49108,810,852,2768,3080,2726,76
2614,7596,12225,7380,4930,,732,76,0,0,15235,16364,6517,917,2786,27440,25122,15213,150,985,25,2802,30621,389,3167,27398,1710,52562,940,773,2859,2907,2783,285
121,774,681,653,600,,12,0,0,0,469,1853,359,50,301,1629,1563,0,0,5,0,165,3007,11,15,37202,32,3192,0,40,45,8,114,8
530,2550,4353,6589,5098,,1879,132,0,0,5413,15270,1654,125,639,15012,15459,2003,96,1856,0,6190,19953,226,521,57972,590,30471,892,263,1870,2732,2583,38
816,1349,1205,596,309,,107,22,0,0,1882,1832,840,149,198,3715,2910,3474,75,105,0,2040,1097,215,129,21585,92,6625,151,81,596,449,284,54
2058,7354,12439,13412,8778,,1725,200,0,0,11435,25124,7099,657,3547,29445,25083,2612,80,2110,9,5290,43448,349,1310,40732,750,54528,806,408,2120,1578,2105,83
16089,42428,44118,17690,9091,,2891,587,0,0,41335,78265,18056,3199,9970,93218,90544,34652,668,4141,35,36993,105338,3803,5009,26964,5158,183762,2360,2393,9202,9480,10891,218
362,607,524,60,34,,4,2,0,0,1132,372,273,56,123,1204,1137,1881,0,4,0,220,278,10,61,15619,207,2341,69,39,48,133,178,45
11,52,76,108,96,,8,0,0,0,75,228,36,2,41,224,216,0,0,10,0,16,403,3,16,41786,5,440,4,0,20,24,29,0
49,410,878,1211,750,,47,0,0,0,411,1838,647,94,442,2021,1512,14,0,29,0,151,3339,2,0,46354,33,3533,20,0,35,36,61,5
129,477,828,619,370,,31,0,0,0,547,1325,406,41,174,1404,1338,414,0,31,0,164,2044,17,81,40154,98,2742,0,16,15,23,25,3
62,365,800,468,514,,32,0,0,0,577,1324,360,63,139,1474,1387,19,0,66,0,203,2540,15,33,44655,51,2861,42,10,81,97,154,2
5699,8618,5963,2292,1056,,191,105,0,91,11973,10969,3150,956,1508,19328,15926,29927,43,454,0,1583,2840,113,775,19365,1832,35254,492,512,2208,1588,2135,312
55,303,369,689,332,,9,18,0,0,398,1043,179,25,246,1121,958,66,3,40,0,133,1837,0,0,41865,36,2079,17,0,75,56,82,5
272,210,206,147,50,,7,0,0,0,270,430,166,30,92,606,512,1,0,7,0,1028,83,0,5,17583,23,1118,6,0,68,39,43,17
520,1329,1477,521,245,,10,0,0,0,1470,2426,776,89,391,3367,2860,1190,57,0,0,182,4626,142,187,24013,191,6227,165,34,203,344,419,17
5030,13828,11935,5861,3004,,585,84,0,13,14560,18872,7184,853,4220,29370,25689,10237,48,570,0,9334,34087,1369,1002,25456,1543,55059,623,481,2886,2451,2601,388
404,869,487,175,107,,21,0,0,0,663,825,373,45,385,1528,1315,661,8,38,0,69,1934,0,141,17124,96,2843,0,34,338,64,112,14
1027,2972,4456,6105,4521,,231,46,0,0,2945,12339,2150,246,2412,11550,10014,1035,5,144,0,989,19261,43,117,47192,295,21564,93,122,235,549,499,9
1722,1476,618,161,80,,39,17,0,0,2698,780,752,171,95,991,4125,2840,11,37,0,1267,917,121,104,18060,124,5116,72,56,218,162,673,21
11061,19492,20563,16565,10233,,2776,451,24,83,36797,33948,12667,2199,6339,56098,52267,37155,70,3063,81,25979,40811,3244,2101,26782,4777,108365,1631,1095,4078,4203,4369,1026
3138,5018,4501,1285,685,,31,99,0,17,6225,8010,1807,260,1112,12326,11074,6489,50,66,0,9898,6745,778,839,21756,632,23400,259,586,1920,1226,1620,36
70,124,305,234,230,,6,0,0,0,235,500,187,13,99,554,574,7,0,0,0,34,1067,0,25,42169,25,1128,3,3,35,11,25,6
1692,6570,6021,1328,1004,,157,10,0,0,4411,8766,3268,367,1857,11440,10452,492,353,203,0,1176,19215,309,613,26461,422,21892,240,309,631,854,968,25
3538,4264,3123,883,153,,740,25,25,0,6573,4658,1737,615,972,9877,9606,8866,173,1131,0,5862,3286,2238,616,19982,929,19483,301,374,1383,1221,975,134
570,837,620,120,222,,0,0,0,0,796,1331,412,35,282,2121,2169,260,0,60,162,1500,2292,622,178,24498,68,4290,181,82,393,184,271,17
224,279,341,110,123,,24,0,0,0,851,651,167,32,107,1054,973,40,5,9,0,308,1667,36,29,18875,20,2027,21,12,45,68,104,1
202,905,1182,1420,943,,110,56,0,12,1464,3764,378,41,130,3698,3523,2031,0,185,0,479,4426,27,73,41929,215,7221,149,68,380,417,617,1
271,263,164,8,5,,0,0,0,0,302,389,115,12,76,743,513,133,0,3,0,751,364,317,37,18111,21,1256,23,45,48,67,101,7
23,185,397,817,976,,96,2,0,0,607,1462,344,42,138,1784,1351,222,0,101,0,61,2631,77,43,54264,61,3135,68,58,141,147,99,5
699,1449,1716,4829,5381,,510,555,0,0,5284,8427,1733,233,845,13112,9942,4856,56,809,6,789,15452,144,1169,54184,520,23054,943,434,1828,1739,937,41
158,296,264,62,16,,0,0,0,0,268,311,120,40,158,661,502,866,0,0,0,28,217,27,53,17500,44,1163,54,6,72,52,63,0
93,144,158,44,19,,0,0,0,0,122,235,61,20,70,320,308,481,0,0,0,8,139,0,0,19620,27,628,10,16,32,23,58,0
644,676,365,254,77,,25,0,0,0,537,1197,292,15,181,1297,1621,49,0,24,0,1157,1700,942,19,20993,120,2918,95,40,148,152,65,5
927,1351,750,174,57,,0,0,0,0,984,1464,636,162,487,2520,2293,1017,58,0,0,84,3660,0,56,18448,227,4813,97,38,346,305,221,41
277,823,675,186,51,,6,0,0,0,568,1191,265,50,206,1269,1457,315,0,6,0,225,2270,8,42,30064,93,2726,25,60,145,162,119,4
246,472,575,472,214,,57,29,0,0,798,880,372,55,216,1405,1238,889,0,65,0,99,1526,56,64,33134,71,2643,36,46,94,76,85,1
142,375,665,712,571,,16,2,0,0,803,1460,343,2,155,1453,1640,64,0,0,0,8,2931,0,90,41889,64,3093,36,54,92,72,178,9
114,304,394,187,221,,7,22,0,0,432,630,198,21,138,957,749,121,0,7,0,38,1515,0,25,24435,51,1706,21,4,97,46,66,8
83,156,80,13,2,,0,0,0,0,89,172,84,8,41,282,208,192,0,0,0,26,276,0,5,15257,6,490,7,4,23,39,57,0
1666,2771,2624,809,907,,101,79,0,0,5986,3713,1437,399,872,8773,6886,10525,18,144,0,339,4376,132,345,17963,923,15659,300,328,1109,683,884,130
710,1108,681,187,281,,125,20,0,0,1524,1433,598,73,265,3012,2077,2917,2,125,0,832,1311,174,86,21342,257,5089,42,20,345,480,663,11
735,977,915,168,213,,0,0,0,0,952,1930,188,82,374,2240,2179,1679,92,0,0,456,2183,242,102,22220,116,4419,49,49,244,168,225,9
2087,2184,1147,489,170,,24,0,0,0,2643,2780,1244,180,667,5082,4848,1927,89,24,0,3737,4202,1978,19,20529,350,9930,233,58,596,701,473,59
140,289,146,9,15,,0,0,0,0,328,177,93,75,63,520,355,723,2,0,0,12,138,4,0,21368,52,875,29,7,32,20,43,7
593,1177,612,120,86,,0,0,0,0,1043,1272,388,178,268,2155,2009,974,0,0,0,637,2530,314,163,22223,231,4164,52,16,428,158,491,17
431,501,196,54,41,,0,0,0,0,738,450,167,69,138,1018,823,1472,0,1,0,107,261,103,0,14434,33,1841,32,16,81,77,133,11
413,754,790,55,151,,29,0,0,0,1092,973,160,150,226,1749,1368,2021,0,17,0,44,945,109,0,19732,150,3117,103,0,110,159,156,18
881,1183,778,317,73,,30,0,0,0,1951,1073,597,101,240,2754,2246,3236,0,60,8,21,1669,15,12,18513,323,5000,144,70,295,390,341,19
130,152,62,17,3,,0,0,0,0,184,175,52,23,36,294,277,258,0,0,0,167,130,149,21,20476,2,571,5,1,28,29,32,0
224,299,286,102,50,,0,0,0,0,257,438,252,27,130,673,569,57,56,0,0,78,1017,4,88,19583,20,1242,10,6,34,42,66,4
235,601,539,142,62,,33,0,0,0,317,994,283,61,141,1271,1064,10,0,33,24,85,2148,11,42,23235,57,2335,64,27,86,136,69,6
579,1072,703,232,89,,57,0,0,0,1687,988,294,135,371,2654,2036,3274,3,57,0,149,1163,148,45,19098,171,4690,67,200,260,308,399,41
292,243,130,37,43,,0,0,0,0,343,231,167,18,114,600,401,409,1,0,0,12,567,0,12,14787,94,1001,2,26,25,32,60,0
2543,7061,7313,3982,2618,,491,429,5,5,14777,6744,4007,935,1576,18627,16350,26458,21,640,5,3016,4432,1027,591,24501,1609,34977,521,438,2067,1792,1518,441
527,639,535,166,75,,0,0,0,0,682,846,280,208,223,1694,1144,1633,110,0,0,110,1095,0,0,18998,53,2838,47,113,164,118,20,30
268,400,250,73,94,,6,0,0,0,395,649,142,35,91,756,798,80,0,7,5,30,1373,0,74,23676,46,1554,42,12,63,74,77,9
37,148,108,18,14,,0,0,0,0,146,177,32,7,37,289,238,203,0,0,0,16,303,0,7,21042,27,527,6,7,68,16,34,0
85,127,102,20,24,,5,0,0,0,149,100,90,16,56,272,238,187,0,16,0,8,293,6,0,16146,17,510,11,16,32,24,26,0
162,226,176,39,42,,11,0,0,0,177,448,140,4,44,533,561,24,0,21,0,266,757,2,26,27548,40,1094,15,25,85,78,52,1
4583,13195,17576,8076,5042,,1924,477,0,0,19006,27272,6691,1270,3616,39795,34967,29336,426,2469,0,5910,34563,1112,2859,30017,2570,74762,1029,1043,5184,4471,3278,444
1049,2490,2968,829,322,,207,74,0,0,3563,3836,1575,90,592,7089,5925,4608,0,227,46,617,7022,206,483,26425,132,13014,81,137,975,772,727,37
37,105,71,69,27,,47,2,0,0,122,157,50,13,15,175,197,0,0,47,0,70,255,40,0,21645,8,372,0,2,5,11,20,1
498,753,902,449,210,,0,211,0,0,1036,1612,418,106,164,2098,1799,1475,0,0,0,368,1850,169,158,36648,71,3897,27,71,87,154,216,10
1282,1492,1736,538,347,,0,0,40,0,3087,1967,1001,111,760,5098,3704,3755,0,0,186,124,4636,0,101,19789,480,8802,154,103,468,501,738,46
349,545,280,162,116,,0,0,0,0,386,524,311,74,320,991,847,40,0,0,0,181,1567,71,18,17188,9,1838,9,11,60,50,33,9
99,411,567,223,93,,3,2,0,0,279,1059,186,11,36,996,997,2,18,0,0,71,1917,7,3,35611,22,1993,30,26,146,87,79,0
935,3533,7150,6290,2410,,927,288,0,0,5041,13459,2979,418,1235,15968,14394,3470,71,1339,0,3059,21590,875,872,40722,493,30362,745,351,2100,1710,1307,42
1744,4371,6460,6057,2934,,1269,773,0,0,9617,12583,3267,362,1143,17720,15980,8368,31,1653,10,4293,18116,883,1392,33030,1001,33700,932,499,1661,1634,1829,57
1253,2556,1637,462,291,,112,0,0,0,3547,2546,766,331,953,6051,4742,7283,0,202,7,341,2867,50,93,14223,669,10793,264,273,757,647,581,64
83,192,188,84,35,,0,0,0,0,217,322,116,4,55,457,398,93,7,0,0,114,627,42,23,28542,44,855,11,7,59,34,48,2
178,461,604,238,77,,14,0,0,0,507,1081,290,52,151,1508,1415,355,79,29,64,236,2157,17,3,21764,13,2923,91,45,198,214,141,5
261,270,220,84,14,,35,0,0,0,233,383,93,83,149,673,430,0,0,119,0,86,882,0,16,16595,39,1103,0,0,27,42,39,0
330,853,442,235,86,,23,0,0,0,768,951,253,126,202,1504,1301,1207,3,29,0,33,1498,24,11,20340,99,2805,40,24,126,112,149,13
245,355,256,88,100,,65,4,0,0,912,555,138,40,88,1094,1015,717,0,99,0,101,1166,11,44,15696,117,2109,25,12,114,100,132,4
124,749,673,118,192,,0,0,0,0,847,951,427,36,241,1853,1292,52,0,0,0,0,3093,0,0,22863,57,3145,76,80,157,238,134,7
1051,1623,1019,518,176,,1694,5,0,0,2801,2349,454,194,133,3756,3482,3370,0,2473,0,979,624,159,77,22115,462,7238,63,12,250,553,452,34
131,202,139,63,3,,16,0,0,0,213,265,65,24,67,435,405,305,0,35,0,38,462,0,0,17424,5,840,27,11,48,35,48,0
44,115,33,8,4,,0,0,0,0,76,126,27,0,18,176,125,41,0,0,0,12,238,0,10,24531,6,301,3,8,5,14,38,0
643,941,749,227,75,,27,0,0,0,1001,1121,487,94,405,2088,1906,307,0,0,0,19,3384,0,303,21141,135,3994,0,20,315,269,201,29
842,1088,721,403,149,,0,0,0,0,541,1807,519,150,438,2266,2005,71,0,40,0,404,3689,0,95,23427,72,4271,166,90,145,171,149,7
128,316,312,107,110,,15,0,0,0,416,393,186,45,96,869,571,582,0,15,0,57,767,0,19,24366,70,1440,31,7,103,53,35,4
165,278,237,27,16,,0,0,0,0,373,262,77,53,78,628,465,848,0,0,0,10,215,24,6,18300,46,1093,54,15,76,30,38,4
1344,2845,2150,737,517,,54,0,0,0,3654,3349,1067,240,890,6429,5723,7328,19,54,0,312,4190,288,39,19800,346,12152,309,106,720,900,520,91
9,51,163,612,348,,15,5,0,0,345,901,119,8,61,893,873,24,34,21,0,55,1619,0,19,47284,33,1766,45,8,86,115,128,0
476,994,777,176,95,,18,0,0,0,737,1399,497,122,213,2394,1924,1649,0,18,0,439,2024,462,102,21207,288,4318,76,117,483,329,239,10
218,757,939,315,90,,34,13,0,0,990,1467,357,6,265,2120,1714,159,116,34,0,111,3365,0,49,19664,44,3834,4,82,202,308,260,8
579,1124,494,83,18,,0,18,0,0,1473,402,505,74,132,497,2295,1853,0,0,0,118,809,0,12,14940,5,2792,20,7,42,66,96,0
917,2857,2524,1363,521,,63,129,164,0,4765,3678,1514,414,231,8503,6205,10450,22,0,0,2904,1284,777,187,26894,427,14708,462,290,837,1518,972,52
526,893,818,349,109,,48,0,0,0,620,1609,539,15,227,1890,1906,234,0,48,0,324,3120,0,70,20932,139,3796,62,55,254,239,109,11
2913,2310,2245,1605,931,,1501,369,0,0,4744,5955,1039,191,317,8038,8331,3190,2,1793,0,7640,3807,3662,478,27212,401,16369,366,203,1039,1254,1068,81
