State,City,Europe,Asia,Africa,Oceania,Americas
California,Santa Fe Springs,28.0,1071.0,54.0,0.0,0.0
California,San Marino,175.0,5026.0,0.0,0.0,0.0
California,Redondo Beach,3084.0,5416.0,647.0,0.0,0.0
California,Quartz Hill,95.0,258.0,26.0,9.0,0.0
California,Palmdale,1104.0,6515.0,322.0,21.0,0.0
California,Monrovia,441.0,3752.0,252.0,75.0,0.0
California,Maywood,13.0,34.0,6.0,0.0,0.0
California,Albany,763.0,4260.0,90.0,0.0,0.0
California,Manhattan Beach,1142.0,2045.0,125.0,0.0,0.0
California,Downey,1216.0,6230.0,691.0,13.0,0.0
California,Del Aire,112.0,407.0,24.0,25.0,0.0
California,Covina,532.0,4702.0,319.0,0.0,0.0
California,Bell Gardens,1.0,362.0,21.0,0.0,0.0
California,Tranquillity,0.0,0.0,0.0,0.0,0.0
California,Mendota,0.0,0.0,265.0,0.0,0.0
California,Beverly Hills,2174.0,7940.0,244.0,0.0,0.0
California,Laton,18.0,0.0,0.0,0.0,0.0
California,Lanare,0.0,0.0,0.0,0.0,0.0
California,Capitola,195.0,389.0,0.0,0.0,0.0
California,Glendale,6098.0,83320.0,1395.0,9.0,0.0
California,San Juan Bautista,35.0,36.0,0.0,0.0,0.0
California,Lynwood,94.0,476.0,4.0,138.0,0.0
California,San Lorenzo,292.0,4334.0,83.0,50.0,0.0
California,Dos Palos,27.0,45.0,0.0,0.0,0.0
California,Delhi,148.0,206.0,0.0,0.0,0.0
California,Lake Los Angeles,60.0,84.0,0.0,0.0,0.0
California,Huntington Park,133.0,236.0,83.0,19.0,0.0
California,Glendora,493.0,4829.0,501.0,19.0,0.0
California,El Monte,239.0,24908.0,115.0,56.0,0.0
California,Claremont,655.0,3719.0,224.0,5.0,0.0
California,Altadena,810.0,3247.0,75.0,0.0,0.0
California,Alondra Park,78.0,779.0,113.0,12.0,0.0
California,Orange,1792.0,11098.0,793.0,37.0,0.0
California,Fairview,248.0,1245.0,85.0,0.0,0.0
California,Costa Mesa,2141.0,6681.0,433.0,57.0,0.0
California,Dublin,1438.0,17538.0,349.0,21.0,0.0
California,Placentia,492.0,5798.0,158.0,0.0,0.0
California,Laguna Beach,1039.0,1040.0,167.0,25.0,0.0
California,Richgrove,0.0,16.0,0.0,0.0,0.0
California,Stanton,227.0,8141.0,52.0,0.0,0.0
California,Rolling Hills Estates,266.0,1515.0,7.0,0.0,0.0
California,Palos Verdes Estates,360.0,1847.0,16.0,0.0,0.0
California,Los Angeles,94582.0,439126.0,25810.0,880.0,82.0
California,Oakdale,138.0,424.0,0.0,0.0,0.0
California,Denair,74.0,129.0,0.0,0.0,0.0
California,Emeryville,702.0,2291.0,172.0,0.0,0.0
California,Knights Landing,0.0,25.0,0.0,0.0,0.0
California,Kingvale,0.0,0.0,0.0,0.0,0.0
California,Keswick,0.0,14.0,0.0,0.0,0.0
California,Delano,3.0,4617.0,16.0,8.0,0.0
California,Bodfish,0.0,0.0,0.0,0.0,0.0
California,Corte Madera,499.0,294.0,68.0,14.0,0.0
California,Bolinas,105.0,22.0,0.0,0.0,0.0
California,Ocotillo,0.0,0.0,0.0,0.0,0.0
California,Desert Shores,0.0,16.0,0.0,0.0,0.0
California,Calexico,11.0,259.0,0.0,0.0,0.0
California,Thousand Palms,125.0,20.0,0.0,0.0,0.0
California,Murrieta,1297.0,7654.0,321.0,0.0,0.0
California,Indio,767.0,1563.0,104.0,0.0,0.0
California,Channel Islands Beach,10.0,60.0,37.0,0.0,0.0
California,Romoland,0.0,0.0,0.0,0.0,0.0
California,Truckee,274.0,83.0,18.0,0.0,0.0
California,Lake of the Pines,24.0,29.0,0.0,0.0,0.0
California,North Lakeport,53.0,18.0,0.0,0.0,0.0
California,Lucerne,56.0,166.0,0.0,0.0,0.0
California,Imperial,25.0,352.0,0.0,0.0,0.0
California,Holtville,5.0,0.0,0.0,0.0,0.0
California,El Centro,48.0,789.0,6.0,6.0,0.0
California,Brawley,48.0,172.0,0.0,0.0,0.0
California,Home Gardens,75.0,402.0,24.0,0.0,0.0
California,Calimesa,59.0,108.0,7.0,0.0,0.0
California,Dillon Beach,0.0,0.0,0.0,0.0,0.0
California,Banning,322.0,919.0,103.0,0.0,0.0
California,Torrance,2764.0,31588.0,1192.0,141.0,0.0
California,La Mirada,349.0,6452.0,136.0,21.0,0.0
California,Coulterville,0.0,0.0,0.0,0.0,0.0
California,Avila Beach,25.0,92.0,13.0,0.0,0.0
California,Jurupa Valley,371.0,2412.0,140.0,32.0,0.0
California,East Whittier,136.0,266.0,0.0,0.0,0.0
California,Vincent,18.0,853.0,20.0,0.0,0.0
California,Temescal Valley,309.0,1665.0,440.0,0.0,35.0
California,Pleasure Point,127.0,200.0,21.0,0.0,0.0
California,Whitewater,4.0,62.0,5.0,0.0,0.0
California,Eastvale,235.0,10717.0,453.0,0.0,0.0
California,Contra Costa Centre,339.0,1255.0,58.0,0.0,0.0
California,Valinda,16.0,3225.0,0.0,0.0,0.0
California,Kennedy Meadows,0.0,0.0,0.0,0.0,0.0
California,June Lake,0.0,0.0,0.0,0.0,0.0
California,Junction City,28.0,0.0,0.0,0.0,0.0
California,Johnstonville,3.0,3.0,4.0,0.0,0.0
California,Jenner,0.0,0.0,0.0,0.0,0.0
California,Janesville,9.0,21.0,0.0,0.0,0.0
California,San Dimas,240.0,3991.0,366.0,0.0,0.0
California,Marina del Rey,1057.0,624.0,24.0,0.0,0.0
California,Littlerock,14.0,18.0,0.0,0.0,0.0
California,Lawndale,280.0,2617.0,396.0,173.0,0.0
California,La Verne,331.0,2709.0,162.0,0.0,0.0
California,Kelly Ridge,40.0,0.0,0.0,0.0,0.0
California,University of California-Davis,48.0,2018.0,13.0,0.0,0.0
California,Jacumba,0.0,0.0,0.0,0.0,0.0
California,Indianola,0.0,4.0,0.0,0.0,0.0
California,Graniteville,0.0,0.0,0.0,0.0,0.0
California,Grangeville,7.0,0.0,27.0,0.0,0.0
California,Goodyears Bar,0.0,0.0,0.0,0.0,0.0
California,Good Hope,26.0,13.0,0.0,0.0,0.0
California,Gold Mountain,0.0,0.0,0.0,0.0,0.0
California,Geyserville,9.0,5.0,0.0,0.0,0.0
California,Gerber,22.0,0.0,0.0,0.0,0.0
California,Gasquet,0.0,0.0,0.0,0.0,0.0
California,Garnet,14.0,14.0,0.0,0.0,0.0
California,Garey,0.0,0.0,0.0,0.0,0.0
California,Greeley Hill,0.0,7.0,0.0,0.0,0.0
California,Garden Farms,13.0,0.0,0.0,0.0,0.0
California,Fulton,0.0,8.0,0.0,0.0,0.0
California,Fuller Acres,0.0,17.0,0.0,0.0,0.0
California,Fruitridge Pocket,41.0,760.0,0.0,0.0,0.0
California,French Valley,375.0,2598.0,383.0,0.0,0.0
California,Freeport,0.0,0.0,0.0,0.0,0.0
California,Franklin CDP (Sacramento County),0.0,0.0,0.0,0.0,0.0
California,Franklin CDP (Merced County),146.0,301.0,59.0,0.0,0.0
California,Fort Washington,0.0,76.0,0.0,0.0,0.0
California,Fort Irwin,25.0,451.0,46.0,0.0,0.0
California,Fort Bidwell,0.0,1.0,0.0,0.0,0.0
California,Garberville,0.0,0.0,0.0,0.0,0.0
California,Indio Hills,0.0,7.0,0.0,0.0,0.0
California,Green Acres,0.0,19.0,0.0,0.0,0.0
California,Green Valley CDP (Los Angeles County),59.0,5.0,17.0,0.0,0.0
California,Idlewild,0.0,0.0,0.0,0.0,0.0
California,Hyampom,0.0,0.0,0.0,0.0,0.0
California,Hornitos,0.0,0.0,0.0,0.0,0.0
California,Hopland,0.0,50.0,0.0,0.0,0.0
California,Hood,0.0,12.0,0.0,0.0,0.0
California,Honcut,0.0,0.0,0.0,0.0,0.0
California,Homewood Canyon,0.0,0.0,0.0,0.0,0.0
California,Homestead Valley,28.0,56.0,0.0,0.0,0.0
California,Herlong,0.0,40.0,0.0,0.0,0.0
California,Herald,0.0,13.0,0.0,4.0,0.0
California,Greenfield,44.0,0.0,0.0,0.0,0.0
California,Hat Creek,0.0,0.0,0.0,0.0,0.0
California,Hasley Canyon,16.0,22.0,0.0,0.0,0.0
California,Hartley,29.0,62.0,0.0,0.0,0.0
California,Hartland,0.0,0.0,0.0,0.0,0.0
California,Hardwick,6.0,0.0,0.0,0.0,0.0
California,Happy Camp,0.0,0.0,0.0,0.0,0.0
California,Guinda,0.0,0.0,0.0,0.0,0.0
California,Groveland,0.0,0.0,0.0,0.0,0.0
California,Grizzly Flats,0.0,0.0,0.0,0.0,0.0
California,Grimes,15.0,0.0,0.0,0.0,0.0
California,Green Valley CDP (Solano County),12.0,13.0,0.0,0.0,0.0
California,Hiouchi,14.0,0.0,0.0,0.0,0.0
California,Forbestown,0.0,0.0,0.0,0.0,0.0
California,University of California-Merced,0.0,0.0,0.0,0.0,0.0
California,Fort Dick,0.0,0.0,0.0,0.0,0.0
California,Lompoc,384.0,920.0,27.0,0.0,0.0
California,Twentynine Palms,111.0,514.0,27.0,3.0,0.0
California,San Antonio Heights,47.0,366.0,0.0,0.0,0.0
California,Mountain View Acres,22.0,32.0,0.0,0.0,0.0
California,Montclair,108.0,3327.0,162.0,0.0,0.0
California,Lenwood,8.0,22.0,0.0,0.0,0.0
California,Arbuckle,0.0,0.0,0.0,0.0,0.0
California,Tulare,1030.0,680.0,109.0,0.0,0.0
California,Terra Bella,0.0,0.0,0.0,0.0,0.0
California,Pixley,0.0,0.0,0.0,0.0,0.0
California,Solvang,242.0,111.0,0.0,0.0,0.0
California,Lindsay,50.0,331.0,0.0,0.0,0.0
California,Earlimart,0.0,443.0,0.0,0.0,0.0
California,Watsonville,511.0,703.0,0.0,0.0,0.0
California,Valley Springs,83.0,0.0,0.0,0.0,0.0
California,Avery,0.0,0.0,0.0,0.0,0.0
California,Walnut Grove,0.0,33.0,0.0,13.0,0.0
California,Sacramento,7547.0,53161.0,2536.0,808.0,0.0
California,Folsom,1605.0,9132.0,64.0,20.0,0.0
California,American Canyon,165.0,4350.0,66.0,16.0,0.0
California,Woodlake,12.0,33.0,11.0,0.0,0.0
California,Traver,0.0,2.0,0.0,0.0,0.0
California,East Orosi,0.0,0.0,0.0,0.0,0.0
California,Lemon Cove,20.0,0.0,0.0,0.0,0.0
California,Vandenberg Village,158.0,99.0,0.0,0.0,0.0
California,North Highlands,4696.0,3574.0,193.0,0.0,0.0
California,Ladera,19.0,107.0,0.0,0.0,0.0
California,Kenwood,0.0,0.0,0.0,0.0,0.0
California,La Cañada Flintridge,642.0,3701.0,72.0,0.0,0.0
California,Malaga,0.0,0.0,0.0,0.0,0.0
California,Angels,19.0,15.0,0.0,0.0,0.0
California,Orosi,0.0,457.0,0.0,0.0,0.0
California,North Tustin,477.0,1865.0,74.0,0.0,0.0
California,Wildomar,148.0,1265.0,137.0,0.0,0.0
California,Menifee,1341.0,3157.0,309.0,19.0,0.0
California,Rancho Cordova,3585.0,7509.0,262.0,0.0,7.0
California,Foothill Farms,2690.0,2055.0,31.0,0.0,0.0
California,Moraga,507.0,1643.0,78.0,0.0,0.0
California,Goleta,842.0,1984.0,75.0,0.0,0.0
California,Elk Grove,1593.0,28108.0,1658.0,112.0,0.0
California,Aliso Viejo,1554.0,6090.0,332.0,0.0,0.0
California,East Oakdale,79.0,28.0,0.0,0.0,0.0
California,Soquel,271.0,231.0,20.0,0.0,0.0
California,Rancho Palos Verdes,1662.0,8436.0,223.0,68.0,0.0
California,Malibu,681.0,292.0,45.0,10.0,0.0
California,Lakewood,597.0,9675.0,422.0,149.0,0.0
California,La Habra Heights,91.0,704.0,0.0,0.0,0.0
California,La Crescenta-Montrose,410.0,4457.0,84.0,0.0,0.0
California,Yountville,99.0,63.0,8.0,0.0,0.0
California,Fairhaven,0.0,3.0,0.0,0.0,0.0
California,Dinuba,10.0,310.0,7.0,0.0,0.0
California,Three Rivers,87.0,42.0,0.0,0.0,0.0
California,Bonita,251.0,1019.0,0.0,0.0,0.0
California,Santa Clara,4796.0,39717.0,1664.0,51.0,0.0
California,San Francisco,38459.0,194160.0,4551.0,606.0,0.0
California,San Martin,143.0,196.0,7.0,0.0,0.0
California,San Jose,21384.0,257174.0,7642.0,341.0,9.0
California,Raisin City,0.0,0.0,0.0,0.0,0.0
California,Kerman,33.0,491.0,0.0,0.0,0.0
California,Easton,13.0,0.0,0.0,0.0,0.0
California,Newark,632.0,11164.0,293.0,0.0,0.0
California,Los Alamitos,229.0,1128.0,37.0,0.0,0.0
California,Harbison Canyon,20.0,63.0,0.0,0.0,0.0
California,Irvine,6382.0,87471.0,3437.0,0.0,19.0
California,Avenal,0.0,203.0,0.0,0.0,0.0
California,Fountain Valley,1069.0,12654.0,646.0,0.0,0.0
California,Temelec,82.0,16.0,0.0,0.0,0.0
California,Santa Rosa,3174.0,7392.0,1222.0,89.0,0.0
California,Boyes Hot Springs,78.0,113.0,0.0,0.0,0.0
California,Bodega Bay,0.0,0.0,0.0,0.0,0.0
California,Westside,0.0,0.0,0.0,0.0,0.0
California,Pala,2.0,37.0,0.0,0.0,0.0
California,Little Valley,0.0,0.0,0.0,0.0,0.0
California,Hoopa,4.0,0.0,0.0,0.0,0.0
California,Kettleman City,0.0,0.0,0.0,0.0,0.0
California,West Modesto,0.0,129.0,0.0,0.0,0.0
California,Julian,0.0,0.0,0.0,0.0,0.0
California,Ramona,139.0,308.0,10.0,0.0,0.0
California,Empire,0.0,0.0,0.0,45.0,0.0
California,Day Valley,118.0,235.0,0.0,0.0,0.0
California,Loomis,39.0,1.0,0.0,0.0,0.0
California,Granite Bay,692.0,1261.0,109.0,0.0,0.0
California,Del Rio,63.0,178.0,0.0,0.0,0.0
California,Foresthill,0.0,0.0,0.0,0.0,0.0
California,Keyes,58.0,162.0,0.0,0.0,0.0
California,Grayson,0.0,0.0,0.0,0.0,0.0
California,Rocklin,1445.0,3905.0,229.0,8.0,0.0
California,Bermuda Dunes,81.0,164.0,0.0,0.0,0.0
California,Pine Valley,0.0,18.0,0.0,0.0,0.0
California,Beaumont,390.0,2851.0,260.0,0.0,0.0
California,Hayfork,28.0,44.0,0.0,0.0,0.0
California,Bootjack,0.0,5.0,0.0,0.0,0.0
California,Stinson Beach,0.0,16.0,0.0,0.0,0.0
California,Sausalito,671.0,358.0,45.0,0.0,0.0
California,Santa Venetia,213.0,207.0,87.0,3.0,0.0
California,San Rafael,2335.0,2891.0,299.0,0.0,0.0
California,Kentfield,493.0,350.0,47.0,0.0,0.0
California,El Verano,140.0,0.0,0.0,0.0,0.0
California,Winter Gardens,164.0,729.0,0.0,0.0,0.0
California,Vista,1156.0,3491.0,315.0,14.0,0.0
California,Lewiston,30.0,9.0,0.0,0.0,0.0
California,Simi Valley,2415.0,9828.0,322.0,17.0,0.0
California,Greenacres,0.0,40.0,5.0,0.0,0.0
California,Casa Conejo,91.0,146.0,8.0,9.0,0.0
California,Blue Lake,0.0,0.0,0.0,0.0,0.0
California,Hydesville,23.0,0.0,0.0,0.0,0.0
California,Piru,0.0,5.0,0.0,0.0,0.0
California,Oak View,52.0,23.0,0.0,0.0,0.0
California,Meiners Oaks,30.0,0.0,0.0,0.0,0.0
California,Weldon,0.0,0.0,15.0,0.0,0.0
California,Tupman,0.0,0.0,0.0,0.0,0.0
California,Ridgecrest,76.0,1486.0,99.0,0.0,0.0
California,Maricopa,0.0,6.0,0.0,0.0,0.0
California,Fellows,0.0,0.0,0.0,0.0,0.0
California,North Edwards,0.0,9.0,0.0,0.0,0.0
California,East Sonora,170.0,0.0,0.0,0.0,0.0
California,Cutten,29.0,1.0,0.0,0.0,0.0
California,Rail Road Flat,0.0,0.0,2.0,0.0,0.0
California,Parkwood,0.0,0.0,0.0,0.0,0.0
California,Madera Acres,0.0,67.0,0.0,0.0,0.0
California,Keddie,0.0,0.0,0.0,0.0,0.0
California,Johnsville,0.0,0.0,0.0,0.0,0.0
California,East Quincy,30.0,0.0,0.0,0.0,0.0
California,Mono Vista,103.0,7.0,0.0,0.0,0.0
California,Upland,699.0,5628.0,340.0,24.0,0.0
California,Rancho Cucamonga,1853.0,17145.0,1897.0,28.0,0.0
California,Fontana,571.0,10005.0,929.0,53.0,0.0
California,Chino Hills,803.0,16916.0,1058.0,0.0,0.0
California,Big Bear City,126.0,97.0,5.0,0.0,0.0
California,Hamilton City,0.0,41.0,0.0,0.0,0.0
California,Mokelumne Hill,17.0,0.0,0.0,0.0,0.0
California,Rosemont,743.0,1868.0,193.0,0.0,0.0
California,Ferndale,19.0,24.0,0.0,0.0,0.0
California,Clyde,0.0,26.0,0.0,0.0,0.0
California,St. Helena,156.0,70.0,17.0,0.0,0.0
California,Napa,1243.0,1762.0,102.0,19.0,0.0
California,Murphys,35.0,0.0,7.0,0.0,0.0
California,Copperopolis,57.0,24.0,0.0,0.0,0.0
California,West Whittier-Los Nietos,121.0,212.0,42.0,0.0,0.0
California,West Carson,253.0,5399.0,78.0,18.0,0.0
California,Walnut,132.0,13126.0,100.0,0.0,0.0
California,Val Verde,27.0,74.0,0.0,0.0,0.0
California,South San Jose Hills,18.0,1849.0,5.0,0.0,0.0
California,Pomona,638.0,11205.0,666.0,19.0,0.0
California,Pasadena,3136.0,18494.0,874.0,51.0,0.0
California,Long Beach,5031.0,38306.0,1896.0,848.0,13.0
California,Antioch,1340.0,9540.0,829.0,78.0,0.0
California,Lomita,382.0,1691.0,115.0,0.0,0.0
California,El Segundo,469.0,1061.0,107.0,0.0,0.0
California,Rancho Murieta,182.0,56.0,0.0,0.0,0.0
California,Lakeport,53.0,233.0,0.0,0.0,0.0
California,Stockton,1329.0,37772.0,658.0,102.0,0.0
California,Morada,23.0,920.0,30.0,0.0,0.0
California,Lockeford,25.0,59.0,0.0,0.0,0.0
California,South Lake Tahoe,371.0,957.0,9.0,0.0,0.0
California,Shingle Springs,0.0,81.0,0.0,0.0,0.0
California,Lake Isabella,99.0,0.0,0.0,0.0,0.0
California,Orinda,771.0,1806.0,103.0,16.0,0.0
California,Knightsen,17.0,0.0,41.0,0.0,0.0
California,Kensington,336.0,443.0,22.0,0.0,0.0
California,Irwindale,0.0,4.0,0.0,0.0,0.0
California,Mission Hills,66.0,89.0,24.0,0.0,0.0
California,Isla Vista,730.0,2701.0,193.0,0.0,0.0
California,Yucaipa,487.0,1112.0,105.0,0.0,0.0
California,Washington,0.0,0.0,0.0,0.0,0.0
California,Warner Valley,0.0,0.0,0.0,0.0,0.0
California,Warm Springs,73.0,77.0,0.0,0.0,0.0
California,Walker,10.0,1.0,0.0,0.0,0.0
California,Volta,0.0,0.0,0.0,0.0,0.0
California,Volcano,0.0,0.0,0.0,0.0,0.0
California,Vista Santa Rosa,8.0,0.0,0.0,0.0,0.0
California,Vina,0.0,20.0,0.0,0.0,0.0
California,Victor,0.0,0.0,0.0,0.0,0.0
California,Verdi,0.0,0.0,0.0,0.0,0.0
California,Valley Wells,0.0,0.0,0.0,0.0,0.0
California,Valley Home,0.0,0.0,0.0,0.0,0.0
California,Waterloo,0.0,0.0,0.0,0.0,0.0
California,Valley Ford,0.0,0.0,0.0,0.0,0.0
California,Tuttle,0.0,0.0,0.0,0.0,0.0
California,Trowbridge,6.0,8.0,0.0,0.0,0.0
California,Trona,0.0,0.0,0.0,0.0,0.0
California,Trinity Village,0.0,0.0,0.0,0.0,0.0
California,Trinity Center,0.0,0.0,0.0,0.0,0.0
California,Tres Pinos,2.0,9.0,0.0,0.0,0.0
California,Topaz,0.0,0.0,9.0,0.0,0.0
California,Topanga,689.0,350.0,64.0,0.0,0.0
California,Tooleville,0.0,0.0,0.0,0.0,0.0
California,Tonyville,0.0,0.0,0.0,0.0,0.0
California,Timber Cove,0.0,2.0,0.0,0.0,0.0
California,Three Rocks,0.0,0.0,0.0,0.0,0.0
California,Tuttletown,0.0,0.0,0.0,0.0,0.0
California,Waukena,0.0,0.0,0.0,0.0,0.0
California,Wawona,0.0,12.0,0.0,0.0,0.0
California,West Rancho Dominguez,34.0,216.0,25.0,0.0,0.0
California,Lake Arrowhead,360.0,114.0,69.0,0.0,0.0
California,Hesperia,414.0,1630.0,77.0,0.0,0.0
California,Grand Terrace,49.0,778.0,104.0,0.0,0.0
California,Crestline,111.0,111.0,102.0,0.0,0.0
California,Mountain Ranch,5.0,0.0,0.0,0.0,0.0
California,Shasta Lake,52.0,29.0,0.0,0.0,0.0
California,Montgomery Creek,0.0,0.0,0.0,0.0,0.0
California,Clear Creek,0.0,0.0,0.0,0.0,0.0
California,Clay,18.0,17.0,20.0,0.0,0.0
California,Clarksburg,0.0,0.0,0.0,0.0,0.0
California,Cherokee Strip,0.0,0.0,0.0,0.0,0.0
California,Cherokee,0.0,0.0,0.0,0.0,0.0
California,Chalfant,0.0,0.0,0.0,0.0,0.0
California,Centerville,5.0,6.0,0.0,0.0,0.0
California,Cedarville,0.0,0.0,0.0,0.0,0.0
California,Cedar Slope,0.0,0.0,0.0,0.0,0.0
California,Zayante,54.0,0.0,0.0,0.0,0.0
California,Yolo,0.0,0.0,0.0,0.0,0.0
California,Yettem,10.0,0.0,0.0,0.0,0.0
California,Yankee Hill,0.0,0.0,0.0,0.0,0.0
California,Woodlands,16.0,75.0,0.0,0.0,0.0
California,Woodbridge,61.0,123.0,0.0,0.0,0.0
California,Wilsonia,0.0,0.0,0.0,0.0,0.0
California,Whitley Gardens,0.0,0.0,0.0,0.0,0.0
California,West Park,0.0,56.0,0.0,0.0,0.0
California,West Goshen,7.0,0.0,0.0,0.0,0.0
California,Weott,0.0,0.0,0.0,0.0,0.0
California,Colton,55.0,1664.0,443.0,0.0,0.0
California,Cedar Ridge,6.0,2.0,0.0,0.0,0.0
California,Loma Linda,420.0,4606.0,241.0,0.0,0.0
California,Muscoy,0.0,161.0,0.0,0.0,0.0
California,Mill Valley,815.0,544.0,58.0,0.0,0.0
California,Tara Hills,49.0,566.0,40.0,0.0,0.0
California,Deer Park,44.0,38.0,0.0,0.0,0.0
California,Winters,49.0,34.0,0.0,0.0,0.0
California,Canyon Lake,148.0,310.0,43.0,0.0,0.0
California,Clearlake Oaks,37.0,90.0,0.0,0.0,0.0
California,French Camp,0.0,129.0,0.0,0.0,0.0
California,Mammoth Lakes,276.0,282.0,49.0,0.0,0.0
California,Woodcrest,152.0,632.0,25.0,27.0,0.0
California,Corona,1675.0,13922.0,1569.0,169.0,0.0
California,Cabazon,0.0,37.0,0.0,0.0,0.0
California,Bakersfield,1468.0,20276.0,1199.0,50.0,0.0
California,Le Grand,0.0,11.0,0.0,0.0,0.0
California,Fair Oaks,1434.0,1819.0,55.0,0.0,0.0
California,Ladera Heights,72.0,261.0,100.0,0.0,0.0
California,Isleton,0.0,18.0,0.0,0.0,0.0
California,Eureka,72.0,965.0,33.0,0.0,0.0
California,Boron,18.0,86.0,0.0,0.0,0.0
California,South Taft,0.0,0.0,0.0,0.0,0.0
California,San Mateo,4457.0,15610.0,492.0,343.0,0.0
California,El Granada,87.0,239.0,0.0,0.0,0.0
California,Lathrop,236.0,4042.0,226.0,0.0,0.0
California,Rancho Mirage,638.0,794.0,24.0,4.0,0.0
California,Yosemite Lakes,61.0,78.0,0.0,0.0,0.0
California,San Anselmo,440.0,227.0,103.0,0.0,0.0
California,Montara,149.0,48.0,0.0,0.0,0.0
California,Westmont,26.0,70.0,281.0,0.0,0.0
California,Beckwourth,0.0,0.0,0.0,0.0,0.0
California,Brentwood,1164.0,3817.0,486.0,14.0,0.0
California,Roseville,3272.0,9734.0,383.0,7.0,14.0
California,Barstow,59.0,537.0,4.0,0.0,0.0
California,Apple Valley,539.0,1896.0,220.0,0.0,0.0
California,Rancho Calaveras,54.0,251.0,26.0,0.0,0.0
California,Suisun City,165.0,4403.0,244.0,35.0,0.0
California,Seaside,442.0,2244.0,206.0,112.0,0.0
California,San Ardo,3.0,7.0,0.0,0.0,0.0
California,Pacific Grove,705.0,601.0,14.0,0.0,0.0
California,Greenfield,8.0,95.0,0.0,0.0,0.0
California,Concow,31.0,0.0,0.0,0.0,0.0
California,Valley Center,116.0,107.0,0.0,0.0,0.0
California,Poway,1347.0,5098.0,204.0,0.0,0.0
California,Imperial Beach,296.0,1439.0,42.0,0.0,0.0
California,Pleasant Hill,1134.0,3487.0,235.0,64.0,0.0
California,Fairbanks Ranch,184.0,62.0,0.0,0.0,0.0
California,Running Springs,72.0,69.0,0.0,0.0,0.0
California,Orland,15.0,105.0,0.0,0.0,0.0
California,San Bernardino,743.0,6480.0,809.0,12.0,0.0
California,Vallecito,0.0,0.0,0.0,0.0,0.0
California,El Rio,8.0,13.0,142.0,0.0,0.0
California,Fillmore,9.0,229.0,0.0,0.0,0.0
California,Salton Sea Beach,0.0,0.0,0.0,0.0,0.0
California,Chino,567.0,6964.0,197.0,33.0,0.0
California,East Richmond Heights,31.0,136.0,9.0,0.0,0.0
California,Sunnyside-Tahoe City,6.0,16.0,0.0,0.0,0.0
California,Loyalton,2.0,0.0,0.0,0.0,0.0
California,Williams,22.0,110.0,28.0,0.0,0.0
California,Delleker,11.0,0.0,0.0,0.0,0.0
California,Carpinteria,178.0,250.0,56.0,0.0,0.0
California,Mi-Wuk Village,0.0,0.0,0.0,0.0,0.0
California,Rowland Heights,192.0,23349.0,74.0,0.0,0.0
California,Arvin,4.0,168.0,0.0,0.0,0.0
California,San Jacinto,337.0,1344.0,136.0,0.0,0.0
California,Arnold,18.0,24.0,0.0,0.0,0.0
California,La Riviera,171.0,406.0,80.0,39.0,0.0
California,Galt,205.0,923.0,15.0,0.0,0.0
California,Dorrington,5.0,5.0,0.0,0.0,0.0
California,Porterville,105.0,1744.0,0.0,62.0,0.0
California,Riverdale Park,0.0,132.0,0.0,0.0,0.0
California,Newman,136.0,120.0,0.0,0.0,0.0
California,Escondido,1560.0,7618.0,350.0,0.0,0.0
California,Encinitas,2026.0,2143.0,388.0,0.0,0.0
California,Coronado,356.0,583.0,133.0,0.0,0.0
California,California City,81.0,451.0,14.0,0.0,0.0
California,Camp Pendleton South,6.0,23.0,18.0,0.0,0.0
California,Monterey,1036.0,1932.0,229.0,0.0,0.0
California,Chualar,0.0,0.0,0.0,0.0,0.0
California,Mount Shasta,49.0,0.0,0.0,0.0,0.0
California,Mount Hebron,0.0,0.0,0.0,0.0,0.0
California,Carmel Valley Village,115.0,48.0,0.0,0.0,0.0
California,Lake San Marcos,230.0,267.0,0.0,0.0,0.0
California,Bucks Lake,0.0,0.0,0.0,0.0,0.0
California,Belden,0.0,0.0,0.0,0.0,0.0
California,Shoshone,3.0,0.0,0.0,0.0,0.0
California,Dixon Lane-Meadow Creek,10.0,30.0,0.0,0.0,0.0
California,Vandenberg AFB,16.0,45.0,28.0,0.0,0.0
California,Summerland,130.0,10.0,0.0,0.0,0.0
California,Soledad,59.0,559.0,0.0,3.0,0.0
California,Derby Acres,0.0,1.0,0.0,0.0,0.0
California,Yreka,38.0,49.0,23.0,0.0,0.0
California,El Paso de Robles (Paso Robles),316.0,304.0,77.0,0.0,0.0
California,Lancaster,783.0,4861.0,809.0,17.0,0.0
California,Hidden Valley Lake,83.0,44.0,13.0,0.0,0.0
California,Willowbrook,0.0,95.0,0.0,0.0,0.0
California,Parlier,13.0,0.0,0.0,0.0,0.0
California,Lemoore Station,50.0,180.0,54.0,0.0,0.0
California,Sebastopol,161.0,159.0,0.0,0.0,0.0
California,Cantua Creek,0.0,0.0,0.0,0.0,0.0
California,Ridgemark,68.0,29.0,4.0,0.0,0.0
California,Escalon,268.0,53.0,0.0,0.0,0.0
California,August,74.0,154.0,0.0,0.0,0.0
California,Shingletown,0.0,35.0,0.0,0.0,0.0
California,Cottonwood,41.0,0.0,87.0,0.0,0.0
California,Montague,3.0,0.0,0.0,0.0,0.0
California,McCloud,9.0,0.0,0.0,0.0,0.0
California,Georgetown,48.0,14.0,0.0,0.0,0.0
