State,City,Population,Never Married,Married,Divorced,Separated,Widowed,Total
New York,Sodus Point village,893,166,419,119,24,61,789
New York,Hillside Lake,1045,222,440,60,14,66,802
New York,Churchville village,2230,487,963,230,66,104,1850
New York,West Nyack,3876,892,2007,215,39,294,3447
New York,Cold Brook village,344,114,79,33,3,20,249
New York,Chatham village,1655,503,694,167,36,92,1492
New York,Spencerport village,3620,835,1485,385,133,102,2940
New York,Milton CDP (Saratoga County),3111,674,1468,354,15,112,2623
New York,Hewlett Neck village,456,106,222,8,2,23,361
New York,Jericho,13827,2812,7419,624,137,487,11479
New York,Lawrence village,6535,1388,3141,125,17,411,5082
New York,Newark Valley village,1095,276,399,94,19,51,839
New York,Apalachin,1146,329,459,145,16,95,1044
New York,West Hampton Dunes village,69,0,55,2,0,0,57
New York,Bergen village,1118,275,484,83,7,41,890
New York,Whitney Point village,908,231,376,67,11,62,747
New York,Binghamton,45503,17448,11455,5032,987,2822,37744
New York,Norwood village,1624,371,634,172,31,119,1327
New York,Haviland,3246,646,1756,216,32,103,2753
New York,Livonia village,1361,303,547,120,14,91,1075
New York,Sinclairville village,797,141,321,64,25,31,582
New York,Jamestown West,2512,573,1071,216,42,286,2188
New York,North Hills village,5639,591,3605,271,0,568,5035
New York,New Cassel,14648,5230,4882,492,281,579,11464
New York,Mineola village,19132,4736,9095,1484,144,772,16231
New York,Merrick,19966,4201,10548,909,101,888,16647
New York,Manorhaven village,6620,1589,2608,558,75,205,5035
New York,Castorland village,365,89,125,30,5,23,272
New York,Katonah,1895,307,910,163,49,43,1472
New York,Westmoreland,787,237,208,151,0,16,612
New York,Hunt,109,13,52,2,3,12,82
New York,Northport village,7348,1410,3515,718,102,340,6085
New York,North Patchogue,7561,1838,3523,433,53,233,6080
New York,Napeague,112,13,71,4,0,0,88
New York,West Islip,27149,6825,11973,1651,246,1721,22416
New York,Eastport,2091,597,1092,62,0,46,1797
New York,Cutchogue,3178,644,1567,294,56,159,2720
New York,Brentwood,62942,22208,19575,3913,1365,1958,49019
New York,Greenlawn,13978,3495,5666,1086,78,1020,11345
New York,Wyandanch,11612,4505,2949,671,287,382,8794
New York,Old Bethpage,5522,1226,2697,259,0,379,4561
New York,North Lynbrook,417,78,226,19,0,33,356
New York,Muttontown village,3655,764,2121,107,20,139,3151
New York,Long Beach,33509,10579,12647,3413,865,1773,29277
New York,Laurel Hollow village,1993,371,933,57,6,121,1488
New York,Great Neck Plaza village,6957,1490,2812,880,110,816,6108
New York,Bainbridge village,1442,317,475,170,46,56,1064
New York,Schoharie village,850,220,293,140,3,76,732
New York,Esperance village,394,80,174,41,5,26,326
New York,North Wantagh,11802,2279,5826,791,71,874,9841
New York,Cobleskill village,4540,2405,878,401,104,286,4074
New York,Armonk,4381,794,2333,212,8,109,3456
New York,Dobbs Ferry village,11027,3216,4720,712,141,347,9136
New York,Northeast Ithaca,2881,734,1331,84,7,69,2225
New York,Hammondsport village,492,65,220,84,16,29,414
New York,Cohocton village,899,237,355,54,20,28,694
New York,Warsaw village,3300,929,1043,589,64,274,2899
New York,Syracuse,143293,63441,32114,11597,3342,6679,117173
New York,Marcellus village,1893,551,699,164,36,147,1597
New York,Tully village,1057,360,299,168,0,59,886
New York,Wayland village,1810,443,712,239,38,66,1498
New York,Crompond,2307,399,1167,153,0,113,1832
New York,South Corning village,1157,268,447,154,43,81,993
New York,Albertson,5254,1165,2543,274,0,341,4323
New York,Cortland,18828,9062,4923,1389,267,639,16280
New York,Earlville village,1153,267,457,72,22,69,887
New York,Cazenovia village,2853,1345,724,319,58,166,2612
New York,Valley Stream village,37609,10059,15994,2535,515,1758,30861
New York,Sea Cliff village,5051,1122,2406,423,50,280,4281
New York,Baiting Hollow,1654,263,872,136,26,135,1432
New York,Asharoken village,443,84,244,20,5,29,382
New York,Bath village,5572,1248,1831,947,149,434,4609
New York,Westfield village,2982,677,1024,367,34,358,2460
New York,Lakewood village,2872,625,1109,325,48,294,2401
New York,Cassadaga village,516,92,238,62,7,44,443
New York,Deferiet village,300,73,96,36,3,14,222
New York,Clayton village,2018,543,803,168,41,129,1684
New York,Weston Mills,1384,445,595,117,12,97,1266
New York,Colonie village,7793,2366,3261,688,55,388,6758
New York,Union Springs village,1170,284,479,77,49,55,944
New York,Wynantskill,3328,855,1405,110,51,210,2631
New York,Victor village,2733,616,1256,228,35,120,2255
New York,Beacon,14279,4578,5102,1204,439,698,12021
New York,Depauville,382,35,227,40,14,17,333
New York,Middleville village,570,133,221,38,10,35,437
New York,Herkimer village,6899,1758,2598,708,159,702,5925
New York,Dolgeville village,2581,648,871,192,108,171,1990
New York,Heuvelton village,719,164,320,49,25,48,606
New York,Pomona village,2955,599,1437,147,24,179,2386
New York,New City,34652,7990,17327,1485,378,1577,28757
New York,Montebello village,4616,1154,2136,268,16,278,3852
New York,Kaser village,5179,798,1767,32,9,18,2624
New York,Haverstraw village,12081,3670,3835,823,338,539,9205
New York,Schaghticoke village,647,173,258,64,10,26,531
New York,Evans Mills village,472,110,207,58,11,29,415
New York,Odessa village,504,91,203,57,2,56,409
New York,Watkins Glen village,2016,515,660,282,74,105,1636
New York,Richburg village,450,96,209,18,0,14,337
New York,Dundee village,1624,357,600,169,68,103,1297
New York,Shenorock,2179,430,1056,118,38,69,1711
New York,Mahopac,8426,2244,4001,538,82,347,7212
New York,Rapids,1198,252,620,69,16,57,1014
New York,Arcade village,2182,524,763,230,47,124,1688
New York,Pelham village,6949,1610,2982,373,135,234,5334
New York,Croton-on-Hudson village,8183,1566,3720,660,75,352,6373
New York,Ardsley village,4534,991,2326,207,0,282,3806
New York,West Hills,5338,1152,2816,240,77,175,4460
New York,Lansing village,3535,1152,1501,241,13,71,2978
New York,Groton village,2050,515,794,150,25,224,1708
New York,Burdett village,437,122,206,39,1,16,384
New York,West Seneca,45332,12021,19373,3692,263,3333,38682
New York,Orchard Park village,3154,725,1450,317,22,146,2660
New York,Lackawanna,17859,6047,4882,1664,273,1204,14070
New York,Holland,1190,292,514,90,19,97,1012
New York,Belmont village,807,162,335,108,6,34,645
New York,Interlaken village,591,209,200,78,3,18,508
New York,Schenectady,65482,25107,17849,5951,1932,3743,54582
New York,Chestnut Ridge village,8057,1629,3576,483,29,349,6066
New York,Fulton,11419,2621,3904,1319,357,837,9038
New York,Jeffersonville village,363,134,118,31,15,24,322
New York,Scotchtown,9174,3096,3677,402,74,252,7501
New York,Spring Valley village,32281,9089,10257,1673,968,1105,23092
New York,Orangeburg,4200,1724,1448,194,49,347,3762
New York,Nanuet,17775,4306,8051,1115,117,1079,14668
New York,Grand View-on-Hudson village,307,47,166,23,13,14,263
New York,Germantown,898,187,416,77,22,63,765
New York,Claverack-Red Mills,543,98,261,39,16,35,449
New York,Spackenkill,4239,906,2119,195,78,147,3445
New York,Harriman village,2926,922,1007,201,65,101,2296
New York,Pleasant Valley,1367,373,585,123,0,148,1229
New York,Caledonia village,2102,501,822,234,57,186,1800
New York,Wellsburg village,518,158,173,65,4,17,417
New York,Horseheads village,6510,1787,2262,431,205,685,5370
New York,Elmira Heights village,4032,1014,1520,369,75,218,3196
New York,Palmyra village,3383,785,1179,456,69,149,2638
New York,Star Lake,802,112,318,100,39,68,637
New York,Suffern village,10926,3074,4414,1013,176,609,9286
New York,Pearl River,16495,3940,7720,672,127,963,13422
New York,Lima village,2369,646,1019,216,28,50,1959
New York,Nyack village,7188,2349,2360,725,233,355,6022
New York,Kiryas Joel village,23536,2999,7811,84,12,87,10993
New York,Waterville village,1598,391,664,160,38,112,1365
New York,West Bay Shore,4853,923,2247,297,112,283,3862
New York,Cape Vincent village,652,116,292,47,11,58,524
New York,Mooers,420,159,181,0,0,59,399
New York,Stewart Manor village,2191,517,1051,128,4,143,1843
New York,Holbrook,26286,7071,11820,1823,182,1257,22153
New York,Gordon Heights,3667,1347,954,294,121,93,2809
New York,Fort Salonga,9776,1978,4998,526,67,544,8113
New York,Fishers Island,183,36,131,4,2,0,173
New York,Orange Lake,6348,1385,2984,460,33,439,5301
New York,Farmingville,15495,4312,6869,810,163,684,12838
New York,East Moriches,5359,1312,2578,347,35,224,4496
New York,Scarsdale village,17805,2641,9730,369,121,498,13359
New York,Port Chester village,29418,8812,11534,1653,613,982,23594
New York,Pelham Manor village,5595,1233,2518,192,14,213,4170
New York,Lockport,20580,5803,6978,2395,309,1205,16690
New York,Gasport,1520,388,487,214,47,69,1205
New York,Painted Post village,1727,380,656,184,21,126,1367
New York,Gang Mills,4495,711,2170,411,27,181,3500
New York,Hamilton village,3860,2703,537,168,24,173,3605
New York,Greece,14826,3913,5538,1632,392,1076,12551
New York,Rhinebeck village,2583,563,1120,349,38,194,2264
New York,Millbrook village,1421,433,554,141,42,152,1322
New York,Constableville village,287,72,113,25,4,12,226
New York,Fredonia village,10637,4773,3365,599,196,408,9341
New York,Cherry Creek village,481,86,220,23,10,23,362
New York,Silver Springs village,875,258,202,186,2,61,709
New York,West Hempstead,20116,6013,8046,1130,242,873,16304
New York,University Gardens,4202,867,2013,280,73,176,3409
New York,Uniondale,31828,12960,9846,1932,535,1357,26630
New York,Russell Gardens village,932,199,533,34,5,28,799
New York,Copenhagen village,765,228,279,42,26,63,638
New York,Roosevelt,16229,6624,4729,881,309,635,13178
New York,Oyster Bay Cove village,2170,372,1306,60,16,52,1806
New York,Roslyn village,2852,539,1118,411,40,325,2433
New York,North Amityville,18817,7519,5191,1108,392,868,15078
New York,New Suffolk,212,45,105,22,0,27,199
New York,Nesconset,13893,2606,6948,784,107,671,11116
New York,Whitehall village,2274,656,813,187,49,128,1833
New York,Dresden village,331,72,129,24,20,17,262
New York,Livingston Manor,1223,299,464,102,97,92,1054
New York,Port Washington,15600,2892,7630,915,186,877,12500
New York,Lyons Falls village,543,80,241,51,8,48,428
New York,Middleburgh village,1521,456,533,264,18,79,1350
New York,Palatine Bridge village,637,106,289,67,9,112,583
New York,Port Dickinson village,1812,526,611,226,60,55,1478
New York,Mohawk village,2578,903,627,463,59,121,2173
New York,Lisle village,215,63,68,18,4,15,168
New York,Le Roy village,4220,1155,1488,531,88,142,3404
New York,Johnson City village,14575,4688,4319,1246,389,1101,11743
New York,Glen Cove,27226,8291,10626,1998,266,1316,22497
New York,Troy,49610,22741,11514,4009,1072,2042,41378
New York,Nassau village,1048,229,491,81,9,25,835
New York,Dexter village,1022,265,376,63,22,39,765
New York,Nichols village,601,162,247,52,0,20,481
New York,Webster village,5565,1676,1859,685,81,287,4588
New York,Honeoye Falls village,2742,847,1038,242,66,112,2305
New York,Brockport village,8350,5041,1438,659,79,298,7515
New York,Stottville,1359,452,379,144,54,67,1096
New York,Hudson,6339,2666,1559,761,183,223,5392
New York,Elba village,645,130,295,53,2,29,509
New York,Fort Plain village,1739,469,562,195,71,130,1427
New York,Ithaca,30568,21928,4765,1223,270,449,28635
New York,Richmondville village,869,298,251,65,6,64,684
New York,Hannibal village,511,114,214,44,12,29,413
New York,Blauvelt,5620,1521,2642,139,52,248,4602
New York,Scottsville village,2014,508,727,218,31,115,1599
New York,Irondequoit,50427,13321,20313,5164,798,3079,42675
New York,West Elmira,4827,617,2546,329,52,355,3899
New York,Van Etten village,678,147,260,71,5,23,506
New York,Elmira,27695,10225,7256,2643,770,1185,22079
New York,Newark village,8937,2604,2764,1158,312,537,7375
New York,Rensselaer Falls village,361,67,128,23,1,20,239
New York,Gouverneur village,3751,968,1364,464,92,329,3217
New York,Viola,6917,1877,2333,247,50,382,4889
New York,South Nyack village,3517,1586,1125,306,13,164,3194
New York,Mount Morris village,2757,725,857,370,110,97,2159
New York,New Square village,8133,1068,2788,12,0,40,3908
New York,Malverne village,8535,1887,4237,445,56,562,7187
New York,Lake Success village,3102,491,1593,114,26,360,2584
New York,Hewlett Harbor village,1090,208,587,54,8,50,907
New York,Hewlett Bay Park village,366,59,225,8,0,14,306
New York,Ransomville,1601,400,742,143,11,43,1339
New York,North Tonawanda,30596,8165,12506,3035,585,1960,26251
New York,Niagara Falls,48661,16471,14280,4676,1057,2759,39243
New York,Kensington village,1184,213,651,28,8,89,989
New York,Plandome village,1251,217,683,18,4,40,962
New York,Ilion village,7852,2106,2659,732,234,418,6149
New York,Corfu village,707,211,305,73,12,37,638
New York,Ogdensburg,10748,3241,3608,1150,279,697,8975
New York,Brocton village,1319,354,450,218,29,107,1158
New York,Freeville village,394,103,191,41,7,20,362
New York,Bemus Point village,301,64,88,34,10,64,260
New York,Redford,361,54,150,14,35,0,253
New York,Cumberland Head,1395,306,728,166,0,72,1272
New York,Au Sable Forks,426,89,178,39,10,38,354
New York,Port Byron village,1006,341,387,60,42,57,887
New York,Putnam Lake,3519,916,1685,269,95,118,3083
New York,Sodus village,1687,501,502,172,37,94,1306
New York,Lake Carmel,8114,1797,3746,607,157,509,6816
New York,Riverside village,514,72,217,70,26,50,435
New York,Hornell,8308,2677,2527,1005,208,514,6931
New York,Addison village,1753,420,712,132,77,68,1409
New York,Miller Place,11755,2640,5249,982,61,341,9273
New York,Geneseo village,8096,6023,1013,226,107,170,7539
New York,Big Flats,5212,866,2674,379,109,235,4263
New York,Clyde village,2111,543,715,174,88,55,1575
New York,Waddington village,938,185,432,104,28,55,804
New York,Cold Spring village,1862,458,792,198,57,78,1583
New York,Frankfort village,2376,692,870,281,39,111,1993
New York,Chappaqua,1459,372,706,102,0,50,1230
New York,Wheatley Heights,4921,1488,1837,298,96,193,3912
New York,Elwood,11439,2726,5645,492,70,476,9409
New York,Cold Spring Harbor,5164,1108,2603,255,78,169,4213
New York,Centereach,32028,8431,13561,1755,510,1700,25957
New York,Bayport,8392,1932,3495,841,110,632,7010
New York,Amagansett,750,131,432,74,8,72,717
New York,Hartsdale,4822,1320,2211,436,44,245,4256
New York,East Quogue,4797,925,2417,357,41,250,3990
New York,East Northport,20136,4770,9510,1419,114,900,16713
New York,Candor village,645,104,297,47,22,30,500
New York,East Islip,13563,3639,5633,721,174,793,10960
New York,Copiague,23716,7831,8590,1922,426,1079,19848
New York,Central Islip,31846,11551,9454,2364,627,1418,25414
New York,Babylon village,12089,3183,5708,705,104,495,10195
New York,Amityville village,9452,2373,3970,911,84,618,7956
New York,Burke village,225,27,93,29,2,11,162
New York,South Glens Falls village,3595,754,1358,492,65,212,2881
New York,Hyde Park,1982,593,770,196,1,135,1695
New York,Brushton village,456,116,157,52,18,32,375
New York,Coram,39977,10763,15943,3574,568,2147,32995
New York,Crugers,1489,356,561,157,35,239,1348
New York,Golden's Bridge,1813,371,893,95,11,118,1488
New York,Hawthorne,4510,903,2238,220,35,243,3639
New York,West Sayville,4806,1178,2234,308,10,247,3977
New York,Alexander village,589,168,191,82,14,9,464
New York,Wappingers Falls village,5663,1854,2174,432,92,230,4782
New York,Wolcott village,1694,504,482,203,30,116,1335
New York,Red Creek village,684,213,232,26,22,12,505
New York,Millport village,443,123,150,46,9,12,340
New York,Tuckahoe,984,251,474,67,0,0,792
New York,Terryville,12340,2943,5794,593,174,686,10190
New York,Richville village,282,58,110,16,2,17,203
New York,Springs,6912,1391,3718,461,16,201,5787
New York,Deer Park,27273,7095,11391,1771,467,1551,22275
New York,Center Moriches,8395,1960,3912,464,54,261,6651
New York,Bellport village,2008,372,1093,157,24,147,1793
New York,Belle Terre village,681,100,403,16,2,39,560
New York,Kings Park,16707,3927,7779,1077,86,1123,13992
New York,Holtsville,19365,4468,9156,1427,196,835,16082
New York,Hampton Bays,14280,3706,6154,975,145,1033,12013
New York,Halesite,2671,454,1365,261,0,147,2227
New York,East Shoreham,6484,1371,3007,364,68,218,5028
New York,Frewsburg,1664,310,926,43,18,173,1470
New York,Ripley,787,151,378,90,11,51,681
New York,New Berlin village,927,235,379,88,11,101,814
New York,Friendship,1169,201,448,112,40,76,877
New York,DeRuyter village,457,72,150,55,20,39,336
New York,Monsey,22073,3781,7429,208,64,222,11704
New York,Congers,8406,2159,3908,406,157,495,7125
New York,Airmont village,8776,1736,3904,327,65,392,6424
New York,Pittsford village,1667,317,735,220,14,57,1343
New York,Hilton village,5858,1420,2226,567,86,268,4567
New York,Fairport village,5349,1228,2598,484,158,206,4674
New York,Lorenz Park,2150,653,799,155,26,189,1822
New York,Springville village,4306,879,1698,543,79,336,3535
New York,Kinderhook village,1366,296,691,86,24,118,1215
New York,Valatie village,1728,486,581,165,40,143,1415
New York,Galeville,4557,1165,1756,280,84,429,3714
New York,Baldwinsville village,7550,1740,3192,821,95,609,6457
New York,Bellerose Terrace,2055,424,1017,86,42,67,1636
New York,Sleepy Hollow village,10138,2936,3955,568,217,390,8066
New York,Corning,10789,3260,3646,1138,294,528,8866
New York,Cove Neck village,254,38,142,11,0,13,204
New York,Canisteo village,2262,548,972,158,45,141,1864
New York,Ghent,529,113,231,44,21,0,409
New York,Tonawanda,14873,4137,6028,1607,119,880,12771
New York,Canastota village,4605,1393,1434,489,152,202,3670
New York,Tonawanda,57280,14078,22712,5750,784,4400,47724
New York,Niverville,1262,355,467,90,58,68,1038
New York,Warwick village,6779,1442,2854,744,188,515,5743
New York,Vails Gate,3122,936,1080,210,51,336,2613
New York,Sand Ridge,557,105,231,15,31,98,480
New York,Mayfield village,795,213,360,68,4,16,661
New York,Gloversville,14938,4420,4631,1543,582,989,12165
New York,Broadalbin village,1466,397,514,172,10,105,1198
New York,Brewerton,3931,877,1603,314,153,168,3115
New York,Rotterdam,20274,5578,7560,2111,386,1215,16850
New York,Delanson village,376,111,133,30,1,5,280
New York,Tribes Hill,868,151,390,84,12,70,707
New York,Fort Johnson village,839,234,285,75,32,20,646
New York,Castile village,945,176,379,91,84,36,766
New York,Seneca Knolls,2002,431,958,274,0,105,1768
New York,Nedrow,2316,898,675,140,35,159,1907
New York,Minoa village,3474,659,1365,242,47,288,2601
New York,Manlius village,4520,806,1938,502,53,332,3631
New York,Lyncourt,3856,1281,1055,385,31,274,3026
New York,Jordan village,1435,470,470,183,13,58,1194
New York,Almond village,494,56,222,46,7,23,354
New York,Portville village,965,223,297,109,15,83,727
New York,Youngstown village,2047,467,908,156,46,103,1680
New York,Lewiston village,2592,557,1028,315,45,335,2280
New York,East Hills village,7113,854,4042,204,37,228,5365
New York,Watervliet,10120,3745,2983,1000,245,501,8474
New York,Plattsburgh,19515,9063,5148,1906,341,982,17440
New York,Peru,1512,377,689,119,5,175,1365
New York,North Massapequa,18609,4419,8871,1019,138,1097,15544
New York,North Bellmore,20269,4920,9750,940,121,1141,16872
New York,Manhasset Hills,3594,743,1976,58,4,179,2960
New York,Lakeview,6317,2034,2048,487,175,347,5091
New York,Farmingdale village,8842,2339,3745,877,100,563,7624
New York,Hewlett,6484,1382,3134,511,76,291,5394
New York,Hempstead village,55399,21349,14806,3338,1133,2005,42631
New York,Harbor Hills,475,33,202,6,0,50,291
New York,Franklin Square,32329,8797,14826,1562,243,1621,27049
New York,East Norwich,2902,685,1289,188,0,182,2344
New York,Brookville village,3564,1464,1488,55,9,89,3105
New York,Wampsville village,650,286,199,46,16,43,590
New York,Munnsville village,497,135,159,34,12,24,364
New York,Greene village,1704,421,628,171,18,142,1380
New York,Herricks,4074,893,2137,196,12,178,3416
New York,Glenwood Landing,3910,1027,1646,308,90,168,3239
New York,Great Neck Gardens,1183,138,592,27,0,16,773
New York,Inwood,9804,3316,3290,566,170,447,7789
New York,Penn Yan village,4818,1304,1582,612,154,419,4071
New York,Trumansburg village,1805,366,820,221,43,122,1572
New York,Newfield Hamlet,465,72,178,146,0,15,411
New York,Glen Head,4983,1141,2403,329,45,130,4048
New York,Mattydale,6102,1862,1628,1013,150,241,4894
New York,Liverpool village,2174,666,841,211,60,138,1916
New York,Fayetteville village,4133,841,2201,224,24,145,3435
New York,Rome,32338,9587,10785,3281,1117,1905,26675
New York,Oriskany village,1246,332,477,131,7,143,1090
New York,New York Mills village,3381,1122,1046,419,93,175,2855
New York,Woodbury,8603,1274,4465,437,10,1080,7266
New York,Williston Park village,7294,1680,3412,384,72,412,5960
New York,Upper Brookville village,1607,396,851,67,4,82,1400
New York,South Valley Stream,6930,1571,3190,423,39,260,5483
New York,South Hempstead,3123,690,1470,180,46,88,2474
New York,Plandome Heights village,949,180,512,21,3,49,765
New York,Old Westbury village,4742,1963,1965,60,13,110,4111
New York,North New Hyde Park,15726,3953,7876,299,78,896,13102
New York,Massapequa Park village,17120,3699,8403,773,115,978,13968
New York,South Lockport,7315,1914,2564,1060,110,451,6099
New York,Alexandria Bay village,831,195,302,151,22,67,737
New York,East Ithaca,2041,635,775,230,31,56,1727
New York,Glen Park village,568,141,204,40,15,24,424
New York,Lake Katrine,2533,814,915,198,52,306,2285
New York,Auburn,26779,8405,7983,3238,842,1929,22397
New York,Ovid village,531,155,192,48,13,35,443
New York,Valley Falls village,483,133,213,23,4,14,387
New York,Solvay village,6364,2005,1912,722,155,375,5169
New York,Ossining village,25174,7756,9278,2065,404,932,20435
New York,Sands Point village,2857,463,1566,112,0,101,2242
New York,Oneida Castle village,598,113,255,76,7,33,484
New York,East Hampton North,4468,1293,1863,316,12,227,3711
New York,Waverly village,4214,1096,1352,414,111,369,3342
New York,Tupper Lake village,3710,730,1566,332,152,222,3002
New York,Greenport village,1945,506,718,225,24,204,1677
New York,Chenango Bridge,2916,663,1455,172,27,142,2459
New York,Nissequogue village,1574,346,881,49,7,54,1337
New York,Windsor village,972,179,484,81,13,37,794
New York,Hopewell Junction,454,114,166,30,0,0,310
New York,Leicester village,516,110,250,45,10,27,442
New York,Barker village,588,131,239,45,3,25,443
New York,Jefferson Heights,968,199,345,98,22,231,895
New York,Stamford village,1374,461,416,134,31,166,1208
New York,Saltaire village,8,0,4,0,0,2,6
New York,Cornwall-on-Hudson village,2927,762,1301,222,47,79,2411
New York,Fillmore,497,99,234,30,0,27,390
New York,Sagaponack village,260,39,136,5,8,40,228
New York,Schenevus,485,157,207,38,0,31,433
New York,South Blooming Grove village,3145,785,1298,217,68,153,2521
New York,Irvington village,6539,1418,3020,358,149,213,5158
New York,Lyon Mountain,282,66,138,25,13,9,251
New York,Chazy,523,216,125,22,24,18,405
New York,Chautauqua,380,250,69,36,0,8,363
New York,Akron village,2857,700,893,428,7,225,2253
New York,Billington Heights,1384,340,619,200,16,80,1255
New York,Depew village,15164,4281,6091,1360,244,902,12878
New York,East Aurora village,6193,1242,2545,868,119,386,5160
New York,Eden,3244,770,1536,253,75,141,2775
New York,Naples village,1033,302,419,109,16,52,898
New York,Head of the Harbor village,1463,451,654,60,13,103,1281
New York,Saratoga Springs,27772,8948,10984,2762,459,1347,24500
New York,Owego village,3827,1098,1361,417,91,236,3203
New York,Fort Ann village,343,98,130,41,10,14,293
New York,Morristown village,292,87,126,20,4,22,259
New York,New Hempstead village,5354,1339,2242,62,84,160,3887
New York,Tappan,6996,1509,3342,444,48,468,5811
New York,Wesley Hills village,5858,1116,2687,61,15,72,3951
New York,Norfolk,1441,613,378,44,7,154,1196
New York,Poughkeepsie,30356,11584,8250,2779,1057,1460,25130
New York,Tivoli village,1100,502,329,82,13,47,973
New York,Horseheads North,2747,572,1430,124,61,31,2218
New York,Southport,6940,1598,2568,914,325,501,5906
New York,Yaphank,6390,2165,2497,585,65,147,5459
New York,Buchanan village,2132,529,1075,106,23,62,1795
New York,Eastchester,19983,4726,9232,1136,152,1155,16401
New York,Elmsford village,4993,1771,1976,344,79,168,4338
New York,Greenville CDP (Westchester County),7336,1428,3878,225,33,239,5803
New York,Caroga Lake,590,87,281,83,8,57,516
New York,Central Bridge,328,75,180,0,10,0,265
New York,Chadwicks,1366,502,533,124,0,59,1218
New York,Ticonderoga,3120,1017,963,184,72,294,2530
New York,Elbridge village,1004,241,468,101,12,43,865
New York,Westport,404,67,166,73,11,38,355
New York,Andes,243,60,114,28,10,16,228
New York,Eggertsville,15546,4431,6453,1161,182,602,12829
New York,Elizabethtown,716,173,245,58,25,101,602
New York,Erin,396,72,166,74,14,14,340
New York,Felts Mills,396,65,116,15,65,23,284
New York,Fishers Landing,65,0,65,0,0,0,65
New York,Fort Covington Hamlet,1530,386,532,124,8,81,1131
New York,Fowlerville,150,55,57,0,0,31,143
New York,Freedom Plains,336,84,107,56,18,31,296
New York,Gates,5035,1512,1947,349,192,355,4355
New York,Gilgo,206,91,66,49,0,0,206
New York,Glen Aubrey,292,80,128,37,0,21,266
New York,Gorham,687,126,305,47,0,15,493
New York,Edmeston,671,150,300,50,10,13,523
New York,Grandyle Village,4873,937,2303,429,72,130,3871
New York,Groveland Station,260,63,113,24,2,7,209
New York,Guilford,283,11,157,22,0,44,234
New York,Hadley,868,65,549,46,6,39,705
New York,Hailesboro,767,125,413,25,5,43,611
New York,Hall,128,14,83,10,0,6,113
New York,Hamlin,5453,1528,2191,557,84,177,4537
New York,Hannawa Falls,882,210,470,15,0,39,734
New York,Hartwick,641,156,279,41,23,46,545
New York,Hemlock,423,68,154,49,17,69,357
New York,Henderson,151,47,53,25,7,9,141
New York,Honeoye,854,255,316,69,0,46,686
New York,Hortonville,162,34,75,43,0,10,162
New York,Greigsville,338,96,108,10,0,27,241
New York,East Avon,740,131,187,194,0,36,548
New York,Downsville,472,151,185,67,0,27,430
New York,Calcium,3841,704,1749,273,161,18,2905
New York,Bedford Hills,3522,1146,1403,251,0,57,2857
New York,Belfast,715,118,292,61,18,49,538
New York,Belleville,306,22,96,73,9,0,200
New York,Binghamton University,6149,6134,15,0,0,0,6149
New York,Bliss,521,141,169,94,12,31,447
New York,Blodgett Mills,236,68,101,35,25,0,229
New York,Bloomville,160,54,61,27,3,3,148
New York,Bolton Landing,507,164,203,19,18,51,455
New York,Brasher Falls,734,165,225,90,16,29,525
New York,Breesport,614,138,342,0,15,16,511
New York,Busti,334,39,127,52,0,0,218
New York,Byersville,29,8,13,7,0,0,28
New York,Campbell,713,182,212,104,12,94,604
New York,Chestertown,515,104,221,73,0,60,458
New York,Clarence,2756,502,1112,202,100,315,2231
New York,Clarkson,4365,1064,1715,389,35,282,3485
New York,Colton,400,58,208,26,0,31,323
New York,Conesus Hamlet,455,129,179,23,5,3,339
New York,Conesus Lake,2374,541,1286,281,9,123,2240
New York,Coopers Plains,416,65,152,23,7,72,319
New York,Cranberry Lake,170,28,108,8,0,8,152
New York,Crystal Beach,801,160,387,116,24,32,719
New York,Cumminsville,145,0,34,75,10,26,145
New York,Cuylerville,226,54,114,15,5,16,204
New York,Dalton,337,55,192,12,1,9,269
New York,Durhamville,966,236,165,41,28,123,593
New York,Davenport Center,222,0,74,47,49,0,170
New York,Woodbury village,10735,2661,4661,604,126,453,8505
New York,East Syracuse village,2968,1067,881,372,38,142,2500
New York,DeKalb Junction,652,194,184,46,38,21,483
New York,Camden village,2570,512,867,356,46,230,2011
New York,Forest Home,616,245,256,12,6,6,525
New York,West Sand Lake,2714,569,1469,122,0,137,2297
New York,Madison village,468,109,178,38,21,14,360
New York,Norwich,6813,1887,2176,702,237,503,5505
New York,Andover village,818,198,370,60,11,56,695
New York,Morrisville village,1939,1385,235,84,10,63,1777
New York,Hagaman village,1495,294,672,213,18,111,1308
New York,South Hill,6468,4839,967,71,15,248,6140
New York,Savona village,840,187,274,106,13,57,637
New York,North Syracuse village,6740,1822,2105,936,305,474,5642
New York,Bridgeport,1568,253,670,210,3,65,1201
New York,Mayville village,1412,415,477,177,50,66,1185
New York,South Farmingdale,14953,3278,7451,708,211,698,12346
New York,Walton Park,2707,744,1131,214,20,74,2183
New York,Pine Bush,1462,427,446,125,9,177,1184
New York,Fort Montgomery,1586,387,763,127,12,58,1347
New York,Yorktown Heights,1390,468,545,200,39,55,1307
New York,Greenport West,2245,532,1117,96,31,254,2030
New York,Elmont,36028,11559,13881,2505,666,1559,30170
New York,Olcott,1132,389,396,139,30,63,1017
New York,Newfane,3764,675,1586,397,17,371,3046
New York,Rushville village,654,184,198,63,21,47,513
