State,City,Population,Never Married,Married,Divorced,Separated,Widowed,Total
Alabama,La Fayette,2945,931,827,252,69,236,2315
Alabama,Altoona,890,205,286,130,52,42,715
Alabama,Benton,47,0,37,0,0,6,43
Alabama,Mosses,1073,473,191,63,32,84,843
Alabama,Ohatchee,1293,164,708,122,2,45,1041
Alabama,Saks,10763,1923,4021,1428,333,846,8551
Alabama,New Brockton,1127,258,412,181,9,71,931
Alabama,Madrid,301,61,100,45,4,37,247
Alabama,Oakman,691,176,143,121,37,79,556
Alabama,Toxey,118,21,44,9,0,25,99
Alabama,Sylvan Springs,1670,237,818,166,12,110,1343
Alabama,Helena,17861,3612,8445,1477,78,380,13992
Alabama,Hoover,84480,17070,40348,5848,511,3176,66953
Alabama,Midfield,5158,1769,1480,524,271,276,4320
Alabama,Vestavia Hills,34163,5519,16764,2344,314,1572,26513
Alabama,Andalusia,8864,2205,3017,1091,195,742,7250
Alabama,Horn Hill,262,35,138,22,0,14,209
Alabama,Onycha,119,16,54,9,0,4,83
Alabama,Red Level,324,74,116,31,14,25,260
Alabama,Birmingham,212021,81265,49272,25625,6685,12242,175089
Alabama,Fort Deposit,1630,500,416,129,107,43,1195
Alabama,Reece City,729,109,384,67,11,58,629
Alabama,Trafford,640,102,280,99,8,41,530
Alabama,Rock Creek,1369,86,712,200,31,66,1095
Alabama,Babbie,557,101,251,65,4,44,465
Alabama,Shorter,433,100,160,31,26,62,379
Alabama,Tuskegee,8699,4703,1313,708,244,428,7396
Alabama,Clayton,2900,1210,544,504,231,122,2611
Alabama,Heath,339,76,96,48,11,6,237
Alabama,Opp,6520,1322,2404,697,175,697,5295
Alabama,Hayneville,1028,430,217,68,43,62,820
Alabama,Carrollton,1056,344,308,112,33,53,850
Alabama,Boaz,9553,1951,3759,952,108,729,7499
Alabama,Rainbow City,9581,1860,3991,1133,191,551,7726
Alabama,Lowndesboro,99,18,50,10,0,10,88
Alabama,Alexandria,4000,579,2004,372,24,152,3131
Alabama,Brookside,1538,266,544,122,27,119,1078
Alabama,Forestdale,9273,2603,3188,1236,315,464,7806
Alabama,Gardendale,13875,2576,6510,1141,105,1084,11416
Alabama,Grayson Valley,5986,1364,1839,1241,109,284,4837
Alabama,Graysville,1965,410,801,247,35,189,1682
Alabama,Hueytown,15583,3265,5832,1752,379,949,12177
Alabama,Berry,1400,318,616,98,20,44,1096
Alabama,Belk,243,38,153,14,0,17,222
Alabama,Anniston,21924,6541,6771,2475,690,1628,18105
Alabama,Atmore,9746,4020,2477,1100,186,595,8378
Alabama,Mignon,974,214,433,61,40,33,781
Alabama,Triana,686,166,244,119,25,25,579
Alabama,Meadowbrook,9387,1817,4981,386,35,405,7624
Alabama,Dayton,26,2,10,0,3,1,16
Alabama,Demopolis,6918,2089,1887,930,85,585,5576
Alabama,Sweet Water,326,59,152,11,0,10,232
Alabama,Huguley,2273,580,893,227,104,192,1996
Alabama,Shiloh,321,42,156,35,6,15,254
Alabama,Ozark,14456,3081,5423,1865,459,1085,11913
Alabama,Goldville,33,2,20,0,0,6,28
Alabama,Waverly,154,22,86,25,0,4,137
Alabama,Valley,9305,2538,3302,920,225,576,7561
Alabama,Littleville,1104,157,509,111,26,43,846
Alabama,Bear Creek,1256,295,574,88,13,79,1049
Alabama,Lexington,927,162,443,72,2,48,727
Alabama,Decatur,54617,13052,20254,5916,1576,3454,44252
Alabama,Lincoln,6600,1475,2969,709,283,285,5721
Alabama,Woodland,204,39,115,17,3,20,194
Alabama,Fairhope,20327,3434,9411,1910,279,1266,16300
Alabama,Hartselle,14405,2952,6743,1222,91,770,11778
Alabama,North Johns,188,45,56,35,2,11,149
Alabama,Powell,1089,366,344,109,24,80,923
Alabama,Camp Hill,1101,483,173,119,90,60,925
Alabama,Lineville,2471,647,832,192,64,164,1899
Alabama,Heflin,3449,754,1067,528,170,325,2844
Alabama,Akron,295,95,87,41,4,26,253
Alabama,Moundville,2774,672,1027,277,93,154,2223
Alabama,Guntersville,8377,1642,3354,1003,174,598,6771
Alabama,Pollard,198,16,80,17,1,4,118
Alabama,Orange Beach,5927,1145,2927,580,60,344,5056
Alabama,Goshen,223,39,90,19,2,14,164
Alabama,Bay Minette,9089,2783,2699,1047,136,472,7137
Alabama,Elberta,1741,349,690,296,38,130,1503
Alabama,Talladega,15609,5526,3799,1941,572,1312,13150
Alabama,New Site,791,196,345,80,11,33,665
Alabama,Wedowee,772,142,303,63,20,76,604
Alabama,Loxley,2077,547,758,212,15,79,1611
Alabama,Sylvania,2413,433,1021,169,93,118,1834
Alabama,St. Florian,406,72,251,28,0,29,380
Alabama,Somerville,534,93,245,80,16,36,470
Alabama,Oak Grove,605,94,285,87,5,36,507
Alabama,Vincent,2162,496,703,267,78,160,1704
Alabama,Geraldine,929,95,466,85,20,75,741
Alabama,Point Clear,2482,479,935,180,45,160,1799
Alabama,Mountain Brook,20466,3270,10894,784,23,741,15712
Alabama,Brighton,2823,1058,423,414,83,239,2217
Alabama,Allgood,674,184,245,65,19,27,540
Alabama,Rosa,400,74,183,32,1,24,314
Alabama,Brantley,828,288,203,84,29,62,666
Alabama,Deatsville,1350,192,679,88,1,35,995
Alabama,Frisco City,1459,375,400,84,70,153,1082
Alabama,Courtland,771,195,256,91,17,74,633
Alabama,Aliceville,2408,1012,477,182,101,201,1973
Alabama,Montgomery,200156,65413,59364,20268,4951,9828,159824
Alabama,Arley,566,116,262,53,6,44,481
Alabama,Bridgeport,2303,546,793,412,22,195,1968
Alabama,Pleasant Groves,416,107,178,17,10,30,342
Alabama,Fayette,4385,891,1645,507,126,315,3484
Alabama,Notasulga,953,235,438,104,5,75,857
Alabama,Baileyton,810,101,367,126,21,42,657
Alabama,West Point,593,88,318,35,10,18,469
Alabama,Oak Hill,22,5,4,2,0,11,22
Alabama,Midway,703,382,75,69,11,36,573
Alabama,Lakeview,154,16,50,18,2,20,106
Alabama,Dutton,411,74,145,36,11,41,307
Alabama,Addison,641,96,281,96,6,62,541
Alabama,Billingsley,121,33,24,15,13,23,108
Alabama,Winfield,4475,818,1754,292,154,407,3425
Alabama,Meridianville,6609,1500,3228,584,36,287,5635
Alabama,Redstone Arsenal,1414,541,516,71,3,6,1137
Alabama,Ladonia,3444,468,1268,603,53,146,2538
Alabama,York,3078,1205,701,217,87,171,2381
Alabama,McKenzie,608,173,165,61,18,41,458
Alabama,Columbiana,4420,1132,1433,609,191,457,3822
Alabama,Centreville,2677,760,1030,283,30,224,2327
Alabama,Luverne,2771,656,929,347,24,328,2284
Alabama,Rutledge,363,55,129,61,12,37,294
Alabama,Yellow Bluff,149,75,12,3,13,16,119
Alabama,West Blocton,1352,400,400,234,50,103,1187
Alabama,Gordo,1856,381,597,302,61,194,1535
Alabama,Brent,4840,1969,1113,535,210,306,4133
Alabama,Section,959,157,383,107,7,74,728
Alabama,Skyline,939,174,391,93,21,85,764
Alabama,South Vinemont,630,167,220,67,8,46,508
Alabama,Carolina,258,28,137,26,2,7,200
Alabama,River Falls,646,178,168,92,15,88,541
Alabama,Gu-Win,118,32,44,12,0,4,92
Alabama,Bon Air,87,16,35,11,3,7,72
Alabama,Waldo,261,63,99,35,2,16,215
Alabama,Newton,1722,305,653,226,47,151,1382
Alabama,Coffee Springs,195,33,78,38,2,17,168
Alabama,Linden,2041,592,700,183,41,294,1810
Alabama,Ethelsville,169,41,55,5,0,4,105
Alabama,Pine Apple,155,59,63,2,1,16,141
Alabama,Haleyville,3996,783,1241,725,39,347,3135
Alabama,County Line,274,24,150,20,2,12,208
Alabama,Nauvoo,160,26,73,23,7,14,143
Alabama,Holt,4159,1300,1298,383,54,231,3266
Alabama,Northport,25457,6835,9477,2252,142,1380,20086
Alabama,Hillsboro,618,188,242,74,6,29,539
Alabama,Highland Lake,360,39,194,38,7,34,312
Alabama,Elmore,1607,468,478,151,13,135,1245
Alabama,Tallassee,5013,1453,1459,413,190,516,4031
Alabama,Elkmont,490,65,237,62,5,22,391
Alabama,Trussville,21721,3033,10455,1848,161,1133,16630
Alabama,Elba,3852,980,1366,470,105,307,3228
Alabama,Columbia,661,113,309,88,13,44,567
Alabama,Grand Bay,4090,546,1758,469,105,210,3088
Alabama,McDonald Chapel,633,153,173,87,45,33,491
Alabama,Sipsey,397,99,134,42,16,24,315
Alabama,Pelham,23242,5257,10470,2349,141,745,18962
Alabama,Edgewater,743,120,268,77,24,27,516
Alabama,Vance,1732,321,755,127,6,86,1295
Alabama,Nectar,330,35,171,17,7,16,246
Alabama,Alexander City,14621,3446,5479,1662,285,990,11862
Alabama,Taylor,2397,356,928,327,85,88,1784
Alabama,Webb,1453,290,657,166,24,73,1210
Alabama,Bayou La Batre,2527,750,768,260,39,94,1911
Alabama,Mooresville,89,12,49,8,0,6,75
Alabama,Tillmans Corner,17814,3857,6626,2123,330,687,13623
Alabama,Carbon Hill,1402,251,399,278,48,175,1151
Alabama,Tuscaloosa,98881,43511,26628,7775,1562,3732,83208
Alabama,Oneonta,6575,958,2890,698,96,582,5224
Alabama,Susan Moore,700,161,362,55,3,49,630
Alabama,Fulton,208,55,82,23,0,19,179
Alabama,Gaylesville,191,28,101,13,0,14,156
Alabama,Glenwood,221,34,122,3,0,26,185
Alabama,Marion,3359,1385,434,697,55,316,2887
Alabama,Langston,216,22,125,41,3,18,209
Alabama,Hazel Green,3452,698,1607,413,13,198,2929
Alabama,Madison,48275,10898,22920,3343,420,1463,39044
Alabama,Edwardsville,197,13,89,19,0,17,138
Alabama,Lake View,3028,905,1366,192,11,83,2557
Alabama,Snead,702,108,379,74,13,49,623
Alabama,Robertsdale,6521,1117,2301,869,194,572,5053
Alabama,Garden City,553,103,230,46,13,60,452
Alabama,Georgiana,1914,608,441,256,54,264,1623
Alabama,Ider,644,100,312,103,20,49,584
Alabama,Pine Ridge,287,49,150,35,3,8,245
Alabama,Sand Rock,471,83,235,36,0,45,399
Alabama,Valley Head,660,180,217,103,11,40,551
Alabama,Waterloo,195,25,72,37,0,15,149
Alabama,Eva,560,87,290,51,3,21,452
Alabama,Falkville,1373,258,521,162,16,216,1173
Alabama,Priceville,3318,509,1598,223,52,183,2565
Alabama,Fyffe,1357,212,525,149,12,106,1004
Alabama,Childersburg,4959,1071,1777,685,28,377,3938
Alabama,Avon,463,91,214,62,0,20,387
Alabama,West End-Cobb Town,3346,728,1118,481,199,275,2801
Alabama,Kinston,708,195,235,117,10,38,595
Alabama,Rehobeth,1862,354,785,154,8,68,1369
Alabama,Ardmore,1305,244,450,247,16,86,1043
Alabama,Athens,25176,6342,9755,2586,472,1855,21010
Alabama,Citronelle,3911,741,1464,378,131,253,2967
Alabama,Dauphin Island,1229,180,719,162,9,53,1123
Alabama,Attalla,5847,1265,2026,745,191,331,4558
Alabama,Fort Payne,14006,3287,4925,1794,253,770,11029
Alabama,Mentone,305,31,161,52,2,36,282
Alabama,Steele,1133,162,513,133,23,103,934
Alabama,Homewood,25595,8036,9764,1806,250,763,20619
Alabama,Irondale,12474,3574,4136,1477,308,564,10059
Alabama,Wilsonville,2246,465,958,276,52,118,1869
Alabama,Sardis City,1763,341,898,139,24,106,1508
Alabama,White Hall,786,266,208,41,27,83,625
Alabama,Mulga,803,155,286,113,22,70,646
Alabama,Monroeville,6011,2014,1829,496,159,417,4915
Alabama,Minor,1074,211,491,78,11,16,807
Alabama,Tarrant,6212,2136,1415,775,199,447,4972
Alabama,Florence,40104,11675,13901,4542,650,3014,33782
Alabama,Hamilton,6664,1509,2963,707,51,419,5649
Alabama,Banks,157,47,28,30,6,4,115
Alabama,Wadley,809,384,175,67,13,30,669
Alabama,Wilton,806,247,254,72,32,58,663
Alabama,Lanett,6318,1950,1796,793,163,624,5326
Alabama,Tuscumbia,8426,1879,3205,915,60,533,6592
Alabama,Boligee,519,202,25,30,10,30,297
Alabama,Malvern,1773,386,726,235,9,79,1435
Alabama,Thorsby,1938,343,882,159,1,150,1535
Alabama,Cardiff,43,1,21,1,0,0,23
Alabama,Mobile,191485,62200,57323,21112,5066,11621,157322
Alabama,Argo,4235,715,2153,374,128,31,3401
Alabama,Bessemer,26759,9195,6423,3369,870,2101,21958
Alabama,Napier Field,418,130,126,42,4,20,322
Alabama,Fairview,497,75,215,31,16,39,376
Alabama,Vredenburgh,363,203,50,22,23,20,318
Alabama,Scottsboro,14527,2709,6359,1462,357,1122,12009
Alabama,Eufaula,12289,3494,4153,1070,283,873,9873
Alabama,Warrior,3209,719,1388,382,78,351,2918
Alabama,Double Springs,1408,303,345,209,41,166,1064
Alabama,Natural Bridge,14,4,7,3,0,0,14
Alabama,Selmont-West Selmont,2040,868,344,206,145,109,1672
Alabama,North Courtland,704,254,162,56,30,63,565
Alabama,Margaret,4752,952,1680,407,81,17,3137
Alabama,Killen,1196,205,562,112,23,52,954
Alabama,McIntosh,431,95,174,26,21,6,322
Alabama,Muscle Shoals,13874,2830,6031,1327,159,917,11264
Alabama,Forkland,794,281,162,36,44,84,607
Alabama,Albertville,21460,4123,8152,2044,284,1289,15892
Alabama,Hartford,2604,627,895,337,116,178,2153
Alabama,Gilbertown,166,48,48,20,3,12,131
Alabama,Lisman,627,150,219,72,17,34,492
Alabama,Daleville,5113,1225,1632,780,142,383,4162
Alabama,Fairfield,10790,4176,2313,1343,375,847,9054
Alabama,Douglas,1077,212,374,100,45,49,780
Alabama,Town Creek,1136,173,386,186,49,55,849
Alabama,Leeds,12348,2374,5454,1225,133,657,9843
Alabama,Lipscomb,2024,599,611,233,57,131,1631
Alabama,Sumiton,2586,460,989,384,31,183,2047
Alabama,West Jefferson,465,61,190,57,2,45,355
Alabama,Needham,113,22,58,11,1,11,103
Alabama,Silas,613,169,215,66,16,35,501
Alabama,Jacksonville,12654,5559,3347,1090,280,530,10806
Alabama,Weaver,3076,443,1346,281,66,182,2318
Alabama,Gordon,237,79,87,19,5,26,216
Alabama,Faunsdale,32,19,5,4,0,4,32
Alabama,Ariton,697,203,186,83,12,70,554
Alabama,Clayhatchee,513,96,208,74,20,18,416
Alabama,Level Plains,2478,502,1192,135,37,94,1960
Alabama,Newbern,203,41,95,10,0,14,160
Alabama,Phil Campbell,1513,282,492,167,33,92,1066
Alabama,Blue Ridge,1602,221,791,101,0,212,1325
Alabama,Millbrook,15160,3675,6214,1407,143,549,11988
Alabama,Prattville,35657,7369,15730,3383,332,1627,28441
Alabama,Wetumpka,8117,2321,2706,1073,100,681,6881
Alabama,Rockford,714,167,175,108,77,57,584
Alabama,Concord,1690,454,756,136,48,80,1474
Alabama,Adamsville,4374,981,1582,483,86,346,3478
Alabama,Parrish,1108,269,382,113,21,65,850
Alabama,Flomaton,1695,462,441,252,33,94,1282
Alabama,Five Points,258,81,80,31,2,27,221
Alabama,Oxford,21208,4160,9216,2226,281,1158,17041
Alabama,Cowarts,2223,520,904,192,34,104,1754
Alabama,Prichard,21927,7998,4393,1883,1114,1639,17027
Alabama,Satsuma,6151,895,3021,521,86,437,4960
Alabama,Maytown,328,69,135,29,4,29,266
Alabama,Morris,1831,295,935,199,5,117,1551
Alabama,Pleasant Grove,10185,2064,4449,1264,66,599,8442
Alabama,Glencoe,5120,535,2862,507,0,296,4200
Alabama,Hokes Bluff,4271,870,1670,577,25,292,3434
Alabama,Gordonville,185,66,28,33,14,19,160
Alabama,Lockhart,282,66,96,49,6,17,234
Alabama,Autaugaville,821,299,305,71,24,73,772
Alabama,Arab,8234,1570,3347,1047,141,629,6734
Alabama,Pell City,13593,2834,5718,1973,203,618,11346
Alabama,Rogersville,1177,265,451,142,36,90,984
Alabama,Sheffield,8986,2145,3007,1298,161,819,7430
Alabama,Brilliant,1037,210,364,124,20,75,793
Alabama,Brewton,5263,1155,1790,702,136,495,4278
Alabama,Harvest,5700,1253,2293,545,192,158,4441
Alabama,Eclectic,1042,276,308,134,14,53,785
Alabama,Owens Cross Roads,2029,456,882,235,16,143,1732
Alabama,Brookwood,2192,433,983,225,34,98,1773
Alabama,Walnut Grove,917,221,367,88,27,70,773
Alabama,Dothan,67872,17168,23889,7854,1449,4136,54496
Alabama,Kinsey,2211,598,750,221,90,95,1754
Alabama,Theodore,6483,1181,2476,662,91,298,4708
Alabama,Eldridge,134,35,58,1,0,7,101
Alabama,Jasper,13727,2813,5248,1496,320,1006,10883
Alabama,Kansas,187,43,67,15,11,15,151
Alabama,Fultondale,9097,1634,4140,957,149,534,7414
Alabama,Foley,17818,4468,6216,2378,325,2053,15440
Alabama,Underwood-Petersville,3196,507,1543,338,49,245,2682
Alabama,Guin,2561,555,1045,371,87,161,2219
Alabama,Daphne,25361,5600,10428,2692,234,1086,20040
Alabama,Silverhill,633,79,331,72,4,70,556
Alabama,Leesburg,1092,143,571,98,10,59,881
Alabama,Rainsville,5018,955,2062,619,97,281,4014
Alabama,Piedmont,4651,783,1979,510,103,417,3792
Alabama,Huntsville,193663,54564,71169,20242,3302,9661,158938
Alabama,Castleberry,510,130,167,58,34,50,439
Alabama,Abbeville,2582,720,915,239,72,286,2232
Alabama,Greenville,7714,2277,2127,848,215,478,5945
Alabama,Evergreen,3705,1316,800,353,66,318,2853
Alabama,East Brewton,2963,922,869,242,158,159,2350
Alabama,Hurtsboro,551,127,196,68,32,48,471
Alabama,Haleburg,132,28,80,5,6,1,120
Alabama,Newville,402,77,131,57,13,52,330
Alabama,Louisville,496,129,167,44,32,28,400
Alabama,Orrville,175,66,63,21,9,9,168
Alabama,Cuba,410,46,206,48,20,32,352
Alabama,Gainesville,161,53,47,16,2,2,120
Alabama,Libertyville,85,11,43,12,0,1,67
Alabama,Alabaster,32878,6512,15199,2222,402,1246,25581
Alabama,Harpersville,1506,245,669,153,60,92,1219
Alabama,Gantt,128,10,74,13,0,15,112
Alabama,Glen Allen,435,66,188,65,2,43,364
Alabama,Franklin,186,41,76,32,7,5,161
Alabama,Blue Springs,95,18,54,6,6,4,88
Alabama,Hobson City,724,271,221,43,30,42,607
Alabama,Cottonwood,1291,239,418,172,24,133,986
Alabama,Chickasaw,5837,1617,1345,618,210,310,4100
Alabama,Saraland,14268,3145,5842,1332,291,748,11358
Alabama,Cordova,1927,358,782,256,36,180,1612
Alabama,New Market,1205,222,522,38,0,119,901
Alabama,Repton,288,55,96,17,9,47,224
Alabama,New Hope,2856,484,1212,416,52,105,2269
Alabama,Gurley,738,147,272,103,9,61,592
Alabama,Auburn,62996,29603,19275,3281,442,1018,53619
Alabama,Opelika,29798,8191,10602,3083,715,1675,24266
Alabama,Leighton,1088,382,293,150,27,66,918
Alabama,Fort Rucker,5134,1214,2156,108,3,26,3507
Alabama,Midland City,2144,512,682,177,80,145,1596
Alabama,Black,197,22,121,13,0,3,159
Alabama,Geneva,4379,1084,1570,554,135,328,3671
Alabama,Jacksons' Gap,779,109,379,141,12,33,674
Alabama,Maplesville,752,159,233,131,23,33,579
Alabama,Odenville,3751,524,1787,360,107,272,3050
Alabama,Brundidge,2295,892,528,217,65,181,1883
Alabama,Roanoke,5941,1387,1886,774,157,733,4937
Alabama,Rock Mills,486,213,140,12,16,46,427
Alabama,Russellville,9711,2508,3464,727,252,585,7536
Alabama,Vina,363,67,149,65,2,15,298
Alabama,Providence,179,61,88,18,2,5,174
Alabama,Grant,933,118,435,96,29,59,737
Alabama,Daviston,186,30,97,11,2,21,161
Alabama,Clanton,8724,2213,2955,1241,39,664,7112
Alabama,Moores Mill,6815,1427,2827,755,149,510,5668
Alabama,Excel,1013,211,420,91,6,32,760
Alabama,Pine Hill,782,274,251,33,41,48,647
Alabama,Spruce Pine,149,48,28,73,0,0,149
Alabama,Woodstock,2371,676,966,163,44,110,1959
Alabama,Westover,1603,161,777,196,9,47,1190
Alabama,Valley Grande,3773,826,1742,228,72,130,2998
Alabama,Center Point,16460,4650,4429,2000,634,837,12550
Alabama,Smiths Station,5349,1137,2190,604,157,350,4438
Alabama,Gadsden,35624,10308,10499,4944,926,2929,29606
Alabama,Abanda,218,16,98,0,0,49,163
Alabama,Mount Vernon,1243,446,433,112,43,89,1123
Alabama,Pennington,333,81,116,54,11,31,293
Alabama,Union,295,151,48,27,7,37,270
Alabama,Red Bay,3102,649,967,368,61,343,2388
Alabama,Stockton,709,105,259,87,49,13,513
Alabama,Stapleton,1196,111,695,100,21,60,987
Alabama,Perdido,751,142,276,166,12,16,612
Alabama,Samson,2086,422,625,289,61,156,1553
Alabama,Lillian,1330,218,814,104,0,62,1198
Alabama,Axis,1473,256,728,43,0,108,1135
Alabama,Belgreen,76,0,28,26,0,6,60
Alabama,Chelsea,12643,1661,6310,796,65,316,9148
Alabama,Ashville,2418,596,955,205,31,197,1984
Alabama,Ashland,1943,396,583,311,80,243,1613
Alabama,Ashford,2346,586,932,179,57,138,1892
Alabama,Carlisle-Rockledge,2391,509,1017,383,8,63,1980
Alabama,Calvert,957,194,88,154,0,186,622
Alabama,Ballplay,1458,250,749,119,0,54,1172
Alabama,Bucks,68,0,68,0,0,0,68
Alabama,Brook Highland,7116,2189,2880,753,124,199,6145
Alabama,Bristow Cove,769,142,268,99,0,66,575
Alabama,Brantleyville,987,255,283,159,0,51,748
Alabama,Boykin,134,85,8,0,29,6,128
Alabama,Belle Fontaine,532,113,197,108,0,25,443
Alabama,Bellamy,380,189,73,47,17,54,380
Alabama,Broomtown,198,49,82,8,0,18,157
Alabama,Bon Secour,1011,86,464,273,0,84,907
Alabama,Kimberly,3073,534,1500,194,13,147,2388
Alabama,Cottondale,3469,933,1189,301,53,205,2681
Alabama,Stewartville,1627,339,759,129,26,189,1442
Alabama,Sterrett,866,127,359,209,10,74,779
Alabama,Tidmore Bend,1237,200,663,92,28,62,1045
Alabama,Standing Rock,153,7,111,0,0,0,118
Alabama,Spring Garden,185,58,92,16,0,19,185
Alabama,Sims Chapel,85,34,51,0,0,0,85
Alabama,Tibbie,73,8,21,0,16,0,45
Alabama,Shoal Creek,1398,227,728,71,6,61,1093
Alabama,Loachapoka,251,91,80,18,18,3,210
Alabama,Dadeville,3115,817,1076,318,80,228,2519
Alabama,Pickensville,883,251,271,68,12,67,669
Alabama,Talladega Springs,188,37,58,27,11,12,145
Alabama,Calera,13557,2361,5823,1457,227,432,10300
Alabama,Coosada,1116,240,474,93,38,82,927
Alabama,Vernon,1811,441,691,228,21,125,1506
Alabama,Uriah,307,56,169,14,0,14,253
Alabama,Vandiver,1016,193,447,135,23,45,843
Alabama,Vinegar Bend,247,8,137,0,0,9,154
Alabama,Semmes,4869,1010,2250,453,139,463,4315
Alabama,Morrison Crossroads,253,10,165,52,0,0,227
Alabama,Joppa,690,196,293,28,0,162,679
Alabama,Riverside,2500,352,1080,280,14,155,1881
Alabama,Good Hope,2793,447,1233,250,5,92,2027
Alabama,Moody,12752,2253,5454,1330,257,707,10001
Alabama,Kellyton,196,45,76,26,1,21,169
Alabama,Twin,457,88,220,41,14,38,401
Alabama,Pinson,7121,1314,3559,656,42,348,5919
Alabama,Munford,1305,272,415,209,35,110,1041
Alabama,Cusseta,112,14,63,5,2,13,97
Alabama,Whitesboro,2352,452,987,252,8,157,1856
Alabama,White Plains,770,103,416,58,0,73,650
Alabama,Whatley,178,21,140,0,0,17,178
Alabama,Weogufka,301,53,156,14,0,0,223
Alabama,Bakerhill,278,22,154,16,14,10,216
Alabama,Butler,2136,455,721,138,128,173,1615
Alabama,Camden,2142,762,558,196,22,138,1676
Alabama,Clio,1018,219,278,87,37,106,727
Alabama,Millerville,158,26,50,76,0,6,158
Alabama,Megargel,12,0,12,0,0,0,12
Alabama,Marbury,1573,338,637,160,22,60,1217
Alabama,Malcolm,358,242,0,11,0,0,253
Alabama,Macedonia,197,37,49,65,6,28,185
Alabama,Lookout Mountain,1805,490,722,144,0,122,1478
Alabama,Mount Olive CDP (Coosa County),315,0,182,23,0,25,230
Alabama,Leroy,685,138,257,138,0,55,588
Alabama,Holtville,4133,568,1951,367,137,210,3233
Alabama,Hollis Crossroads,591,104,225,80,0,62,471
Alabama,Hollins,892,132,454,58,0,101,745
Alabama,Hobson,147,40,91,9,0,7,147
Alabama,Hissop,461,176,116,89,0,80,461
Alabama,Highland Lakes,5500,636,3163,260,0,239,4298
Alabama,Ivalee,886,151,461,10,33,52,707
Alabama,Mount Olive CDP (Jefferson County),4021,702,2045,332,10,210,3299
Alabama,New Union,1091,147,577,51,0,64,839
Alabama,Movico,88,8,46,0,17,0,71
Alabama,Penton,68,5,16,4,13,18,56
Alabama,Perdido Beach,550,85,202,149,9,69,514
Alabama,Peterman,139,9,83,6,0,0,98
Alabama,Pine Level,4574,879,2204,279,124,93,3579
Alabama,Putnam,60,0,38,4,6,0,48
Alabama,Ray,257,57,81,60,0,12,210
Alabama,Redland,4242,618,2348,211,0,109,3286
Alabama,Reeltown,306,40,143,45,0,0,228
Alabama,Rockville,16,0,9,7,0,0,16
Alabama,St. Stephens,394,20,157,129,0,39,345
Alabama,Shelby,1305,340,383,78,65,92,958
Alabama,Magnolia Springs,815,155,498,44,9,56,762
Alabama,Clay,9653,1832,4330,688,45,651,7546
Alabama,Nances Creek,494,43,205,25,7,43,323
Alabama,Nanafalia,42,14,24,0,0,4,42
Alabama,Hatton,106,0,70,30,0,6,106
Alabama,Grimes,731,175,217,131,48,15,586
Alabama,Hackneyville,337,48,192,37,0,9,286
Alabama,Graham,84,22,62,0,0,0,84
Alabama,Uniontown,1969,747,288,128,106,199,1468
Alabama,Stevenson,1847,347,743,203,45,112,1450
Alabama,Springville,4195,502,2102,404,0,243,3251
Alabama,Reform,1907,619,440,225,83,189,1556
Alabama,Pike Road,8884,1412,4747,504,84,189,6936
Alabama,Jemison,2637,441,1003,175,71,182,1872
Alabama,Carlton,36,23,6,7,0,0,36
Alabama,Indian Springs Village,2590,429,1457,111,12,94,2103
Alabama,Goodwater,1311,375,306,197,53,128,1059
Alabama,Fruithurst,254,42,132,16,4,16,210
Alabama,Florala,1549,313,543,271,48,255,1430
Alabama,Eutaw,2722,913,708,252,209,369,2451
Alabama,Creola,1887,400,742,187,46,105,1480
Alabama,Coaling,1635,312,726,165,15,44,1262
Alabama,Henagar,2059,341,942,326,37,78,1724
Alabama,Catherine,21,0,21,0,0,0,21
Alabama,Choccolocco,2396,341,1407,137,23,158,2066
Alabama,Chunchula,142,22,75,28,0,7,132
Alabama,Gallant,743,169,382,14,15,24,604
Alabama,Fruitdale,224,74,34,24,17,16,165
Alabama,Fredonia,220,18,149,15,0,0,182
Alabama,Fitzpatrick,41,0,23,0,0,18,41
Alabama,Fayetteville,1432,178,915,104,0,0,1197
Alabama,Fairford,64,7,57,0,0,0,64
Alabama,Eunola,239,0,180,26,19,0,225
Alabama,Emerald Mountain,3200,417,1510,194,16,45,2182
Alabama,Egypt,774,142,347,85,0,35,609
Alabama,East Point,97,24,32,41,0,0,97
Alabama,Dunnavant,914,120,451,107,15,65,758
Alabama,Delta,219,23,178,0,0,0,201
Alabama,Deer Park,134,59,39,15,0,0,113
Alabama,Cullomburg,155,40,61,21,0,0,122
Alabama,Coats Bend,1600,332,694,207,36,70,1339
Alabama,Gulfcrest,321,83,157,8,0,0,248
Alabama,Panola,33,15,0,18,0,0,33
Alabama,Crossville,1945,371,862,158,16,235,1642
Alabama,Ranburne,539,65,237,68,0,47,417
Alabama,Emelle,69,24,31,4,0,5,64
Alabama,Woodville,821,175,272,100,19,46,612
Alabama,Montevallo,6654,3243,1829,592,69,290,6023
Alabama,Myrtlewood,122,37,53,16,0,8,114
Alabama,Chatom,980,317,342,138,16,48,861
Alabama,Millry,602,130,270,68,1,52,521
Alabama,Millport,1061,188,450,112,10,154,914
Alabama,Sulligent,2083,294,810,244,84,156,1588
Alabama,Anderson,254,68,114,18,0,31,231
Alabama,Hackleburg,1341,225,544,159,38,129,1095
Alabama,Trinity,2972,399,1275,300,14,126,2114
Alabama,Gulf Shores,12033,2665,5476,1810,87,880,10918
