State,City,Female,Male
New Mexico,Los Cerrillos,100.0,160.0
New Mexico,Atoka,551.0,468.0
New Mexico,Black Rock,881.0,803.0
New Mexico,Hagerman,506.0,408.0
New Mexico,Cliff,88.0,96.0
New Mexico,Cobre,24.0,0.0
New Mexico,Cochiti Lake,269.0,253.0
New Mexico,Conchas Dam,0.0,16.0
New Mexico,Cordova,378.0,381.0
New Mexico,Costilla,53.0,39.0
New Mexico,Cotton City,129.0,159.0
New Mexico,City of the Sun,47.0,0.0
New Mexico,Coyote,30.0,57.0
New Mexico,Cubero,126.0,140.0
New Mexico,Cuyamungue Grant,89.0,99.0
New Mexico,Datil,6.0,8.0
New Mexico,Dixon,380.0,414.0
New Mexico,Duran,1.0,10.0
New Mexico,East Pecos,356.0,227.0
New Mexico,Edith Endave,196.0,236.0
New Mexico,Cruzville,53.0,129.0
New Mexico,Chili,311.0,478.0
New Mexico,Chical,63.0,48.0
New Mexico,Chamizal,66.0,10.0
New Mexico,Bent,56.0,0.0
New Mexico,Berino,941.0,669.0
New Mexico,Bibo,32.0,118.0
New Mexico,Bluewater Acres,65.0,140.0
New Mexico,Bluewater Village,87.0,190.0
New Mexico,Brazos,49.0,43.0
New Mexico,Buckhorn,58.0,112.0
New Mexico,Caballo,38.0,20.0
New Mexico,Canjilon,248.0,115.0
New Mexico,Cañon,190.0,113.0
New Mexico,Cañones,26.0,11.0
New Mexico,Canova,60.0,23.0
New Mexico,Capulin,30.0,24.0
New Mexico,Cedar Hill,295.0,477.0
New Mexico,Cedro,125.0,197.0
New Mexico,Chamberino,371.0,295.0
New Mexico,Chamita,481.0,561.0
New Mexico,El Cerro,1384.0,1123.0
New Mexico,El Cerro Mission,2616.0,2118.0
New Mexico,El Duende,240.0,214.0
New Mexico,El Rito,535.0,575.0
New Mexico,Jacona,198.0,179.0
New Mexico,Keeler Farm,786.0,1018.0
New Mexico,Twin Forks,122.0,78.0
New Mexico,La Cueva,50.0,92.0
New Mexico,La Hacienda,317.0,170.0
New Mexico,La Huerta,714.0,783.0
New Mexico,La Joya,8.0,4.0
New Mexico,Lake Roberts,9.0,28.0
New Mexico,Lake Roberts Heights,39.0,12.0
New Mexico,Lake Valley,77.0,15.0
New Mexico,La Madera,0.0,22.0
New Mexico,Alamogordo,15946.0,15284.0
New Mexico,Holloman AFB,1820.0,2135.0
New Mexico,Mescalero,678.0,683.0
New Mexico,Chama village,507.0,488.0
New Mexico,Meadow Lake,2246.0,2007.0
New Mexico,Taos Pueblo,809.0,709.0
New Mexico,Indian Hills,576.0,529.0
New Mexico,Roswell,24697.0,23489.0
New Mexico,Hot Springs Landing,37.0,30.0
New Mexico,Hillsboro,73.0,48.0
New Mexico,Ensenada,28.0,0.0
New Mexico,Escondida,15.0,16.0
New Mexico,Escudilla Bonita,20.0,55.0
New Mexico,Fairacres,536.0,773.0
New Mexico,Faywood,16.0,28.0
New Mexico,Fence Lake,30.0,63.0
New Mexico,Garfield,0.0,0.0
New Mexico,Gila,171.0,173.0
New Mexico,Glen Acres,85.0,86.0
New Mexico,Glenwood,16.0,22.0
New Mexico,Golden,14.0,7.0
New Mexico,Hernandez,326.0,326.0
New Mexico,Hachita,15.0,19.0
New Mexico,Hanover,90.0,121.0
New Mexico,Happy Valley,297.0,455.0
New Mexico,Highland Meadows,251.0,283.0
New Mexico,High Rolls,278.0,489.0
New Mexico,Homestead,12.0,21.0
New Mexico,Truchas,95.0,134.0
New Mexico,Hatch village,813.0,676.0
New Mexico,Tome,1260.0,912.0
New Mexico,Chilili,14.0,49.0
New Mexico,Texico,644.0,585.0
New Mexico,Melrose village,298.0,297.0
New Mexico,Grady village,64.0,70.0
New Mexico,Magdalena village,322.0,277.0
New Mexico,Santa Fe,43769.0,40078.0
New Mexico,La Puebla,535.0,470.0
New Mexico,Pueblitos,226.0,144.0
New Mexico,Pueblito,105.0,62.0
New Mexico,Ponderosa Pine,560.0,497.0
New Mexico,Polvadera,152.0,73.0
New Mexico,Pleasanton,59.0,134.0
New Mexico,Playas,0.0,44.0
New Mexico,Placitas CDP (Sandoval County),2397.0,2044.0
New Mexico,Placitas CDP (Doña Ana County),340.0,251.0
New Mexico,Pinos Altos,202.0,163.0
New Mexico,Pinon,0.0,0.0
New Mexico,Ranchos de Taos,1264.0,1196.0
New Mexico,Santa Rosa,1497.0,1929.0
New Mexico,Mesita,481.0,376.0
New Mexico,North Acomita Village,87.0,105.0
New Mexico,Mesilla,1138.0,1000.0
New Mexico,Hobbs,18225.0,19827.0
New Mexico,Crystal,213.0,144.0
New Mexico,Elida,101.0,108.0
New Mexico,Santo Domingo Pueblo,1178.0,1201.0
New Mexico,Clayton,1396.0,1708.0
New Mexico,Chupadero,111.0,137.0
New Mexico,Eldorado at Santa Fe,3114.0,2885.0
New Mexico,Pecan Park,0.0,0.0
New Mexico,Pie Town,28.0,65.0
New Mexico,Ponderosa,105.0,183.0
New Mexico,Sheep Springs,126.0,142.0
New Mexico,Cedar Grove,383.0,220.0
New Mexico,Cuyamungue,267.0,209.0
New Mexico,Edgewood,3226.0,2841.0
New Mexico,El Rancho,575.0,513.0
New Mexico,Madrid,131.0,70.0
New Mexico,Puerto de Luna,39.0,18.0
New Mexico,Pulpotio Bareas,104.0,179.0
New Mexico,Quemado,28.0,41.0
New Mexico,Loving village,568.0,644.0
New Mexico,Rancho Grande,20.0,32.0
New Mexico,Rivers,0.0,0.0
New Mexico,Rodeo,23.0,45.0
New Mexico,Rodey,124.0,235.0
New Mexico,Rosedale,159.0,154.0
New Mexico,Rowe,24.0,126.0
New Mexico,Sacramento,52.0,66.0
New Mexico,Ribera,115.0,192.0
New Mexico,Casa Colorada,36.0,33.0
New Mexico,Carlsbad,14058.0,14780.0
New Mexico,Paraje,408.0,423.0
New Mexico,El Valle de Arroyo Seco,715.0,1006.0
New Mexico,Reserve village,346.0,323.0
New Mexico,Sanostee,212.0,222.0
New Mexico,North Valley,6194.0,6048.0
New Mexico,Fort Sumner village,584.0,644.0
New Mexico,Lake Sumner,33.0,121.0
New Mexico,Seama,159.0,177.0
New Mexico,Maxwell village,110.0,149.0
New Mexico,Pinehill,40.0,22.0
New Mexico,University Park,1599.0,1522.0
New Mexico,Sunland Park,8671.0,7931.0
New Mexico,Clovis,18909.0,20330.0
New Mexico,Angel Fire village,324.0,408.0
New Mexico,Encinal,105.0,98.0
New Mexico,Milan village,1701.0,1935.0
New Mexico,San Acacia,18.0,65.0
New Mexico,Thoreau,732.0,934.0
New Mexico,Zuni Pueblo,4006.0,3584.0
New Mexico,San Felipe Pueblo,1115.0,1079.0
New Mexico,Regina,40.0,17.0
New Mexico,Pueblo of Sandia Village,205.0,172.0
New Mexico,Jemez Pueblo,1078.0,953.0
New Mexico,Cuba village,396.0,360.0
New Mexico,Eunice,1538.0,1521.0
New Mexico,Carrizozo,517.0,430.0
New Mexico,Twin Lakes,484.0,524.0
New Mexico,Ramah,225.0,134.0
New Mexico,San Jon village,107.0,128.0
New Mexico,Timberon,128.0,173.0
New Mexico,Columbus village,480.0,685.0
New Mexico,Bayard,1085.0,1334.0
New Mexico,Truth or Consequences,3035.0,2933.0
New Mexico,Corrales village,4143.0,4401.0
New Mexico,Algodones,378.0,448.0
New Mexico,Encino village,21.0,33.0
New Mexico,Red River,162.0,256.0
New Mexico,Taos,3314.0,2707.0
New Mexico,Santa Clara village,890.0,893.0
New Mexico,Lake Arthur,219.0,161.0
New Mexico,Boles Acres,817.0,1082.0
New Mexico,House village,21.0,12.0
New Mexico,Torreon CDP (Sandoval County),87.0,128.0
New Mexico,Cundiyo,8.0,27.0
New Mexico,South Valley,20799.0,20212.0
New Mexico,Aztec,3675.0,2892.0
New Mexico,Beclabito,143.0,160.0
New Mexico,Newcomb,153.0,215.0
New Mexico,Cochiti,217.0,254.0
New Mexico,Upper Fruitland,858.0,814.0
New Mexico,Glorieta,301.0,242.0
New Mexico,Manzano,0.0,0.0
New Mexico,Tajique,165.0,98.0
New Mexico,Des Moines village,34.0,64.0
New Mexico,Radium Springs,887.0,844.0
New Mexico,Capitan village,669.0,772.0
New Mexico,Sombrillo,94.0,138.0
New Mexico,Eagle Nest village,126.0,137.0
New Mexico,La Cienega,1762.0,1764.0
New Mexico,Rock Springs,244.0,166.0
New Mexico,Cimarron village,493.0,490.0
New Mexico,Yah-ta-hey,315.0,333.0
New Mexico,Acomita Lake,247.0,270.0
New Mexico,Jal,1043.0,989.0
New Mexico,Brimhall Nizhoni,166.0,217.0
New Mexico,Moriarty,1140.0,1083.0
New Mexico,Rio en Medio,86.0,119.0
New Mexico,Nenahnezad,329.0,342.0
New Mexico,White Sands,552.0,585.0
New Mexico,Trout Valley,0.0,0.0
New Mexico,Santa Cruz,136.0,125.0
New Mexico,White Rock,2922.0,2887.0
New Mexico,Folsom village,14.0,15.0
New Mexico,Bosque Farms village,1956.0,1871.0
New Mexico,Jarales,932.0,1128.0
New Mexico,Cloudcroft village,294.0,312.0
New Mexico,Nakaibito,192.0,160.0
New Mexico,Santa Clara Pueblo,432.0,357.0
New Mexico,Galisteo,140.0,135.0
New Mexico,Deming,7296.0,6996.0
New Mexico,Navajo,809.0,689.0
New Mexico,Alcalde,114.0,84.0
New Mexico,Pecos village,789.0,805.0
New Mexico,Ojo Amarillo,379.0,264.0
New Mexico,Ruidoso village,3983.0,3774.0
New Mexico,Los Lunas village,7536.0,7892.0
New Mexico,La Luz,758.0,714.0
New Mexico,San Antonio,11.0,0.0
New Mexico,Pueblo Pintado,179.0,225.0
New Mexico,Sena,55.0,96.0
New Mexico,San Fidel,220.0,219.0
New Mexico,San Jose CDP (Rio Arriba County),269.0,363.0
New Mexico,San Jose CDP (San Miguel County),127.0,90.0
New Mexico,San Lorenzo,57.0,91.0
New Mexico,San Luis,86.0,118.0
New Mexico,San Mateo,134.0,207.0
New Mexico,San Miguel,568.0,486.0
New Mexico,San Pablo,521.0,525.0
New Mexico,San Pedro,48.0,45.0
New Mexico,San Rafael,609.0,642.0
New Mexico,San Ysidro,983.0,1108.0
New Mexico,Sausal,886.0,1058.0
New Mexico,Seboyeta,58.0,99.0
New Mexico,Sedillo,431.0,480.0
New Mexico,San Antonito CDP (Socorro County),11.0,0.0
New Mexico,Soham,25.0,55.0
New Mexico,South Acomita Village,24.0,23.0
New Mexico,Spencerville,933.0,813.0
New Mexico,Sunshine,89.0,114.0
New Mexico,Talpa,335.0,301.0
New Mexico,Tecolote,143.0,62.0
New Mexico,Tecolotito,162.0,71.0
New Mexico,Tesuque Pueblo,127.0,133.0
New Mexico,Tierra Amarilla,147.0,506.0
New Mexico,San Cristobal,90.0,169.0
New Mexico,Sandia Park,71.0,70.0
New Mexico,Sandia Knolls,822.0,744.0
New Mexico,San Antonito CDP (Bernalillo County),488.0,691.0
New Mexico,Sandia Heights,1730.0,1636.0
New York,Middletown,14150.0,13494.0
New York,New Windsor,4469.0,4716.0
New York,Walden village,3361.0,3365.0
New York,West Point,2336.0,4334.0
New York,Chester village,2158.0,1823.0
New York,Fishkill village,1024.0,933.0
New York,Myers Corner,3275.0,3345.0
New York,Pine Plains,746.0,601.0
New York,Arlington,1915.0,1641.0
New York,Philmont village,638.0,527.0
New York,Brighton,19559.0,16888.0
New York,Rochester,107484.0,100294.0
New York,Stony Point,6539.0,6330.0
New York,Greenwood Lake village,1371.0,1723.0
New York,Mechanicstown,4095.0,2862.0
New York,Canton village,3240.0,3261.0
New York,Bardonia,1902.0,1937.0
New York,Piermont village,1265.0,1278.0
New York,Sloatsburg village,1559.0,1552.0
New York,Massena village,5631.0,4459.0
New York,Potsdam village,4383.0,4898.0
New York,Unadilla village,537.0,537.0
New York,Highland,2732.0,2888.0
New York,Lincoln Park,1200.0,947.0
New York,Marlboro,1813.0,1752.0
New York,New Paltz village,4421.0,2754.0
New York,Pine Hill,89.0,77.0
New York,Angelica village,356.0,403.0
New York,West Haverstraw village,5014.0,5239.0
New York,Upper Nyack village,1146.0,1028.0
New York,Florida village,1448.0,1388.0
New York,Phoenix village,1152.0,1288.0
New York,Oriskany Falls village,417.0,401.0
New York,Holland Patent village,148.0,190.0
New York,Clark Mills,763.0,825.0
New York,Woodsburgh village,394.0,361.0
New York,Westbury village,7759.0,7561.0
New York,South Floral Park village,1053.0,933.0
New York,Plandome Manor village,407.0,378.0
New York,Woodmere,9155.0,8312.0
New York,Turin village,142.0,123.0
New York,Silver Creek village,1305.0,1055.0
New York,Jamestown,15156.0,14643.0
New York,Falconer village,1248.0,1143.0
New York,Phelps village,898.0,839.0
New York,Sandy Creek village,406.0,383.0
New York,Bloomfield village,811.0,656.0
New York,Hoosick Falls village,1765.0,1646.0
New York,Albany,51780.0,46109.0
New York,Walton village,1527.0,1633.0
New York,Sidney village,1941.0,2068.0
New York,Richfield Springs village,516.0,559.0
New York,Milford village,201.0,179.0
New York,Cherry Valley village,290.0,265.0
New York,Celoron village,501.0,452.0
New York,Tuxedo Park village,275.0,316.0
New York,Massapequa,11128.0,10733.0
New York,East Meadow,18772.0,18586.0
New York,Balmville,1656.0,1437.0
New York,Washingtonville village,2944.0,2804.0
New York,New York,4418616.0,4025097.0
New York,Middle Island,5478.0,4738.0
New York,Ravena village,1548.0,1680.0
New York,Corinth village,1170.0,1345.0
New York,Clayville village,127.0,120.0
New York,South Dayton village,330.0,343.0
New York,Cattaraugus village,480.0,479.0
New York,Wainscott,135.0,186.0
New York,Setauket-East Setauket,6696.0,6746.0
New York,Old Field village,421.0,391.0
New York,Northwest Harbor,1665.0,1838.0
New York,Northville,721.0,734.0
New York,Lloyd Harbor village,1944.0,1732.0
New York,Huntington Station,16445.0,16814.0
New York,Huntington,8831.0,8510.0
New York,Clifton Springs village,1301.0,1058.0
New York,Fabius village,175.0,161.0
New York,Thomaston village,1410.0,1214.0
New York,Camillus village,597.0,597.0
New York,Sylvan Beach village,432.0,400.0
New York,Sherrill,1543.0,1488.0
New York,Remsen village,228.0,190.0
New York,Rockville Centre village,12762.0,11680.0
New York,Plainedge,4889.0,4317.0
New York,Oyster Bay,3229.0,2947.0
New York,Old Brookville village,855.0,840.0
New York,North Valley Stream,10108.0,9094.0
New York,Manhasset,4260.0,3878.0
New York,Lynbrook village,10030.0,9522.0
New York,Locust Valley,1639.0,1534.0
New York,Levittown,26669.0,24870.0
New York,Hicksville,21257.0,21392.0
New York,Yorkville village,1134.0,1473.0
New York,Deposit village,881.0,804.0
New York,Searingtown,2365.0,2182.0
New York,Port Washington North village,1618.0,1591.0
New York,North Ballston Spa,724.0,815.0
New York,East Greenbush,2285.0,2326.0
New York,Thornwood,2129.0,1974.0
New York,White Plains,29738.0,28302.0
New York,Antwerp village,278.0,265.0
New York,Southampton village,1796.0,1467.0
New York,Olean,7042.0,6763.0
New York,Yorkshire,649.0,542.0
New York,Schuylerville village,814.0,738.0
New York,Glens Falls,7514.0,6845.0
New York,Cortland West,625.0,620.0
New York,Hamburg village,5057.0,4561.0
New York,Harris Hill,3079.0,2658.0
New York,Roslyn Harbor village,473.0,463.0
New York,Lake Erie Beach,1781.0,1959.0
New York,Cayuga Heights village,1932.0,1790.0
New York,Westvale,2625.0,2339.0
New York,Attica village,1559.0,1631.0
New York,Gainesville village,120.0,112.0
New York,Amsterdam,9480.0,8447.0
New York,Ames village,67.0,65.0
New York,Morrisonville,737.0,649.0
New York,Fultonville village,339.0,256.0
New York,Duanesburg,211.0,224.0
New York,Fair Haven village,437.0,445.0
New York,Rouses Point village,1082.0,1103.0
New York,Cohoes,9124.0,7475.0
New York,Plainview,13204.0,12698.0
New York,Lancaster village,5330.0,4822.0
New York,Harbor Isle,599.0,564.0
New York,Saddle Rock village,395.0,363.0
New York,Greenvale,893.0,812.0
New York,Sparkill,994.0,791.0
New York,South Lima,91.0,148.0
New York,Smithville Flats,194.0,171.0
New York,Scottsburg,47.0,52.0
New York,Scio,311.0,284.0
New York,Schroon Lake,335.0,364.0
New York,Savannah,274.0,322.0
New York,Sanborn,609.0,523.0
New York,Salt Point,89.0,58.0
New York,Salisbury Mills,111.0,194.0
New York,St. Regis Falls,231.0,221.0
New York,Rushford,211.0,251.0
New York,Rosendale Hamlet,481.0,597.0
New York,Romulus,230.0,180.0
New York,Rodman,93.0,89.0
New York,Springwater Hamlet,185.0,229.0
New York,Stony Brook University,3966.0,4972.0
New York,Strykersville,358.0,323.0
New York,Sunset Bay,315.0,320.0
New York,Williamson,1383.0,1178.0
New York,West Valley,296.0,251.0
New York,West Chazy,285.0,204.0
New York,Websters Crossing,14.0,20.0
New York,Water Mill,1039.0,867.0
New York,Watchtower,730.0,1417.0
New York,Washington Mills,799.0,804.0
New York,Rhinecliff,155.0,299.0
New York,Wanakah,1581.0,1323.0
New York,Verona,457.0,495.0
New York,University at Buffalo,2943.0,3230.0
New York,Tuscarora,26.0,43.0
New York,Titusville,308.0,254.0
New York,Three Mile Bay,114.0,101.0
New York,Thousand Island Park,35.0,29.0
New York,SUNY Oswego,1909.0,1837.0
New York,Wadsworth,186.0,155.0
New York,Willsboro,409.0,452.0
New York,Retsof,80.0,91.0
New York,Prattsville,88.0,111.0
New York,Montrose,1532.0,1655.0
New York,Mineville,605.0,730.0
New York,Merritt Park,942.0,834.0
New York,Marion,715.0,658.0
New York,Malden-on-Hudson,156.0,135.0
New York,Madrid,337.0,343.0
New York,Machias,228.0,204.0
New York,Lorraine,45.0,62.0
New York,Long Lake,199.0,180.0
New York,Livonia Center,204.0,126.0
New York,Linwood,46.0,39.0
New York,Lime Lake,406.0,439.0
New York,Lakeville,592.0,410.0
New York,Kysorville,84.0,105.0
New York,Keuka Park,608.0,367.0
New York,Mountain Lodge Park,670.0,1244.0
New York,North Creek,295.0,297.0
New York,North Gates,4815.0,4538.0
New York,North Rose,262.0,163.0
New York,Prattsburgh,411.0,526.0
New York,Pottersville,76.0,218.0
New York,Port Gibson,165.0,208.0
New York,Plessis,96.0,79.0
New York,Pine Valley,277.0,471.0
New York,Pike,99.0,141.0
New York,Piffard,106.0,178.0
New York,Pultneyville,288.0,372.0
New York,Pierrepont Manor,115.0,89.0
New York,Paul Smiths,173.0,459.0
New York,Pamelia Center,225.0,147.0
New York,Oxbow,52.0,57.0
New York,Ontario,989.0,828.0
New York,Parishville,356.0,318.0
New York,Old Forge,224.0,230.0
New York,Oak Beach-Captree,31.0,8.0
New York,Pavilion,312.0,302.0
New York,Wilmington,419.0,400.0
New York,Winthrop,76.0,73.0
New York,York Hamlet,202.0,197.0
New York,Oakdale,3794.0,3437.0
New York,Montauk,1723.0,1932.0
New York,Melville,9587.0,8285.0
New York,Orient,403.0,379.0
New York,Mattituck,2303.0,2401.0
New York,Lindenhurst village,13406.0,13647.0
New York,Hauppauge,9512.0,10068.0
New York,Great River,637.0,736.0
New York,West Glens Falls,3559.0,3446.0
New York,Stillwater village,967.0,987.0
New York,Fort Edward village,1632.0,1675.0
New York,Flanders,2018.0,2769.0
New York,Shinnecock Hills,1225.0,1277.0
New York,South Huntington,5178.0,4822.0
New York,Riverhead,7632.0,6435.0
New York,Quogue village,430.0,373.0
New York,Ridge,7335.0,6176.0
New York,Ronkonkoma,9314.0,8988.0
New York,Bedford,1200.0,874.0
New York,Sharon Springs village,321.0,218.0
New York,Sherman village,393.0,359.0
New York,Farnham village,242.0,232.0
New York,Sherburne village,817.0,597.0
New York,Town Line,924.0,840.0
New York,Medford,12411.0,11836.0
New York,Bohemia,4532.0,4761.0
New York,North Lindenhurst,5522.0,5062.0
New York,Holley village,911.0,832.0
New York,Milton CDP (Ulster County),667.0,704.0
New York,Lake Mohegan,2994.0,3019.0
New York,Jefferson Valley-Yorktown,7676.0,6765.0
New York,Harrison village,14691.0,13265.0
New York,Greenville CDP (Greene County),349.0,248.0
New York,Catskill village,1633.0,2228.0
New York,Spencer village,412.0,370.0
New York,Greenwich village,931.0,1031.0
New York,Margaretville village,310.0,233.0
New York,Hancock village,539.0,531.0
New York,Franklin village,196.0,203.0
New York,Lake Luzerne,536.0,441.0
New York,Beaver Dam Lake,840.0,814.0
New York,Port Henry,551.0,563.0
New York,Macedon,1062.0,922.0
New York,Herrings,56.0,56.0
New York,Hermon,234.0,169.0
New York,Barneveld,179.0,140.0
New York,Limestone,249.0,243.0
New York,Salem,397.0,293.0
New York,Forestville,443.0,385.0
New York,Prospect,158.0,161.0
New York,Lyons,1629.0,1785.0
New York,Altmar,207.0,235.0
New York,Worcester,533.0,416.0
New York,Woodsville,42.0,63.0
New York,Witherbee,134.0,133.0
New York,Keeseville,1465.0,1506.0
New York,Island Park village,2185.0,2622.0
New York,Loch Sheldrake,580.0,656.0
New York,Quiogue,409.0,435.0
New York,Round Lake village,384.0,352.0
New York,Yonkers,104261.0,95484.0
New York,Shrub Oak,1286.0,1166.0
New York,Bridgewater,259.0,270.0
New York,Wells,312.0,342.0
New York,Virgil,284.0,211.0
New York,Thendara,0.0,66.0
New York,Niskayuna,2497.0,2385.0
New York,Taconic Shores,442.0,185.0
New York,Edwards,248.0,200.0
New York,Copake Hamlet,100.0,121.0
New York,Copake Falls,97.0,206.0
New York,Seneca Falls,3113.0,2919.0
New York,Perrysburg,228.0,167.0
New York,East Randolph,267.0,252.0
New York,Mastic Beach village,5919.0,6034.0
New York,Randolph,635.0,554.0
New York,Lyndonville village,362.0,362.0
New York,Heritage Hills,2520.0,1656.0
New York,Laurel,411.0,669.0
New York,North Boston,1385.0,1450.0
New York,Dunkirk,6272.0,5678.0
New York,Panama village,178.0,234.0
New York,Croghan village,313.0,308.0
New York,Lowville village,1683.0,1542.0
New York,Montour Falls village,942.0,832.0
New York,Lodi village,156.0,195.0
New York,Waterloo village,2637.0,2322.0
New York,Alfred village,1936.0,2381.0
New York,Canaseraga village,256.0,268.0
New York,Houghton,995.0,766.0
New York,Islandia village,1751.0,1594.0
New York,East Hampton village,527.0,507.0
New York,Dering Harbor village,0.0,0.0
New York,Commack,18884.0,18052.0
New York,Gowanda village,1440.0,1380.0
New York,Clarence Center,1537.0,1588.0
New York,Angola village,1153.0,1046.0
New York,Voorheesville village,1428.0,1378.0
New York,Coxsackie village,1312.0,1373.0
New York,Hunter village,218.0,260.0
New York,Glasco,1325.0,1290.0
New York,Kingston,12180.0,11030.0
New York,Plattekill,511.0,458.0
New York,Tillson,775.0,878.0
New York,Saranac Lake village,2686.0,2866.0
New York,Calverton,3694.0,3460.0
New York,Albion village,2818.0,2621.0
New York,Baywood,3741.0,3648.0
New York,Brightwaters village,1561.0,1508.0
New York,Brookhaven,1868.0,1663.0
New York,East Patchogue,11327.0,11310.0
New York,Westmere,3489.0,3512.0
New York,Melrose Park,1189.0,1141.0
New York,Meridian village,175.0,152.0
New York,Medina village,3122.0,2717.0
New York,Fairview CDP (Westchester County),1719.0,1475.0
New York,Bay Shore,15203.0,15482.0
New York,Granville village,1362.0,1088.0
New York,Nelsonville village,369.0,330.0
New York,Cheektowaga,38305.0,35721.0
New York,Sackets Harbor village,890.0,764.0
New York,Redwood,338.0,286.0
New York,Delhi village,1549.0,1629.0
New York,High Falls,253.0,411.0
New York,Carthage village,1885.0,1588.0
New York,Black River village,582.0,628.0
New York,Ellicottville village,156.0,127.0
New York,Cragsmoor,122.0,237.0
New York,Stony Brook,6199.0,6442.0
New York,Shelter Island Heights,451.0,598.0
New York,Rocky Point,6473.0,6429.0
New York,Poquott village,496.0,496.0
New York,Salamanca,3004.0,2549.0
New York,Rye Brook village,4977.0,4482.0
New York,Tuckahoe village,3070.0,3517.0
New York,Elma Center,1562.0,1481.0
New York,Middleport village,989.0,794.0
New York,Copake Lake,266.0,314.0
New York,Newport village,283.0,248.0
New York,Little Falls,2576.0,2159.0
New York,Warrensburg,1669.0,1524.0
New York,Skaneateles village,1303.0,1108.0
New York,Lakeland,1334.0,1183.0
New York,Shortsville village,624.0,651.0
New York,Victory village,257.0,347.0
New York,Preston-Potter Hollow,155.0,134.0
New York,Hillcrest,3876.0,3542.0
New York,Peekskill,12593.0,11415.0
New York,Mount Vernon,37628.0,30407.0
New York,Mamaroneck village,9573.0,9640.0
New York,Carmel Hamlet,3359.0,2986.0
New York,North Hornell village,420.0,348.0
New York,Avoca village,472.0,488.0
New York,Mount Ivy,3572.0,3353.0
New York,Westhampton Beach village,872.0,781.0
New York,Leeds,134.0,299.0
New York,Dansville village,2323.0,2249.0
New York,Garden City South,2135.0,2187.0
New York,East Massapequa,9551.0,8780.0
New York,Cedarhurst village,3449.0,3212.0
New York,Baldwin,13279.0,11855.0
New York,Atlantic Beach village,696.0,702.0
New York,Pleasantville village,3611.0,3603.0
New York,Larchmont village,2962.0,3130.0
New York,Chittenango village,2502.0,2418.0
New York,Centre Island village,248.0,224.0
New York,Mount Kisco village,5025.0,5869.0
New York,Bronxville village,3560.0,2834.0
New York,Briarcliff Manor village,3919.0,3778.0
New York,Oakfield village,901.0,848.0
New York,Tannersville village,481.0,511.0
New York,Glens Falls North,4509.0,4298.0
New York,Great Neck village,5058.0,5145.0
New York,Kings Point village,2211.0,2976.0
New York,Lido Beach,1602.0,1407.0
New York,Matinecock village,497.0,400.0
New York,North Babylon,9224.0,7515.0
New York,North Bellport,5753.0,5840.0
New York,Ocean Beach village,10.0,14.0
New York,Endicott village,6559.0,6313.0
New York,Endwell,5989.0,5652.0
New York,Brewster Hill,887.0,1058.0
New York,Wyoming village,181.0,202.0
New York,East Marion,552.0,402.0
New York,Seaford,7646.0,7467.0
New York,Nelliston village,270.0,295.0
New York,Mannsville village,169.0,182.0
New York,Menands village,2017.0,1929.0
New York,East Nassau village,305.0,297.0
New York,North Merrick,6260.0,5972.0
New York,Munsey Park village,1304.0,1415.0
New York,Mill Neck village,504.0,507.0
New York,Firthcliffe,2889.0,2289.0
New York,Nunda village,693.0,538.0
New York,East Farmingdale,3044.0,3099.0
New York,Freeport village,22958.0,20170.0
New York,Roscoe,283.0,263.0
New York,Narrowsburg,148.0,190.0
New York,Central Square village,1053.0,802.0
New York,Johnstown,4245.0,4062.0
New York,Tarrytown village,5861.0,5598.0
New York,Scotts Corners,362.0,342.0
New York,Rye,8100.0,7762.0
New York,Amenia,543.0,564.0
New York,Brinckerhoff,1206.0,1224.0
New York,Dover Plains,499.0,517.0
New York,Lake Grove village,5482.0,5648.0
New York,Fairview CDP (Dutchess County),2782.0,2550.0
New York,Millerton village,415.0,456.0
New York,Staatsburg,204.0,199.0
New York,Avon village,1694.0,1567.0
New York,Gardnertown,2521.0,2679.0
New York,Otisville village,669.0,586.0
New York,Port Jervis,4338.0,4276.0
New York,Manorville,6911.0,7494.0
New York,Floral Park village,8065.0,8144.0
New York,Mechanicville,2697.0,2447.0
New York,Cooperstown village,1086.0,800.0
New York,Fire Island,123.0,126.0
New York,Shoreham village,232.0,205.0
New York,Shirley,15220.0,13478.0
New York,Shelter Island,857.0,838.0
New York,Garden City village,11766.0,10767.0
New York,St. James,6517.0,6638.0
New York,Port Jefferson Station,4079.0,3729.0
New York,North Great River,2046.0,1888.0
New York,Mount Sinai,5910.0,5619.0
New York,Moriches,1915.0,1362.0
New York,Islip Terrace,2747.0,2782.0
New York,Islip,9171.0,8750.0
New York,Huntington Bay village,719.0,647.0
New York,Remsenburg-Speonk,966.0,1008.0
New York,Lattingtown village,968.0,859.0
New York,Westhampton,1395.0,1503.0
New York,Smithtown,13389.0,12909.0
New York,Malone village,3029.0,2665.0
New York,Chateaugay village,393.0,336.0
New York,Lake George village,543.0,491.0
New York,Hudson Falls village,3648.0,3485.0
New York,Cambridge village,968.0,838.0
New York,Woodstock,1011.0,1124.0
New York,Waterford village,1198.0,893.0
New York,West Hurley,1023.0,848.0
New York,Wallkill,1108.0,942.0
New York,Stone Ridge,552.0,604.0
New York,Saugerties South,819.0,1006.0
New York,Port Ewen,1621.0,1821.0
New York,Napanoch,602.0,402.0
New York,Accord,248.0,273.0
