State,City,Female,Male
California,Norwalk,52910.0,52976.0
California,Meridian,198.0,207.0
California,Flournoy,78.0,93.0
California,Santee,30017.0,27598.0
California,Forest Ranch,240.0,298.0
California,Plymouth,422.0,472.0
California,Jackson,2499.0,2195.0
California,Pollock Pines,3682.0,3223.0
California,Placerville,5733.0,5127.0
California,Diamond Springs,6210.0,5779.0
California,Redding,47581.0,43746.0
California,Anderson,5157.0,5108.0
California,Greenhorn,134.0,120.0
California,East Shore,69.0,100.0
California,C-Road,48.0,49.0
California,Clio,20.0,45.0
California,Sutter Creek,1264.0,1274.0
California,Amador City,83.0,84.0
California,San Ramon,37546.0,37838.0
California,Pacheco,2180.0,2175.0
California,Discovery Bay,8320.0,7661.0
California,Danville,22837.0,21580.0
California,Concord,65273.0,63485.0
California,Clayton,6343.0,5624.0
California,Cherryland,7866.0,8521.0
California,North El Monte,1996.0,2032.0
California,Bishop,2142.0,1623.0
California,Darwin,24.0,32.0
California,Lone Pine,943.0,894.0
California,Mesa,144.0,173.0
California,Selma,12379.0,12219.0
California,Riverdale,1694.0,1931.0
California,Caruthers,1491.0,1282.0
California,Union City,36481.0,38120.0
California,Sunol,420.0,542.0
California,Friant,296.0,252.0
California,Desert Hot Springs,14352.0,14078.0
California,Weaverville,1560.0,1680.0
California,Pine Hills,1712.0,1434.0
California,Myrtletown,2872.0,2418.0
California,Whittier,44131.0,42392.0
California,Cobb,372.0,548.0
California,Big Bend,40.0,56.0
California,Taft Mosswood,482.0,469.0
California,Ripon,7821.0,7546.0
California,Manteca,39526.0,37547.0
California,Whitehawk,40.0,26.0
California,Spring Garden,0.0,13.0
California,Lake Davis,40.0,25.0
California,Hamilton Branch,305.0,307.0
California,Chester,1009.0,1107.0
California,Caribou,0.0,0.0
California,Palo Cedro,561.0,590.0
California,Westmorland,1347.0,1296.0
California,Rolling Hills,833.0,797.0
California,Solana Beach,7128.0,6242.0
California,Signal Hill,6171.0,5367.0
California,Pico Rivera,32424.0,31008.0
California,Montebello,32379.0,30720.0
California,Mayflower Village,3072.0,2750.0
California,Culver City,20547.0,18748.0
California,Las Lomas,1832.0,1923.0
California,Santa Clarita,105560.0,103918.0
California,Taft,3840.0,5467.0
California,San Pablo,15147.0,15692.0
California,Port Costa,74.0,112.0
California,South Whittier,30691.0,29405.0
California,Yosemite Valley,403.0,707.0
California,La Selva Beach,1442.0,1475.0
California,Lake Sherwood,911.0,924.0
California,Lake Riverside,457.0,592.0
California,Lake Mathews,3141.0,3707.0
California,Lake Hughes,321.0,266.0
California,Lakehead,324.0,293.0
California,Lake Don Pedro,569.0,461.0
California,Lake City,24.0,35.0
California,Lake California,1804.0,1477.0
California,La Honda,271.0,440.0
California,Las Flores CDP (Orange County),2858.0,3019.0
California,Davis,35232.0,32756.0
California,Walnut Park,7995.0,8039.0
California,Willow Creek,692.0,847.0
California,Fort Bragg,3675.0,3623.0
California,Duarte,11580.0,10133.0
California,Eldridge,614.0,737.0
California,Mendocino,300.0,482.0
California,Agoura Hills,10633.0,10003.0
California,Los Molinos,896.0,949.0
California,La Presa,18611.0,18826.0
California,Poplar-Cotton Center,1066.0,1370.0
California,Lemoore,12532.0,13259.0
California,Santa Ana,163668.0,169831.0
California,Westlake Village,4519.0,3905.0
California,Lake Forest,42086.0,40825.0
California,Mountain View,37901.0,43092.0
California,West Point,294.0,277.0
California,El Dorado Hills,23164.0,22435.0
California,Niland,199.0,316.0
California,Bombay Beach,204.0,211.0
California,Westhaven-Moonstone,579.0,505.0
California,Trinidad,136.0,136.0
California,Fortuna,6288.0,5829.0
California,Upper Lake,538.0,512.0
California,Nice,1186.0,1207.0
California,Bonsall,2020.0,2444.0
California,Esparto,1976.0,1807.0
California,Aptos Hills-Larkin Valley,991.0,1002.0
California,Ben Lomond,3751.0,3320.0
California,Tipton,1462.0,1756.0
California,San Juan Capistrano,18748.0,17204.0
California,Ivanhoe,2071.0,2127.0
California,East Porterville,3208.0,3471.0
California,Waterford,4370.0,4453.0
California,Bystrom,1942.0,2157.0
California,Perris,36840.0,39436.0
California,Indian Wells,2748.0,2569.0
California,Hemet,44190.0,39879.0
California,Mission Canyon,1461.0,1294.0
California,Woodville,864.0,988.0
California,Los Alamos,840.0,783.0
California,Morongo Valley,1591.0,1671.0
California,Joshua Tree,3628.0,3352.0
California,Yucca Valley,10960.0,10583.0
California,Highland,27850.0,27009.0
California,Westwood,797.0,748.0
California,Alturas,1296.0,1281.0
California,McArthur,210.0,176.0
California,Burney,1955.0,1852.0
California,Soulsbyville,965.0,1321.0
California,Windsor,13657.0,13849.0
California,Ontario,88164.0,85416.0
California,Sonoma,5876.0,5198.0
California,Rancho Santa Margarita,25080.0,23712.0
California,Big Bear Lake,2721.0,2508.0
California,Thousand Oaks,65956.0,62525.0
California,Olancha,96.0,117.0
California,Independence,247.0,295.0
California,Ione,1938.0,5501.0
California,Bonadelle Ranchos-Madera Ranchos,4216.0,4755.0
California,Seeley,959.0,740.0
California,Palo Verde,28.0,57.0
California,Calipatria,1574.0,5884.0
California,Palm Desert,26992.0,25132.0
California,Exeter,5295.0,5210.0
California,Olivehurst,6494.0,6815.0
California,Ducor,309.0,342.0
California,Auburn,7354.0,6592.0
California,Boulder Creek,2414.0,2298.0
California,Aptos,3144.0,2653.0
California,South San Gabriel,4582.0,4061.0
California,Rosemead,27288.0,27129.0
California,Willows,2899.0,3123.0
California,Wilton,2765.0,2542.0
California,Gold River,3661.0,3862.0
California,Citrus Heights,44918.0,42143.0
California,Arden-Arcade,52490.0,48058.0
California,Dollar Point,361.0,425.0
California,Ladera Ranch,15712.0,14576.0
California,Monte Rio,502.0,654.0
California,Hanford,27472.0,28421.0
California,Alameda,40477.0,37985.0
California,San Gabriel,21030.0,19212.0
California,Sierra Madre,5675.0,5331.0
California,Santa Fe Springs,9289.0,8502.0
California,San Marino,6986.0,6299.0
California,Redondo Beach,33107.0,34593.0
California,Quartz Hill,4925.0,5239.0
California,Palmdale,79392.0,77512.0
California,Monrovia,18888.0,18118.0
California,Maywood,13642.0,13900.0
California,Albany,10114.0,9644.0
California,Manhattan Beach,18070.0,17503.0
California,Downey,57664.0,55237.0
California,Del Aire,4847.0,5218.0
California,Covina,25012.0,23391.0
California,Bell Gardens,21252.0,21389.0
California,Tranquillity,421.0,418.0
California,Mendota,5747.0,5646.0
California,Beverly Hills,18043.0,16319.0
California,Laton,1169.0,997.0
California,Lanare,118.0,116.0
California,Capitola,5486.0,4649.0
California,Glendale,106111.0,94261.0
California,San Juan Bautista,1066.0,1040.0
California,Lynwood,36412.0,34610.0
California,San Lorenzo,12803.0,12585.0
California,Dos Palos,2625.0,2647.0
California,Delhi,5801.0,5934.0
California,Lake Los Angeles,5997.0,5472.0
California,Huntington Park,29335.0,29359.0
California,Glendora,26700.0,25073.0
California,El Monte,57588.0,58081.0
California,Claremont,18757.0,17268.0
California,Altadena,22929.0,22217.0
California,Alondra Park,3989.0,4108.0
California,Orange,70558.0,69315.0
California,Fairview,5166.0,5133.0
California,Costa Mesa,56171.0,57027.0
California,Dublin,29795.0,29377.0
California,Placentia,26365.0,25684.0
California,Laguna Beach,11580.0,11567.0
California,Richgrove,1177.0,1434.0
California,Stanton,19520.0,18989.0
California,Rolling Hills Estates,4252.0,3935.0
California,Palos Verdes Estates,7068.0,6455.0
California,Los Angeles,1997301.0,1962356.0
California,Oakdale,11960.0,10639.0
California,Denair,2457.0,2674.0
California,Emeryville,6116.0,5608.0
California,Knights Landing,394.0,475.0
California,Kingvale,41.0,32.0
California,Keswick,219.0,211.0
California,Delano,22182.0,30531.0
California,Bodfish,673.0,711.0
California,Corte Madera,5579.0,4287.0
California,Bolinas,599.0,478.0
California,Ocotillo,34.0,24.0
California,Desert Shores,241.0,378.0
California,Calexico,21371.0,18563.0
California,Thousand Palms,3831.0,3983.0
California,Murrieta,57922.0,53505.0
California,Indio,45328.0,42963.0
California,Channel Islands Beach,1425.0,1439.0
California,Romoland,1047.0,1180.0
California,Truckee,8008.0,8369.0
California,Lake of the Pines,2220.0,1917.0
California,North Lakeport,1697.0,1444.0
California,Lucerne,1349.0,1607.0
California,Imperial,8935.0,8240.0
California,Holtville,3077.0,3381.0
California,El Centro,22309.0,21589.0
California,Brawley,13524.0,12485.0
California,Home Gardens,5736.0,5706.0
California,Calimesa,4379.0,4272.0
California,Dillon Beach,124.0,95.0
California,Banning,16053.0,14889.0
California,Torrance,74927.0,71465.0
California,La Mirada,25102.0,23872.0
California,Coulterville,5.0,33.0
California,Avila Beach,585.0,688.0
California,Jurupa Valley,51037.0,52747.0
California,East Whittier,5312.0,5079.0
California,Vincent,8455.0,8553.0
California,Temescal Valley,13205.0,13504.0
California,Pleasure Point,2982.0,3295.0
California,Whitewater,425.0,551.0
California,Eastvale,31193.0,30144.0
California,Contra Costa Centre,3029.0,3468.0
California,Valinda,12497.0,12799.0
California,Kennedy Meadows,0.0,20.0
California,June Lake,180.0,328.0
California,Junction City,366.0,322.0
California,Johnstonville,581.0,604.0
California,Jenner,32.0,0.0
California,Janesville,611.0,667.0
California,San Dimas,18190.0,16049.0
California,Marina del Rey,4337.0,5434.0
California,Littlerock,981.0,785.0
California,Lawndale,16138.0,16869.0
California,La Verne,16596.0,15762.0
California,Kelly Ridge,1360.0,1319.0
California,University of California-Davis,4271.0,3108.0
California,Jacumba,49.0,153.0
California,Indianola,314.0,372.0
California,Graniteville,0.0,0.0
California,Grangeville,250.0,336.0
California,Goodyears Bar,9.0,20.0
California,Good Hope,4280.0,4893.0
California,Gold Mountain,0.0,0.0
California,Geyserville,440.0,488.0
California,Gerber,624.0,635.0
California,Gasquet,332.0,288.0
California,Garnet,2388.0,2669.0
California,Garey,22.0,138.0
California,Greeley Hill,367.0,320.0
California,Garden Farms,152.0,193.0
California,Fulton,252.0,314.0
California,Fuller Acres,438.0,403.0
California,Fruitridge Pocket,3158.0,3057.0
California,French Valley,16087.0,17731.0
California,Freeport,46.0,35.0
California,Franklin CDP (Sacramento County),51.0,66.0
California,Franklin CDP (Merced County),3532.0,3782.0
California,Fort Washington,292.0,491.0
California,Fort Irwin,3946.0,5140.0
California,Fort Bidwell,115.0,66.0
California,Garberville,600.0,526.0
California,Indio Hills,351.0,357.0
California,Green Acres,1082.0,1460.0
California,Green Valley CDP (Los Angeles County),459.0,514.0
California,Idlewild,0.0,0.0
California,Hyampom,79.0,86.0
California,Hornitos,34.0,27.0
California,Hopland,419.0,502.0
California,Hood,160.0,143.0
California,Honcut,45.0,90.0
California,Homewood Canyon,6.0,29.0
California,Homestead Valley,1329.0,1394.0
California,Herlong,116.0,1237.0
California,Herald,525.0,533.0
California,Greenfield,1638.0,1896.0
California,Hat Creek,100.0,64.0
California,Hasley Canyon,540.0,545.0
California,Hartley,1506.0,1401.0
California,Hartland,0.0,0.0
California,Hardwick,19.0,11.0
California,Happy Camp,413.0,397.0
California,Guinda,55.0,120.0
California,Groveland,209.0,98.0
California,Grizzly Flats,556.0,531.0
California,Grimes,186.0,172.0
California,Green Valley CDP (Solano County),852.0,720.0
California,Hiouchi,156.0,277.0
California,Forbestown,125.0,96.0
California,University of California-Merced,0.0,0.0
California,Fort Dick,524.0,306.0
California,Lompoc,20003.0,23508.0
California,Twentynine Palms,11206.0,14903.0
California,San Antonio Heights,1548.0,1486.0
California,Mountain View Acres,2037.0,2223.0
California,Montclair,20034.0,18831.0
California,Lenwood,1977.0,1907.0
California,Arbuckle,1724.0,1912.0
California,Tulare,31944.0,30894.0
California,Terra Bella,1541.0,1763.0
California,Pixley,2070.0,1726.0
California,Solvang,3097.0,2637.0
California,Lindsay,6195.0,7037.0
California,Earlimart,4075.0,4715.0
California,Watsonville,26067.0,27549.0
California,Valley Springs,1690.0,1738.0
California,Avery,346.0,213.0
California,Walnut Grove,701.0,599.0
California,Sacramento,253223.0,241788.0
California,Folsom,36882.0,40125.0
California,American Canyon,10215.0,10091.0
California,Woodlake,3865.0,3771.0
California,Traver,396.0,344.0
California,East Orosi,410.0,545.0
California,Lemon Cove,106.0,161.0
California,Vandenberg Village,3876.0,3985.0
California,North Highlands,25262.0,23706.0
California,Ladera,719.0,746.0
California,Kenwood,436.0,364.0
California,La Cañada Flintridge,10663.0,9711.0
California,Malaga,715.0,622.0
California,Angels,2049.0,1762.0
California,Orosi,3558.0,3883.0
California,North Tustin,12574.0,12162.0
California,Wildomar,18358.0,17804.0
California,Menifee,45614.0,42901.0
California,Rancho Cordova,36280.0,35776.0
California,Foothill Farms,17643.0,16106.0
California,Moraga,9228.0,8170.0
California,Goleta,15523.0,15267.0
California,Elk Grove,87723.0,80780.0
California,Aliso Viejo,26860.0,24065.0
California,East Oakdale,1832.0,1512.0
California,Soquel,5643.0,5219.0
California,Rancho Palos Verdes,22165.0,20106.0
California,Malibu,6555.0,6291.0
California,Lakewood,41547.0,39224.0
California,La Habra Heights,2606.0,2777.0
California,La Crescenta-Montrose,10210.0,9290.0
California,Yountville,1629.0,1353.0
California,Fairhaven,70.0,75.0
California,Dinuba,12011.0,11860.0
California,Three Rivers,1122.0,1275.0
California,Bonita,6657.0,6667.0
California,Santa Clara,60849.0,65360.0
California,San Francisco,426074.0,443970.0
California,San Martin,3316.0,3694.0
California,San Jose,509558.0,517100.0
California,Raisin City,177.0,212.0
California,Kerman,7317.0,7332.0
California,Easton,1070.0,1136.0
California,Newark,22849.0,23427.0
California,Los Alamitos,6081.0,5547.0
California,Harbison Canyon,1945.0,2278.0
California,Irvine,135995.0,129507.0
California,Avenal,4648.0,8275.0
California,Fountain Valley,28946.0,27426.0
California,Temelec,940.0,624.0
California,Santa Rosa,93361.0,87677.0
California,Boyes Hot Springs,3588.0,4275.0
California,Bodega Bay,365.0,368.0
California,Westside,59.0,123.0
California,Pala,610.0,533.0
California,Little Valley,5.0,13.0
California,Hoopa,1921.0,1652.0
California,Kettleman City,750.0,645.0
California,West Modesto,3157.0,2754.0
California,Julian,436.0,494.0
California,Ramona,10175.0,10085.0
California,Empire,1671.0,1996.0
California,Day Valley,1868.0,1571.0
California,Loomis,3568.0,3185.0
California,Granite Bay,11209.0,11230.0
California,Del Rio,643.0,592.0
California,Foresthill,648.0,898.0
California,Keyes,3228.0,2957.0
California,Grayson,634.0,590.0
California,Rocklin,32731.0,30396.0
California,Bermuda Dunes,3530.0,3287.0
California,Pine Valley,891.0,778.0
California,Beaumont,23496.0,21907.0
California,Hayfork,1283.0,1138.0
California,Bootjack,471.0,297.0
California,Stinson Beach,284.0,272.0
California,Sausalito,3941.0,3198.0
California,Santa Venetia,2481.0,2309.0
California,San Rafael,28661.0,30278.0
California,Kentfield,3473.0,3457.0
California,El Verano,1691.0,1733.0
California,Winter Gardens,11166.0,11922.0
California,Vista,48702.0,51406.0
California,Lewiston,617.0,723.0
California,Simi Valley,64624.0,61575.0
California,Greenacres,2796.0,2961.0
California,Casa Conejo,1634.0,1732.0
California,Blue Lake,456.0,525.0
California,Hydesville,577.0,401.0
California,Piru,1114.0,905.0
California,Oak View,2181.0,2539.0
California,Meiners Oaks,1712.0,1796.0
California,Weldon,904.0,1277.0
California,Tupman,80.0,106.0
California,Ridgecrest,14243.0,14493.0
California,Maricopa,605.0,570.0
California,Fellows,27.0,22.0
California,North Edwards,421.0,523.0
California,East Sonora,1179.0,1010.0
California,Cutten,1575.0,1454.0
California,Rail Road Flat,133.0,150.0
California,Parkwood,924.0,929.0
California,Madera Acres,5137.0,4809.0
California,Keddie,18.0,23.0
California,Johnsville,0.0,0.0
California,East Quincy,1180.0,1442.0
California,Mono Vista,1814.0,1690.0
California,Upland,39743.0,36639.0
California,Rancho Cucamonga,88943.0,86736.0
California,Fontana,105561.0,103382.0
California,Chino Hills,40697.0,38601.0
California,Big Bear City,6713.0,6599.0
California,Hamilton City,1060.0,1164.0
California,Mokelumne Hill,402.0,235.0
California,Rosemont,12052.0,11565.0
California,Ferndale,629.0,736.0
California,Clyde,343.0,333.0
California,St. Helena,3308.0,2771.0
California,Napa,39975.0,39541.0
California,Murphys,1125.0,975.0
California,Copperopolis,2054.0,2245.0
California,West Whittier-Los Nietos,13380.0,13764.0
California,West Carson,11336.0,11201.0
California,Walnut,15074.0,14934.0
California,Val Verde,1463.0,1533.0
California,South San Jose Hills,10129.0,10464.0
California,Pomona,77568.0,74926.0
California,Pasadena,73382.0,67864.0
California,Long Beach,237725.0,231158.0
California,Antioch,56628.0,54102.0
California,Lomita,10634.0,9994.0
California,El Segundo,8733.0,8117.0
California,Rancho Murieta,2984.0,2619.0
California,Lakeport,2691.0,2164.0
California,Stockton,156318.0,149965.0
California,Morada,2135.0,1933.0
California,Lockeford,1471.0,1919.0
California,South Lake Tahoe,10556.0,11258.0
California,Shingle Springs,1719.0,2146.0
California,Lake Isabella,1951.0,1503.0
California,Orinda,10051.0,9380.0
California,Knightsen,702.0,798.0
California,Kensington,2861.0,2554.0
California,Irwindale,667.0,738.0
California,Mission Hills,1790.0,2006.0
California,Isla Vista,14172.0,13518.0
California,Yucaipa,27322.0,25942.0
California,Washington,15.0,38.0
California,Warner Valley,0.0,0.0
California,Warm Springs,712.0,1191.0
California,Walker,536.0,327.0
California,Volta,59.0,157.0
California,Volcano,9.0,35.0
California,Vista Santa Rosa,1393.0,1574.0
California,Vina,53.0,157.0
California,Victor,180.0,264.0
California,Verdi,80.0,107.0
California,Valley Wells,0.0,0.0
California,Valley Home,108.0,94.0
California,Waterloo,372.0,347.0
California,Valley Ford,105.0,43.0
California,Tuttle,33.0,30.0
California,Trowbridge,150.0,146.0
California,Trona,31.0,6.0
California,Trinity Village,149.0,130.0
California,Trinity Center,53.0,108.0
California,Tres Pinos,368.0,294.0
California,Topaz,85.0,149.0
California,Topanga,3840.0,3609.0
California,Tooleville,136.0,173.0
California,Tonyville,213.0,668.0
California,Timber Cove,63.0,86.0
California,Three Rocks,108.0,102.0
California,Tuttletown,518.0,423.0
California,Waukena,90.0,125.0
California,Wawona,67.0,129.0
California,West Rancho Dominguez,11967.0,10965.0
California,Lake Arrowhead,4985.0,4780.0
California,Hesperia,47634.0,45975.0
California,Grand Terrace,6486.0,5996.0
California,Crestline,4719.0,4662.0
California,Mountain Ranch,589.0,717.0
California,Shasta Lake,5019.0,5123.0
California,Montgomery Creek,30.0,31.0
California,Clear Creek,128.0,98.0
California,Clay,537.0,546.0
California,Clarksburg,144.0,298.0
California,Cherokee Strip,88.0,103.0
California,Cherokee,76.0,63.0
California,Chalfant,407.0,592.0
California,Centerville,187.0,179.0
California,Cedarville,180.0,180.0
California,Cedar Slope,0.0,0.0
California,Zayante,443.0,496.0
California,Yolo,189.0,240.0
California,Yettem,278.0,163.0
California,Yankee Hill,148.0,153.0
California,Woodlands,894.0,849.0
California,Woodbridge,1925.0,1940.0
California,Wilsonia,0.0,0.0
California,Whitley Gardens,103.0,61.0
California,West Park,515.0,520.0
California,West Goshen,298.0,269.0
California,Weott,155.0,116.0
California,Colton,28780.0,25635.0
California,Cedar Ridge,527.0,510.0
California,Loma Linda,12946.0,11132.0
California,Muscoy,6733.0,6993.0
California,Mill Valley,7823.0,6520.0
California,Tara Hills,2392.0,3013.0
California,Deer Park,484.0,422.0
California,Winters,3452.0,3680.0
California,Canyon Lake,5367.0,5739.0
California,Clearlake Oaks,919.0,1360.0
California,French Camp,1107.0,2750.0
California,Mammoth Lakes,4003.0,4088.0
California,Woodcrest,8273.0,9037.0
California,Corona,83245.0,82110.0
California,Cabazon,1971.0,1396.0
California,Bakersfield,190901.0,184798.0
California,Le Grand,838.0,888.0
California,Fair Oaks,15840.0,15162.0
California,Ladera Heights,3983.0,3107.0
California,Isleton,315.0,268.0
California,Eureka,13409.0,13611.0
California,Boron,1173.0,1139.0
California,South Taft,721.0,805.0
California,San Mateo,52207.0,51828.0
California,El Granada,2893.0,2926.0
California,Lathrop,10551.0,10842.0
California,Rancho Mirage,8943.0,9132.0
California,Yosemite Lakes,3000.0,2647.0
California,San Anselmo,6619.0,5948.0
California,Montara,1324.0,1368.0
California,Westmont,18391.0,15332.0
California,Beckwourth,155.0,59.0
California,Brentwood,31229.0,29217.0
California,Roseville,68597.0,64452.0
California,Barstow,13082.0,10730.0
California,Apple Valley,37686.0,34673.0
California,Rancho Calaveras,3512.0,3523.0
California,Suisun City,15074.0,14305.0
California,Seaside,17246.0,16831.0
California,San Ardo,263.0,291.0
California,Pacific Grove,8349.0,7218.0
California,Greenfield,8386.0,8890.0
California,Concow,379.0,364.0
California,Valley Center,4658.0,4401.0
California,Poway,25555.0,24287.0
California,Imperial Beach,13639.0,13651.0
California,Pleasant Hill,18022.0,16763.0
California,Fairbanks Ranch,1640.0,1261.0
California,Running Springs,2161.0,2135.0
California,Orland,3752.0,3789.0
California,San Bernardino,108870.0,106312.0
California,Vallecito,121.0,62.0
California,El Rio,3400.0,3105.0
California,Fillmore,7996.0,7602.0
California,Salton Sea Beach,155.0,200.0
California,Chino,36693.0,51042.0
California,East Richmond Heights,1869.0,1345.0
California,Sunnyside-Tahoe City,593.0,629.0
California,Loyalton,599.0,550.0
California,Williams,2544.0,2679.0
California,Delleker,246.0,268.0
California,Carpinteria,6837.0,6713.0
California,Mi-Wuk Village,542.0,591.0
California,Rowland Heights,25647.0,24955.0
California,Arvin,10394.0,10611.0
California,San Jacinto,24119.0,23355.0
California,Arnold,1188.0,1417.0
California,La Riviera,5341.0,5510.0
California,Galt,13265.0,12410.0
California,Dorrington,88.0,117.0
California,Porterville,29584.0,30213.0
California,Riverdale Park,520.0,781.0
California,Newman,5766.0,5353.0
California,Escondido,75343.0,75772.0
California,Encinitas,31843.0,30870.0
California,Coronado,10926.0,12694.0
California,California City,5647.0,7999.0
California,Camp Pendleton South,5003.0,6456.0
California,Monterey,13832.0,14680.0
California,Chualar,690.0,752.0
California,Mount Shasta,1854.0,1430.0
California,Mount Hebron,42.0,36.0
California,Carmel Valley Village,2349.0,1944.0
California,Lake San Marcos,2768.0,2122.0
California,Bucks Lake,15.0,0.0
California,Belden,0.0,0.0
California,Shoshone,3.0,10.0
California,Dixon Lane-Meadow Creek,1336.0,1424.0
California,Vandenberg AFB,1390.0,1989.0
California,Summerland,505.0,418.0
California,Soledad,8013.0,17584.0
California,Derby Acres,176.0,204.0
California,Yreka,4109.0,3442.0
California,El Paso de Robles (Paso Robles),16372.0,15284.0
California,Lancaster,79363.0,80299.0
California,Hidden Valley Lake,3102.0,2942.0
California,Willowbrook,10830.0,11572.0
California,Parlier,7592.0,7528.0
California,Lemoore Station,3187.0,3876.0
California,Sebastopol,4154.0,3512.0
California,Cantua Creek,106.0,167.0
California,Ridgemark,1514.0,1548.0
California,Escalon,3795.0,3714.0
California,August,4032.0,4742.0
California,Shingletown,1112.0,1160.0
California,Cottonwood,1694.0,1595.0
California,Montague,730.0,787.0
California,McCloud,518.0,554.0
California,Georgetown,1091.0,1577.0
California,Granite Hills,1477.0,1356.0
California,Fallbrook,16677.0,16344.0
California,Spreckels,145.0,240.0
California,San Lucas,270.0,202.0
California,Del Monte Forest,2210.0,1987.0
California,Carmel-by-the-Sea,2070.0,1785.0
California,Lexington Hills,1326.0,1277.0
California,East Foothills,3039.0,3239.0
California,Sutter,1417.0,1577.0
California,Live Oak,4396.0,4226.0
California,Etna,325.0,410.0
California,Lake Nacimiento,1477.0,1407.0
California,Mentone,4949.0,4898.0
California,Big River,585.0,560.0
California,Cazadero,166.0,122.0
California,Castle Hill,548.0,597.0
California,Monterey Park,31489.0,29303.0
California,La Puente,20701.0,19567.0
California,Hawaiian Gardens,7216.0,7195.0
California,Ceres,23699.0,24276.0
California,Santa Cruz,33084.0,31189.0
California,Biola,828.0,623.0
California,Taft Heights,1313.0,1111.0
California,California Pines,261.0,227.0
California,California Hot Springs,18.0,18.0
California,Butte Valley,356.0,154.0
California,Butte Meadows,0.0,53.0
California,Butte Creek Canyon,427.0,504.0
California,Paramount,27515.0,27261.0
California,Burnt Ranch,151.0,187.0
California,Buck Meadows,0.0,51.0
California,Buckhorn,1141.0,1105.0
California,Brooktrails,1767.0,1942.0
California,Brookdale,1112.0,1233.0
California,Bridgeport,168.0,296.0
California,Boulevard,186.0,259.0
California,Boonville,387.0,465.0
California,Bonny Doon,1465.0,1544.0
California,Bodega,236.0,237.0
California,Bloomfield,166.0,221.0
California,Blacklake,487.0,405.0
California,Blackhawk,5028.0,4832.0
California,Buena Vista,259.0,267.0
California,Big Lagoon,61.0,57.0
California,San Fernando,11981.0,12604.0
California,South El Monte,10021.0,10706.0
California,Squirrel Mountain Valley,521.0,638.0
California,McKittrick,57.0,70.0
California,Frazier Park,1198.0,1372.0
California,Edwards AFB,1211.0,1360.0
California,South San Francisco,34289.0,33005.0
California,San Carlos,15602.0,14478.0
California,Burlingame,16273.0,14186.0
California,Inyokern,375.0,365.0
California,Tahoe Vista,622.0,666.0
California,French Gulch,239.0,202.0
California,Fall River Mills,227.0,46.0
California,Moss Beach,1797.0,2002.0
California,Santa Monica,46942.0,45136.0
California,Santa Barbara,45384.0,45941.0
California,Buellton,2772.0,2320.0
California,Santa Maria,53069.0,52414.0
California,Wheatland,1781.0,1966.0
California,Linda,9785.0,9529.0
California,Challenge-Brownsville,344.0,520.0
California,Yorba Linda,34828.0,32987.0
California,Laguna Niguel,33617.0,32035.0
California,Garden Grove,87001.0,87009.0
California,West Hollywood,15575.0,20809.0
California,West Covina,55256.0,51986.0
California,South Pasadena,13154.0,12670.0
California,South Gate,48633.0,46470.0
California,Guadalupe,3551.0,3799.0
California,Big Creek,115.0,73.0
California,Bieber,77.0,101.0
California,Berry Creek,573.0,668.0
California,Richfield,151.0,121.0
California,Reliez Valley,1922.0,1653.0
California,Redwood Valley,739.0,637.0
California,Redcrest,13.0,10.0
California,Red Corral,763.0,1167.0
California,Rackerby,95.0,94.0
California,Proberta,79.0,86.0
California,Princeton,143.0,154.0
California,Potter Valley,200.0,237.0
California,Potrero,307.0,318.0
California,Poso Park,2.0,0.0
California,Posey,0.0,0.0
California,Richvale,21.0,78.0
California,Ponderosa,0.0,0.0
California,Marysville,6249.0,6033.0
California,Westminster,46265.0,45152.0
California,East San Gabriel,8147.0,7785.0
California,Diamond Bar,28731.0,27703.0
California,Compton,49483.0,47818.0
California,Carson,47773.0,44744.0
California,Bell,17483.0,18326.0
California,Arcadia,30706.0,27501.0
California,Acton,3517.0,3668.0
California,Woodland,30180.0,28864.0
California,Avalon,1884.0,1879.0
California,Moorpark,18828.0,17446.0
California,Plumas Lake,3553.0,3814.0
California,Rio Oso,223.0,183.0
California,Smith River,376.0,256.0
California,Snelling,38.0,63.0
California,Thornton,518.0,520.0
California,Thermal,641.0,718.0
California,Teviston,466.0,561.0
California,Terminous,218.0,193.0
California,Tahoma,412.0,455.0
California,Swall Meadows,101.0,117.0
California,Sun Village,6832.0,6684.0
California,Tarpey Village,1660.0,1730.0
California,Sunny Slopes,58.0,22.0
California,Sunnyside,2519.0,1932.0
California,Sultana,558.0,472.0
California,Sugarloaf Village,5.0,5.0
California,Sugarloaf Saw Mill,0.0,0.0
California,Sugarloaf Mountain Park,0.0,0.0
California,Strawberry CDP (Tuolumne County),0.0,5.0
California,Strawberry CDP (Marin County),3056.0,2703.0
California,Stonyford,53.0,83.0
California,Stirling City,158.0,149.0
California,Stevinson,144.0,187.0
California,Stevenson Ranch,10251.0,9113.0
California,Spring Valley Lake,4029.0,3715.0
California,Spring Valley CDP (San Diego County),16312.0,15279.0
California,Spring Valley CDP (Lake County),602.0,479.0
California,Spaulding,43.0,67.0
California,South Monrovia Island,3347.0,3845.0
California,Soda Springs,0.0,21.0
California,Soda Bay,419.0,522.0
California,Weedpatch,1174.0,1064.0
California,Catheys Valley,365.0,429.0
California,Mira Monte,3581.0,3331.0
California,Black Point-Green Point,877.0,778.0
California,Benton,169.0,144.0
California,Bend,229.0,228.0
