State,City,Population,Black,American Indian/Alaskan Native,Asian,Native Hawaiian / Pacific Islander,Hispanic/Latino,White,Other,Two or More,Total
Alaska,Houston,2172,17,155,8,36,76,1759,11,113,2175
Alaska,Petersville,0,0,0,0,0,0,0,0,0,0
Alaska,Sutton-Alpine,1586,24,231,49,0,41,1036,4,213,1598
Alaska,Beaver,46,0,46,0,0,0,0,0,0,46
Alaska,Bettles,66,0,21,0,0,0,45,0,0,66
Alaska,Nunapitchuk,869,0,848,0,0,0,0,0,21,869
Alaska,Hughes,90,0,83,7,0,0,0,0,0,90
Alaska,Napaskiak,356,0,351,0,0,0,1,0,4,356
Alaska,Toksook Bay,527,0,480,0,0,2,14,2,31,529
Alaska,Craig,1263,8,236,32,0,30,779,7,182,1274
Alaska,Mosquito Lake,183,0,0,0,0,0,169,0,14,183
Alaska,Tetlin,144,0,121,0,0,0,21,0,2,144
Alaska,Pope-Vannoy Landing,0,0,0,0,0,0,0,0,0,0
Alaska,Perryville,86,0,85,0,0,0,1,0,0,86
Alaska,Ivanof Bay,0,0,0,0,0,0,0,0,0,0
Alaska,Iliamna,63,0,44,0,0,0,12,0,7,63
Alaska,Levelock,76,0,73,0,0,1,3,0,0,77
Alaska,Alatna,4,0,4,0,0,0,0,0,0,4
Alaska,Point MacKenzie,976,14,234,0,0,12,552,1,170,983
Alaska,Meadow Lakes,7656,14,287,173,0,420,6307,9,514,7724
Alaska,Lazy Mountain,1800,5,99,34,3,41,1596,0,50,1828
Alaska,Chase,9,0,0,0,0,0,9,0,0,9
Alaska,Napakiak,369,0,356,0,0,0,13,0,0,369
Alaska,Goodnews Bay,192,0,170,0,0,0,9,0,13,192
Alaska,Sterling,5321,22,135,102,0,56,4676,24,330,5345
Alaska,Hope,55,0,15,0,0,0,40,0,0,55
Alaska,Elfin Cove,12,0,4,0,0,0,8,0,0,12
Alaska,Hobart Bay,0,0,0,0,0,0,0,0,0,0
Alaska,Shishmaref,525,2,470,1,0,0,37,0,15,525
Alaska,Teller,182,2,171,0,0,0,0,0,9,182
Alaska,Manokotak,824,0,652,34,0,0,133,0,5,824
Alaska,Kotlik,811,3,794,0,0,0,6,0,8,811
Alaska,Chignik Lake,51,0,47,0,0,0,4,0,0,51
Alaska,St. Mary's,640,0,596,0,2,1,11,0,30,640
Alaska,Kaktovik,178,2,160,0,0,0,6,0,10,178
Alaska,Anchor Point,2093,0,146,0,0,31,1825,19,87,2108
Alaska,Cooper Landing,569,0,30,0,0,0,539,0,0,569
Alaska,Ninilchik,749,0,70,2,0,50,550,3,74,749
Alaska,Diamond Ridge,1285,0,27,35,0,33,1133,0,81,1309
Alaska,Fox River,594,0,0,0,0,0,594,0,0,594
Alaska,Healy,1022,7,26,75,0,0,771,0,143,1022
Alaska,Newhalen,121,0,101,0,0,8,11,0,8,128
Alaska,Pedro Bay,20,0,12,0,0,0,0,0,8,20
Alaska,Pilot Point,83,0,57,0,0,0,20,0,6,83
Alaska,South Naknek,41,0,36,0,0,0,5,0,0,41
Alaska,Ketchikan,8224,78,1378,960,5,481,4555,89,837,8383
Alaska,Coffman Cove,130,0,6,0,0,0,124,0,0,130
Alaska,Excursion Inlet,33,0,4,9,4,0,16,0,0,33
Alaska,Egegik,83,8,18,14,0,8,27,0,8,83
Alaska,Port Heiden,78,0,60,0,0,0,15,0,3,78
Alaska,Port Protection,38,0,0,0,0,0,38,0,0,38
Alaska,Portage Creek,0,0,0,0,0,0,0,0,0,0
Alaska,Twin Hills,63,0,56,0,0,0,0,0,7,63
Alaska,Kobuk,143,0,133,0,0,3,10,0,0,146
Alaska,Atqasuk,164,0,156,0,0,0,4,0,4,164
Alaska,Kipnuk,613,2,601,0,0,0,2,0,8,613
Alaska,Kwigillingok,379,0,378,0,0,0,1,0,0,379
Alaska,Lower Kalskag,283,0,268,0,0,0,7,0,8,283
Alaska,Togiak,705,3,625,5,0,0,37,0,35,705
Alaska,Upper Kalskag,222,0,200,0,0,2,10,0,10,222
Alaska,Metlakatla,1635,0,1210,22,0,116,216,17,147,1728
Alaska,Karluk,44,0,39,0,0,0,0,0,5,44
Alaska,Eagle,74,0,0,0,0,0,74,0,0,74
Alaska,Northway Junction,37,0,19,0,0,0,11,0,7,37
Alaska,Northway Village,100,0,99,0,0,0,1,0,0,100
Alaska,Tanacross,141,0,131,0,0,0,10,0,0,141
Alaska,Juneau city and borough,32330,325,3532,2314,320,2123,21023,415,3242,33294
Alaska,Kenny Lake,9,0,0,0,0,0,9,0,0,9
Alaska,Klawock,876,3,366,0,7,26,382,0,103,887
Alaska,Tyonek,344,0,287,8,0,47,3,0,42,387
Alaska,Gakona,148,0,39,0,0,0,107,0,2,148
Alaska,Tolsona,0,0,0,0,0,0,0,0,0,0
Alaska,Valdez,3870,3,75,25,0,182,3263,64,308,3920
Alaska,Klukwan,47,0,35,0,0,0,6,0,6,47
Alaska,Gambell,601,0,584,0,2,2,3,0,12,603
Alaska,Golovin,128,0,121,0,0,2,5,2,0,130
Alaska,Cordova,3055,8,314,256,38,184,2001,33,266,3100
Alaska,Harding-Birch Lakes,209,0,0,7,21,7,181,0,0,216
Alaska,Chefornak,501,0,495,0,0,0,0,0,6,501
Alaska,Kake,578,6,420,15,0,5,85,0,52,583
Alaska,Happy Valley,656,0,49,11,5,20,569,0,2,656
Alaska,King Cove,1074,20,544,321,0,58,97,20,37,1097
Alaska,Hooper Bay,1101,3,1059,0,0,0,27,0,12,1101
Alaska,Ridgeway,2617,0,135,0,0,158,2040,58,282,2673
Alaska,Allakaket,170,0,146,2,0,4,15,0,3,170
Alaska,St. Paul,425,9,341,0,1,11,49,11,10,432
Alaska,Slana,0,0,0,0,0,0,0,0,0,0
Alaska,Point Baker,0,0,0,0,0,0,0,0,0,0
Alaska,Gulkana,52,0,41,0,0,0,11,0,0,52
Alaska,Naukati Bay,112,0,8,0,0,0,94,0,10,112
Alaska,Crown Point,58,0,0,0,0,0,58,0,0,58
Alaska,Tazlina,354,0,114,2,0,23,212,16,3,370
Alaska,Port Graham,192,0,148,0,0,3,24,0,20,195
Alaska,Chignik,61,0,30,8,0,0,15,0,8,61
Alaska,Anchorage municipal,296112,16439,21876,28445,6890,26847,173209,6813,29127,309646
Alaska,Deltana,2613,26,7,0,0,139,2302,47,200,2721
Alaska,Two Rivers,399,0,88,0,0,0,311,0,0,399
Alaska,Nenana,383,0,152,0,0,4,189,0,38,383
Alaska,Mertarvik,0,0,0,0,0,0,0,0,0,0
Alaska,Loring,0,0,0,0,0,0,0,0,0,0
Alaska,Goldstream,4389,0,105,49,0,176,4012,0,47,4389
Alaska,Farmers Loop,5535,30,237,197,36,421,4253,0,511,5685
Alaska,Eureka Roadhouse,0,0,0,0,0,0,0,0,0,0
Alaska,Chena Ridge,5903,73,332,45,0,276,4762,153,481,6122
Alaska,Badger,18792,723,1544,117,263,1434,13956,81,1031,19149
Alaska,Clark's Point,48,0,36,0,0,0,0,0,12,48
Alaska,Haines,1870,1,213,32,0,70,1453,0,106,1875
Alaska,Wrangell city and borough,2484,2,496,69,9,121,1642,30,208,2577
Alaska,Gustavus,416,0,34,0,0,17,360,0,5,416
Alaska,Nunam Iqua,167,0,159,8,0,0,0,0,0,167
Alaska,Adak,203,0,15,34,32,62,43,3,46,235
Alaska,Sleetmute,83,0,67,0,0,2,14,0,2,85
Alaska,Selawik,839,0,806,0,0,0,17,0,16,839
Alaska,Tatitlek,78,0,64,0,0,0,4,0,10,78
Alaska,Lake Minchumina,14,0,0,0,0,0,14,0,0,14
Alaska,Trapper Creek,382,0,38,0,0,3,298,0,43,382
Alaska,Glacier View,208,6,5,0,0,3,188,0,6,208
Alaska,St. George,78,0,68,0,0,2,8,2,0,80
Alaska,Eagle Village,25,0,7,0,0,0,11,0,7,25
Alaska,Dot Lake,0,0,0,0,0,0,0,0,0,0
Alaska,Clam Gulch,197,0,5,0,0,10,182,0,0,197
Alaska,Bear Creek,1465,0,226,41,0,33,1158,0,7,1465
Alaska,Sand Point,1372,6,601,308,14,95,217,22,184,1447
Alaska,Pitkas Point,122,0,122,0,0,0,0,0,0,122
Alaska,Whitestone Logging Camp,0,0,0,0,0,0,0,0,0,0
Alaska,White Mountain,186,0,168,0,0,0,16,0,2,186
Alaska,Unalakleet,693,0,408,132,0,2,105,0,46,693
Alaska,Kasaan,75,0,23,0,0,0,48,0,4,75
Alaska,Hyder,15,0,0,0,0,0,15,0,0,15
Alaska,Hollis,127,0,10,4,0,36,51,0,26,127
Alaska,Port Alexander,97,0,0,0,0,0,68,0,29,97
Alaska,Unalaska,4781,205,179,2237,115,684,1186,295,324,5225
Alaska,Saxman,360,0,264,1,0,12,49,0,46,372
Alaska,Nabesna,0,0,0,0,0,0,0,0,0,0
Alaska,Kupreanof,13,0,0,0,0,0,13,0,0,13
Alaska,Port Alsworth,151,1,13,0,0,0,119,0,18,151
Alaska,Chuathbaluk,124,0,110,0,0,0,9,0,5,124
Alaska,Red Devil,21,0,12,0,0,0,5,0,4,21
Alaska,Noorvik,597,0,561,0,0,0,29,0,7,597
Alaska,Ugashik,8,0,7,0,0,0,1,0,0,8
Alaska,Sunrise,40,0,0,0,0,0,18,0,22,40
Alaska,Seward,2770,66,314,205,81,273,1687,1,144,2771
Alaska,Lowell Point,167,0,0,6,0,0,155,0,6,167
Alaska,Holy Cross,183,0,172,3,0,0,8,0,0,183
Alaska,Flat,0,0,0,0,0,0,0,0,0,0
Alaska,Anvik,104,0,97,0,0,0,0,0,7,104
Alaska,Willow,2126,8,120,7,0,82,1772,0,137,2126
Alaska,Talkeetna,965,0,10,2,0,11,875,0,67,965
Alaska,Skwentna,42,0,0,0,0,0,42,0,0,42
Alaska,Thorne Bay,614,0,13,0,5,17,557,0,22,614
Alaska,Yakutat,665,2,195,45,16,50,280,5,105,698
Alaska,Nondalton,114,0,90,0,3,0,13,2,6,114
Alaska,Point Possession,0,0,0,0,0,0,0,0,0,0
Alaska,Birch Creek,2,0,2,0,0,0,0,0,0,2
Alaska,Tuntutuliak,566,0,562,0,0,0,2,0,2,566
Alaska,Koyuk,271,0,253,1,0,0,2,0,15,271
Alaska,Naknek,464,0,183,0,2,18,209,7,55,474
Alaska,Marshall,299,0,288,0,0,0,0,0,11,299
Alaska,North Pole,2660,259,141,75,0,50,1964,7,180,2676
Alaska,Moose Creek,794,13,52,49,0,26,632,0,48,820
Alaska,Tok,1160,0,236,11,0,9,847,0,57,1160
Alaska,Big Delta,457,5,27,29,0,13,349,0,34,457
Alaska,Prudhoe Bay,1893,33,136,30,6,62,1549,28,81,1925
Alaska,Sitka city and borough,8738,103,1118,632,8,566,5409,45,1177,9058
Alaska,Point Lay,251,0,214,0,4,0,11,0,22,251
Alaska,Willow Creek,0,0,0,0,0,0,0,0,0,0
Alaska,Wales,170,0,159,0,0,0,0,0,11,170
Alaska,Paxson,0,0,0,0,0,0,0,0,0,0
Alaska,Chisana,0,0,0,0,0,0,0,0,0,0
Alaska,Nanwalek,212,0,142,1,0,10,20,7,39,219
Alaska,Moose Pass,357,0,0,0,0,53,304,0,53,410
Alaska,Covenant Life,35,0,0,0,0,0,22,0,13,35
Alaska,Chignik Lagoon,75,0,51,0,2,0,15,0,7,75
Alaska,Nikolski,26,0,17,0,0,0,6,0,3,26
Alaska,Mud Bay,149,0,0,0,0,0,113,0,36,149
Alaska,Edna Bay,34,0,0,0,0,0,34,0,0,34
Alaska,Fort Greely,161,0,0,0,0,124,37,71,0,232
Alaska,Kachemak,488,5,14,3,0,16,401,0,54,493
Alaska,Whale Pass,48,0,0,0,0,0,48,0,0,48
Alaska,McCarthy,0,0,0,0,0,0,0,0,0,0
Alaska,Utqiagvik,4408,35,2791,500,160,68,422,32,461,4469
Alaska,Pelican,93,0,41,0,0,0,42,0,10,93
Alaska,Wiseman,13,0,0,0,0,0,13,0,0,13
Alaska,Chicken,13,0,0,0,0,0,13,0,0,13
Alaska,Alcan Border,177,0,24,109,0,0,44,0,0,177
Alaska,Russian Mission,318,0,146,0,0,0,5,0,167,318
Alaska,Hydaburg,330,4,237,0,29,0,41,0,19,330
Alaska,Lutak,154,0,0,0,0,16,138,0,0,154
Alaska,Kokhanok,150,0,138,0,0,0,12,0,0,150
Alaska,Igiugig,62,0,57,0,0,2,5,0,0,64
Alaska,Atka,35,0,29,0,0,0,1,0,5,35
Alaska,Healy Lake,4,0,0,0,0,0,0,0,4,4
Alaska,Dot Lake Village,38,0,24,0,0,0,3,0,11,38
Alaska,Delta Junction,1053,11,34,2,2,86,919,17,16,1087
Alaska,Nulato,257,0,247,0,0,0,6,0,4,257
Alaska,Port Clarence,43,0,0,0,0,0,43,0,0,43
Alaska,King Salmon,385,4,72,3,0,14,266,1,26,386
Alaska,Shaktoolik,294,0,290,0,0,0,1,0,3,294
Alaska,Knik River,833,6,71,5,0,28,694,0,39,843
Alaska,Chickaloon,241,0,0,0,0,2,218,0,23,243
Alaska,Buffalo Soapstone,871,0,22,2,0,17,730,0,105,876
Alaska,Oscarville,64,0,53,0,0,0,11,0,0,64
Alaska,Lime Village,8,0,6,0,0,0,0,0,2,8
Alaska,Akiachak,567,1,533,0,0,9,11,0,20,574
Alaska,Shungnak,288,0,248,1,0,0,32,0,7,288
Alaska,Noatak,422,2,408,0,0,0,4,0,8,422
Alaska,Cold Bay,52,2,3,7,0,7,30,1,9,59
Alaska,Elim,303,0,297,0,0,0,2,0,4,303
Alaska,Denali Park,856,8,0,26,0,9,753,0,69,865
Alaska,Petersburg,3106,23,222,287,17,337,1931,6,324,3147
Alaska,Whitestone,80,0,0,0,0,5,75,0,0,80
Alaska,South Van Horn,552,0,170,0,0,0,364,0,18,552
