State,City,Population,Black,American Indian/Alaskan Native,Asian,Native Hawaiian / Pacific Islander,Hispanic/Latino,White,Other,Two or More,Total
Michigan,Holt,25536,1832,43,1264,31,1156,20299,277,993,25895
Michigan,Royal Oak,59107,2177,43,2230,20,1765,51806,199,1103,59343
Michigan,Livonia,94567,4155,126,2967,25,2067,83950,181,1413,94884
Michigan,Melvindale,10419,1493,52,363,0,2285,5874,702,685,11454
Michigan,Auburn Hills,23107,3942,79,4076,35,1196,12915,275,938,23456
Michigan,Oakley village,307,0,1,4,0,33,267,2,2,309
Michigan,Tecumseh,8346,6,54,25,0,397,7778,9,148,8417
Michigan,Hastings,7284,32,45,149,0,339,6602,37,117,7321
Michigan,Woodland village,494,0,1,1,0,72,420,54,0,548
Michigan,North Adams village,528,0,0,0,0,3,509,4,13,529
Michigan,Copper City village,222,0,0,3,0,0,216,0,3,222
Michigan,Calumet village,748,6,5,0,0,17,692,11,32,763
Michigan,Shields,5993,19,9,67,0,216,5626,12,56,6005
Michigan,Luther village,298,0,2,7,0,0,289,0,0,298
Michigan,Athens village,1008,0,14,0,0,16,977,0,1,1008
Michigan,Eau Claire village,741,31,0,0,0,190,467,37,89,814
Michigan,Galesburg,2120,108,5,0,0,45,1896,0,89,2143
Michigan,Southgate,29268,1672,199,1110,0,2300,23518,353,656,29808
Michigan,Haslett,19721,537,53,2131,0,904,15675,326,548,20174
Michigan,Keego Harbor,3196,101,21,44,0,273,2758,21,10,3228
Michigan,Battle Creek,51475,9539,484,1718,20,3649,33657,449,2966,52482
Michigan,Casnovia village,365,0,0,4,0,78,273,0,15,370
Minnesota,Buckman,283,0,0,2,0,0,281,0,0,283
Minnesota,Kingston,176,0,0,2,0,7,165,0,2,176
Minnesota,Willernie,378,0,0,0,0,25,349,0,4,378
Minnesota,Birchwood Village,936,9,0,12,0,0,912,0,3,936
Minnesota,Hugo,14587,107,0,165,0,357,13795,17,202,14643
Minnesota,Marine on St. Croix,761,2,33,5,0,10,684,0,27,761
Minnesota,Genola,72,0,0,0,0,0,72,0,0,72
Minnesota,Hillman,40,0,0,0,0,0,40,0,0,40
Minnesota,Kinbrae,8,0,0,0,0,0,8,0,0,8
Minnesota,Round Lake,450,0,7,6,0,8,415,2,14,452
Minnesota,Worthington,13148,969,96,1348,0,5543,5072,1495,276,14799
Minnesota,Cologne,1825,178,4,0,0,49,1567,24,32,1854
Minnesota,Waconia,11981,120,3,85,0,280,11252,44,217,12001
Minnesota,Hokah,617,31,0,0,0,10,568,1,8,618
Minnesota,Truman,1073,9,0,0,0,9,1049,0,15,1082
Minnesota,Goodview,4105,13,37,54,0,258,3561,0,182,4105
Minnesota,Oronoco,1486,0,0,63,0,23,1383,23,5,1497
Minnesota,Rochester,113913,8889,475,8252,70,6665,86353,1309,3475,115488
Minnesota,Minnesota City,162,0,0,0,0,38,122,0,2,162
Minnesota,Farmington,22714,350,328,299,0,711,20161,284,884,23017
Minnesota,Montevideo,5139,55,60,105,0,490,4385,267,62,5424
Minnesota,Rice,1556,18,2,0,0,8,1471,0,57,1556
Minnesota,Apple Valley,51931,3997,108,2978,8,3460,39868,1443,1769,53631
Minnesota,Hampton,785,0,0,6,0,18,733,5,30,792
Minnesota,Hendrum,334,0,0,5,0,7,314,0,8,334
Minnesota,Holland,160,0,7,0,0,13,136,0,4,160
Minnesota,Pipestone,4093,122,121,50,0,420,3374,151,63,4301
Minnesota,Trosky,91,0,0,0,0,0,89,0,2,91
Minnesota,Vesta,300,0,0,0,0,3,297,0,0,300
Minnesota,Trimont,754,2,0,0,0,15,719,6,18,760
Minnesota,Raymond,744,3,0,3,0,59,645,33,34,777
Minnesota,Houston,1078,1,13,0,0,0,1053,0,11,1078
Minnesota,Hinckley,1537,24,190,6,0,50,1066,0,201,1537
Minnesota,Mentor,254,0,0,0,0,3,250,1,3,257
Minnesota,Nielsville,122,0,0,0,0,40,82,35,0,157
Minnesota,Trail,58,0,0,0,0,0,47,0,11,58
Minnesota,Andover,32499,1085,33,503,10,1113,29063,206,912,32925
Minnesota,Elysian,631,0,0,0,3,0,628,0,0,631
Minnesota,Kinney,138,0,0,0,0,1,115,0,22,138
Minnesota,Meadowlands,119,11,1,1,0,0,104,0,2,119
Minnesota,Holloway,105,0,0,0,0,0,105,0,0,105
Minnesota,Waldorf,227,0,0,4,0,3,216,0,4,227
Minnesota,Waseca,9056,356,166,44,0,771,7555,150,273,9315
Minnesota,Cedar Mills,62,0,0,0,0,0,62,0,0,62
Minnesota,Isanti,5565,0,16,0,0,251,5206,15,128,5616
Minnesota,Harding,142,0,3,2,0,0,137,0,0,142
Minnesota,Royalton,1302,0,0,4,0,35,1237,0,26,1302
Minnesota,Wilmont,407,0,12,12,0,13,370,0,0,407
Minnesota,Alpha,124,0,0,0,0,2,122,2,0,126
Minnesota,Jackson,3225,12,2,258,0,94,2825,55,34,3280
Minnesota,Prinsburg,517,5,0,4,0,9,497,9,2,526
Minnesota,Regal,53,0,0,0,0,0,53,0,0,53
Minnesota,Montgomery,2936,63,17,0,0,147,2608,36,101,2972
Minnesota,Clinton,401,0,3,0,0,0,398,0,0,401
Minnesota,Hermantown,9621,329,99,0,0,182,8870,73,155,9708
Minnesota,Leonidas,48,0,0,0,0,0,48,0,0,48
Minnesota,Orr,269,0,42,0,0,15,204,0,10,271
Minnesota,Northrop,171,0,0,0,0,0,171,0,0,171
Minnesota,Vineland,832,9,716,8,0,16,52,5,40,846
Minnesota,Bruno,87,0,0,0,0,0,81,0,6,87
Minnesota,Pine City,3072,54,8,12,5,62,2899,16,59,3115
Minnesota,Crookston,7782,193,57,212,0,954,6224,237,146,8023
Minnesota,East Grand Forks,8635,318,153,35,0,534,7354,34,251,8679
Minnesota,Lyle,454,19,2,1,0,4,378,0,54,458
Minnesota,Arlington,2342,13,0,9,0,559,1732,13,29,2355
Minnesota,Gaylord,1877,34,10,48,0,337,1448,99,0,1976
Minnesota,New Auburn,545,0,0,0,0,43,502,14,14,573
Minnesota,Maynard,414,0,0,0,0,27,376,23,11,437
Minnesota,Cosmos,513,0,7,0,0,15,491,5,3,521
Minnesota,Dassel,1518,0,0,22,0,45,1392,0,62,1521
Minnesota,Sauk Rapids,13528,74,4,304,0,437,12389,127,350,13685
Minnesota,Lilydale,902,0,0,13,0,7,866,5,11,902
Minnesota,Darwin,328,0,0,0,0,18,310,0,2,330
Minnesota,Wrenshall,477,0,6,0,0,1,460,0,10,477
Minnesota,Leonard,33,0,0,0,0,0,33,0,0,33
Minnesota,Shevlin,155,0,3,0,0,0,148,0,4,155
Minnesota,Burnsville,61283,8293,97,2974,17,4816,42568,2616,2732,64113
Minnesota,Mendota,250,0,5,8,0,45,169,2,23,252
Minnesota,Belle Plaine,7029,93,2,217,0,350,6344,182,23,7211
Minnesota,Vermillion,498,0,0,11,0,18,469,0,0,498
Minnesota,Oak Grove,8582,130,1,521,0,134,7683,24,133,8626
