State,City,Nursery-Pre-School,Kindergarten,1st-4th,5th-8th,9th-12th
California,West Goshen,0,9,60,74,40
California,Weott,0,0,0,20,29
California,Colton,658,912,3407,3294,3546
California,Cedar Ridge,4,7,38,42,33
California,Loma Linda,183,212,949,1025,1160
California,Muscoy,142,320,1010,921,1170
California,Mill Valley,237,164,907,891,855
California,Tara Hills,82,32,341,225,319
California,Deer Park,9,27,8,91,0
California,Winters,91,123,299,458,344
California,Canyon Lake,129,106,540,631,593
California,Clearlake Oaks,0,20,22,9,8
California,French Camp,31,12,57,141,283
California,Mammoth Lakes,59,52,380,476,386
California,Woodcrest,170,199,808,708,1325
California,Corona,2419,1921,8637,9986,10950
California,Cabazon,17,8,207,106,246
California,Bakersfield,5015,6278,25219,24260,25764
California,Le Grand,19,44,81,85,89
California,Fair Oaks,293,322,1198,1217,1456
California,Ladera Heights,98,46,275,405,360
California,Isleton,0,15,28,21,29
California,Eureka,270,497,942,935,1173
California,Boron,10,32,80,140,143
California,South Taft,0,30,70,36,90
California,San Mateo,2171,1279,4846,4334,4006
California,El Granada,89,111,247,314,331
California,Lathrop,287,431,1270,1316,1372
California,Rancho Mirage,40,7,352,234,424
California,Yosemite Lakes,68,83,257,331,449
California,San Anselmo,145,84,739,714,857
California,Montara,0,0,82,20,54
California,Westmont,567,540,2399,2487,2116
California,Beckwourth,0,0,0,24,23
California,Brentwood,1103,910,3383,3978,4670
California,Roseville,2487,1976,6962,7041,7780
California,Barstow,502,585,1401,1881,1231
California,Apple Valley,1171,1127,4277,3821,5105
California,Rancho Calaveras,118,187,387,438,359
California,Suisun City,368,492,1277,1637,1728
California,Seaside,563,504,1379,1552,1593
California,San Ardo,0,14,43,38,26
California,Pacific Grove,160,203,826,579,769
California,Greenfield,256,497,1554,1053,1071
California,Concow,0,0,53,37,23
California,Valley Center,125,92,412,387,552
California,Poway,836,662,2684,2930,2915
California,Imperial Beach,473,429,1618,1505,1654
California,Pleasant Hill,898,439,1423,1198,1405
California,Fairbanks Ranch,25,41,120,333,274
California,Running Springs,41,45,226,243,204
California,Orland,43,46,332,628,539
California,San Bernardino,2781,4301,14194,13820,15195
California,Vallecito,0,0,0,7,0
California,El Rio,56,75,403,539,415
California,Fillmore,320,59,866,1410,1073
California,Salton Sea Beach,0,0,0,0,0
California,Chino,1098,1103,3656,4440,5787
California,East Richmond Heights,7,63,38,94,127
California,Sunnyside-Tahoe City,24,0,73,90,12
California,Loyalton,6,15,78,74,115
California,Williams,37,65,295,355,431
California,Delleker,29,14,0,75,29
California,Carpinteria,319,168,622,395,632
California,Mi-Wuk Village,0,0,58,0,0
California,Rowland Heights,741,607,1440,1739,2106
California,Arvin,342,432,1648,1650,1834
California,San Jacinto,552,850,2872,3301,3373
California,Arnold,16,3,72,60,65
California,La Riviera,169,64,448,325,409
California,Galt,522,386,1397,1959,1848
California,Dorrington,0,0,0,0,4
California,Porterville,696,1150,4288,4333,4294
California,Riverdale Park,29,7,53,76,50
California,Newman,90,134,906,842,535
California,Escondido,2439,2131,7523,7961,9133
California,Encinitas,1249,873,2691,3250,2981
California,Coronado,451,176,893,1085,1161
California,California City,62,210,732,518,726
California,Camp Pendleton South,184,490,780,392,464
California,Monterey,465,267,1056,762,898
California,Chualar,29,0,130,131,131
California,Mount Shasta,0,32,188,99,78
California,Mount Hebron,0,0,0,0,7
California,Carmel Valley Village,83,88,144,261,201
California,Lake San Marcos,54,21,99,165,209
California,Bucks Lake,0,0,0,0,0
California,Belden,0,0,0,0,0
California,Shoshone,0,0,0,0,0
California,Dixon Lane-Meadow Creek,21,72,132,125,165
California,Vandenberg AFB,133,80,253,114,91
California,Summerland,0,0,0,20,0
California,Soledad,144,381,1377,1093,2181
California,Derby Acres,4,8,9,26,29
California,Yreka,78,137,490,360,371
California,El Paso de Robles (Paso Robles),442,395,1607,1920,1425
California,Lancaster,2259,2523,9691,9908,11218
California,Hidden Valley Lake,17,0,394,437,376
California,Willowbrook,381,467,1566,1653,1644
California,Parlier,178,341,1220,1078,1052
California,Lemoore Station,109,83,498,426,143
California,Sebastopol,69,29,327,489,359
California,Cantua Creek,0,0,36,0,34
California,Ridgemark,7,9,115,183,227
California,Escalon,216,124,256,439,457
California,August,120,126,734,690,717
California,Shingletown,0,0,85,83,93
California,Cottonwood,58,0,364,137,126
California,Montague,18,2,75,82,89
California,McCloud,0,16,65,47,55
California,Georgetown,0,23,67,207,159
California,Granite Hills,20,6,102,36,166
California,Fallbrook,596,339,1281,1711,2090
California,Spreckels,0,0,0,9,9
California,San Lucas,5,20,51,32,27
California,Del Monte Forest,0,8,162,133,163
California,Carmel-by-the-Sea,0,34,103,144,109
California,Lexington Hills,82,29,119,178,125
California,East Foothills,55,87,233,308,311
California,Sutter,0,81,152,302,290
California,Live Oak,138,18,604,659,468
California,Etna,5,12,56,53,20
California,Lake Nacimiento,84,17,188,126,71
California,Mentone,101,116,432,609,576
California,Big River,13,13,71,21,47
California,Cazadero,0,4,0,34,0
California,Castle Hill,14,0,37,82,113
California,Monterey Park,666,493,1976,2466,2574
California,La Puente,451,607,2006,2510,2267
California,Hawaiian Gardens,203,295,933,719,1072
California,Ceres,708,829,3322,3573,3460
California,Santa Cruz,431,357,1575,1772,2497
California,Biola,0,54,102,150,165
California,Taft Heights,49,39,246,76,167
California,California Pines,9,0,8,7,0
California,California Hot Springs,0,1,0,2,0
California,Butte Valley,0,0,10,18,32
California,Butte Meadows,0,0,0,0,0
California,Butte Creek Canyon,27,27,16,50,9
California,Paramount,697,540,3222,3740,4221
California,Burnt Ranch,4,0,0,4,0
California,Buck Meadows,0,0,0,0,0
California,Buckhorn,12,2,99,50,17
California,Brooktrails,64,82,277,143,179
California,Brookdale,0,10,37,0,177
California,Bridgeport,0,0,0,0,27
California,Boulevard,0,0,0,29,26
California,Boonville,12,0,25,36,91
California,Bonny Doon,34,13,119,120,139
California,Bodega,0,0,0,0,0
California,Bloomfield,0,0,0,0,0
California,Blacklake,0,0,0,19,18
California,Blackhawk,186,30,363,528,866
California,Buena Vista,8,7,0,42,26
California,Big Lagoon,0,0,4,0,3
California,San Fernando,571,365,1171,1254,1789
California,South El Monte,333,254,1201,1249,1113
California,Squirrel Mountain Valley,0,0,17,77,129
California,McKittrick,5,5,2,4,1
California,Frazier Park,43,12,33,173,169
California,Edwards AFB,103,72,261,128,53
California,South San Francisco,885,799,2779,2937,3097
California,San Carlos,869,541,1814,1728,1187
California,Burlingame,864,550,1362,1486,1572
California,Inyokern,19,18,0,0,0
California,Tahoe Vista,11,30,73,79,11
California,French Gulch,2,4,9,18,18
California,Fall River Mills,0,0,0,25,0
California,Moss Beach,77,192,215,245,337
California,Santa Monica,1092,993,2690,2695,3248
California,Santa Barbara,1558,689,3362,3219,3686
California,Buellton,146,67,246,225,227
California,Santa Maria,1481,1959,7041,7047,6618
California,Wheatland,42,26,210,230,282
California,Linda,239,397,1513,1290,1139
California,Challenge-Brownsville,0,0,29,75,38
California,Yorba Linda,1385,935,3326,3733,4091
California,Laguna Niguel,1282,616,2765,3004,3517
California,Garden Grove,1894,2173,8495,8837,10049
California,West Hollywood,86,56,305,237,221
California,West Covina,1368,1428,5187,5386,5429
California,South Pasadena,758,378,1423,1362,1521
California,South Gate,1433,1434,5816,6582,6807
California,Guadalupe,37,167,559,501,500
California,Big Creek,8,0,31,18,15
California,Bieber,0,0,0,0,11
California,Berry Creek,17,19,15,12,33
California,Richfield,8,8,31,18,9
California,Reliez Valley,98,60,84,159,78
California,Redwood Valley,0,22,137,60,58
California,Redcrest,0,0,0,0,0
California,Red Corral,0,0,60,19,195
California,Rackerby,0,0,0,0,6
California,Proberta,0,0,0,11,0
California,Princeton,0,0,0,14,12
California,Potter Valley,0,0,7,20,11
California,Potrero,46,0,63,27,55
California,Poso Park,0,0,0,0,0
California,Posey,0,0,0,0,0
California,Richvale,0,0,0,0,0
California,Ponderosa,0,0,0,0,0
California,Marysville,293,83,440,647,756
California,Westminster,1129,1072,3905,4348,4879
California,East San Gabriel,333,175,690,717,806
California,Diamond Bar,978,533,2290,2936,2780
California,Compton,1537,1595,5785,6337,7229
California,Carson,1396,862,4026,4341,5252
California,Bell,667,604,2186,2186,2583
California,Arcadia,871,771,2349,3357,3871
California,Acton,78,40,193,237,417
California,Woodland,879,729,3075,3596,3486
California,Avalon,19,54,160,476,202
California,Moorpark,656,458,1490,1847,2309
California,Plumas Lake,236,159,433,570,472
California,Rio Oso,3,3,39,25,15
California,Smith River,0,13,112,12,10
California,Snelling,0,0,0,9,23
California,Thornton,22,6,93,60,125
California,Thermal,6,52,116,49,64
California,Teviston,0,14,120,98,76
California,Terminous,6,0,0,0,0
California,Tahoma,39,8,61,29,88
California,Swall Meadows,0,0,0,0,4
California,Sun Village,173,209,702,792,1203
California,Tarpey Village,0,52,226,238,157
California,Sunny Slopes,0,0,0,0,0
California,Sunnyside,84,111,289,188,330
California,Sultana,28,36,105,97,64
California,Sugarloaf Village,0,0,0,0,0
California,Sugarloaf Saw Mill,0,0,0,0,0
California,Sugarloaf Mountain Park,0,0,0,0,0
California,Strawberry CDP (Tuolumne County),0,0,0,0,0
California,Strawberry CDP (Marin County),186,53,230,197,378
California,Stonyford,0,0,0,0,1
California,Stirling City,10,0,61,32,52
California,Stevinson,0,0,8,0,25
California,Stevenson Ranch,475,205,1130,1443,1648
California,Spring Valley Lake,84,121,338,311,549
California,Spring Valley CDP (San Diego County),590,454,1724,1739,2095
California,Spring Valley CDP (Lake County),0,39,38,8,58
California,Spaulding,0,0,0,0,0
California,South Monrovia Island,72,129,421,265,361
California,Soda Springs,0,0,0,0,0
California,Soda Bay,0,0,0,0,0
California,Weedpatch,14,52,191,163,245
California,Catheys Valley,0,5,0,29,8
California,Mira Monte,51,58,165,246,259
California,Black Point-Green Point,16,23,70,27,14
California,Benton,0,0,8,9,0
California,Bend,0,0,20,13,5
California,Benbow,0,0,9,0,0
California,Bell Canyon,38,26,87,190,199
California,Bella Vista,35,6,79,115,136
California,Bear Valley CDP (Mariposa County),0,0,0,27,25
California,Bear Valley CDP (Alpine County),0,0,7,8,0
California,Bear Creek,0,0,0,0,14
California,Bayview CDP (Humboldt County),22,13,66,235,212
California,Bayview CDP (Contra Costa County),29,0,95,173,62
California,Bass Lake,0,0,13,7,16
California,Bangor,0,0,16,4,3
California,Sheridan,0,41,66,23,0
California,Ballico,2,0,5,20,21
California,Baker,20,17,20,28,75
California,Auburn Lake Trails,22,71,121,193,113
California,Aspen Springs,0,13,0,0,0
California,Artois,0,0,21,43,30
California,Anza,0,80,91,288,136
California,Antelope,748,584,2540,3179,3194
California,Anchor Bay,0,0,0,0,0
California,Alto,0,0,0,52,68
California,Alta,14,4,13,3,18
California,Allensworth,2,11,31,40,52
California,Allendale,0,0,62,70,65
California,Alleghany,0,0,0,0,0
California,Ballard,13,0,6,20,10
California,Alhambra Valley,9,0,33,18,119
California,Sierra Brooks,0,0,23,10,0
California,Sierra Village,0,0,24,0,18
California,Castaic,284,222,1000,1424,1372
California,Cassel,0,0,0,0,0
California,Caspar,0,9,57,47,0
California,Casmalia,0,0,12,0,0
California,Carnelian Bay,0,0,0,0,0
California,Carmet,0,0,0,0,0
California,Canby,0,0,54,28,32
California,Camptonville,0,4,4,7,16
California,Campo,0,106,129,259,161
California,Camp Nelson,0,0,0,0,0
California,Camino Tassajara,76,148,352,413,427
California,Camino,23,13,61,115,111
California,Sierra City,0,0,0,0,0
California,Camanche Village,9,6,10,0,23
California,Calpine,0,0,0,18,7
California,Calpella,3,19,30,39,15
California,Callender,15,0,98,121,211
California,Smith Corner,8,7,0,24,32
California,Smartsville,0,12,15,10,15
California,Sky Valley,17,12,87,106,112
California,Sisquoc,0,9,15,6,2
California,Silver Lakes,141,162,388,218,373
California,Sleepy Hollow,19,0,150,98,194
California,Silver City,0,0,0,0,0
California,Silverado Resort,0,0,30,51,9
California,Sierraville,0,0,0,0,0
California,Camanche North Shore,0,0,63,68,71
California,Alderpoint,0,0,0,0,0
California,Albion,0,0,0,0,0
California,Airport,0,59,110,17,10
California,Rose Hills,46,29,80,146,115
California,Rolling Hills,23,21,13,30,70
California,Rodriguez Camp,0,0,0,20,0
California,Robinson Mill,0,0,0,0,0
California,Robbins,0,0,19,20,21
California,River Pines,0,0,0,0,0
California,Ripley,0,13,52,5,8
California,Buttonwillow,27,36,188,178,119
California,Woodside,107,67,376,266,420
California,Blythe,317,146,969,863,1662
California,Emerald Lake Hills,51,55,177,273,260
California,Colma,37,5,32,56,84
California,Rough and Ready,0,0,69,94,0
California,Broadmoor,23,169,179,122,287
California,Planada,104,156,198,224,344
California,Tobin,0,0,0,0,0
California,Taylorsville,41,0,29,0,28
California,Lake Almanor Peninsula,0,0,1,0,8
California,Greenville,0,0,102,0,18
California,Penn Valley,0,0,108,132,129
California,Grass Valley,247,135,550,511,533
California,Woodacre,61,0,10,4,5
California,Tamalpais-Homestead Valley,239,137,561,740,774
California,San Geronimo,11,0,37,10,0
California,Ross,33,24,140,168,167
California,Lucas Valley-Marinwood,87,99,361,455,418
California,Winton,221,221,970,1135,828
California,Rouse,100,48,161,138,189
California,Ruth,0,0,5,0,0
California,Rutherford,0,0,0,0,10
California,Ahwahnee,0,7,94,66,102
California,Agua Dulce,117,47,104,79,264
California,Adin,0,0,0,11,42
California,Acampo,36,0,0,0,0
California,Acalanes Ridge,34,0,80,87,114
California,Shelter Cove,0,0,0,0,7
California,Shell Ridge,26,0,99,31,32
California,Shasta,24,6,43,108,124
California,Seville,6,18,76,56,73
California,Sereno del Mar,0,0,0,0,0
California,Sequoia Crest,0,0,0,0,0
California,Sea Ranch,0,17,29,37,26
California,Seacliff,13,22,100,163,72
California,Scotia,0,12,10,47,24
California,Saticoy,32,0,146,113,123
California,Saranap,69,86,400,166,490
California,Santa Susana,0,0,54,50,87
California,Sattley,0,0,0,0,0
California,Santa Rosa Valley,45,24,95,95,263
California,Santa Nella,0,0,267,99,216
California,Santa Margarita,0,0,0,150,113
California,San Simeon,15,0,50,0,0
California,San Pasqual,78,18,50,37,70
California,San Miguel CDP (San Luis Obispo County),53,131,181,222,175
California,San Miguel CDP (Contra Costa County),55,11,231,125,181
California,Samoa,5,0,7,7,19
California,Salmon Creek,0,0,0,0,0
California,Oxnard,3058,3227,13139,12892,12541
California,Golden Hills,186,128,530,428,742
California,Aguanga,0,0,19,32,65
California,Mohawk Vista,0,0,5,0,0
California,Crescent Mills,0,0,0,35,0
California,La Porte,0,0,0,0,0
California,Little Grass Valley,0,0,0,0,0
California,Chinese Camp,0,0,15,37,18
California,Sonora,81,149,231,114,134
California,Twain Harte,0,59,51,147,30
California,Redway,0,0,0,67,134
California,Rio Dell,22,49,261,203,98
California,Moss Landing,0,0,0,0,0
California,Canyondam,0,0,0,0,0
California,Belvedere,26,5,134,176,155
California,West Puente Valley,274,324,986,957,1201
California,Colusa,80,122,430,364,218
California,Forest Meadows,12,17,75,39,74
California,El Cerrito,25,0,197,247,379
California,Idyllwild-Pine Cove,11,5,44,36,108
California,Winterhaven,0,0,0,0,0
California,Chowchilla,266,108,728,932,1475
California,Parksdale,23,16,253,132,120
California,Cathedral City,594,528,2654,2876,3446
California,Fairfax,125,70,211,325,369
California,Highgrove,63,35,279,320,224
California,Lennox,411,414,1050,1265,1665
California,Industry,20,4,19,7,9
California,La Habra,917,699,3165,3172,3450
California,Seal Beach,427,90,633,756,665
California,Villa Park,66,43,301,284,372
California,Meadow Vista,27,51,182,129,219
California,Hayward,1964,2428,7671,7243,7350
California,Livermore,1694,1117,4465,5034,4484
California,Lemon Grove,326,510,1308,1705,1668
California,Fetters Hot Springs-Agua Caliente,25,21,181,204,250
California,Healdsburg,190,156,503,723,501
California,Inglewood,1884,1677,6067,5233,5838
California,Petaluma,1114,757,2886,2887,3192
California,Red Bluff,214,245,756,833,675
California,Laytonville,2,34,137,19,18
California,Hollister,553,561,2525,2483,2546
California,Cerritos,518,535,1855,2153,3166
California,Artesia,159,200,680,830,1159
California,Azusa,633,667,2330,2459,2407
California,Baldwin Park,907,1059,3672,4515,4659
California,Commerce,267,160,736,751,848
California,Hidden Hills,46,21,110,104,153
California,Mineral,0,0,0,56,22
California,Laguna Woods,0,0,0,0,0
California,Norco,259,263,1063,1472,1711
California,Temecula,1827,1699,6709,8125,8104
California,Auberry,8,104,131,145,45
California,Squaw Valley,97,67,165,296,142
California,Avocado Heights,204,117,685,763,904
California,Bellflower,1160,1304,4499,4406,4404
California,Calabasas,353,583,1305,1453,1570
California,Tiburon,168,31,630,616,391
