None,High_School,Associates,Bachelors,Graduate,Europe,Asia,Africa,Oceania,Americas,Never_Married,Married,Divorced,Separated,Widowed,Female,Male,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Pacific_Islander,Hispanic_Latino,White,Other,Two_or_More,Median_Income,Unemployment,Population,Nursery_Pre-School,Kindergarten,1st_4th,5th_8th,9th_12th,Violent_Crime
2355,6097,6413,3272,2451,0.0,449,0,0,0,27.488,35.58,3083,715,1675,52.886,14039,12957,40,805,18,461,15022,58,587,25313,2.99,29798,317,359,1199,6.161,1271,0.564
174,338,171,33,20,0.0,0,0,0,0,35.11,26.93,150,27,66,54.596,494,538,0,0,0,27,508,8,15,15815,4.32,1088,4,40,50,4.136,130,0.276
243,470,419,127,19,0.0,5,0,0,0,23.881,31.81,177,80,145,59.235,874,632,6,12,0,20,1362,0,112,17500,4.618,2144,35,40,158,6.716,177,0.606
94,210,119,39,17,0.0,0,0,0,0,21.144,30.984,131,23,33,50.0,376,190,0,0,0,5,545,0,12,20366,6.915,752,2,12,34,11.436,78,0.399
490,848,869,363,132,0.0,0,0,0,0,13.97,47.641,360,107,272,50.893,1842,200,0,0,0,113,3454,0,36,32426,1.36,3751,158,67,197,4.985,194,0.4
901,1341,1359,398,253,0.0,12,0,0,0,23.346,31.745,774,157,733,53.779,2746,2673,0,0,0,232,3033,0,132,23578,2.407,5941,0,176,146,3.35,336,0.69
44,264,134,28,34,0.0,0,0,0,0,35.038,32.097,33,41,48,51.151,382,485,3,0,0,0,294,0,0,15599,4.348,782,7,10,36,6.01,32,0.895
5194,7988,7551,2411,1548,0.0,405,195,0,0,28.936,29.472,4944,926,2929,51.429,17303,12884,415,387,0,2358,19522,453,706,19332,3.618,35624,411,378,1685,3.992,1754,1.044
185,508,232,51,17,0.0,12,0,0,0,35.881,34.835,112,43,89,54.787,562,941,16,12,0,6,259,0,15,15508,4.988,1243,4,21,43,1.689,32,0.805
503,883,431,132,58,0.0,42,0,0,0,20.922,31.173,368,61,343,52.257,1481,0,0,5,0,22,2930,9,151,20696,4.191,3102,20,46,172,7.866,222,0.226
355,376,378,96,42,0.0,5,0,0,0,20.381,30.005,311,80,243,53.937,895,451,25,5,0,64,1376,11,24,16963,4.735,1943,29,19,93,3.963,103,2.676
212,569,526,157,115,0.0,2,0,0,0,24.979,39.727,179,57,138,53.964,1080,494,4,2,0,62,1747,3,49,23208,1.662,2346,20,37,130,4.476,157,0.171
112,757,644,237,213,0.0,32,7,0,0,17.377,48.812,194,13,147,53.889,1417,185,0,10,0,25,2732,0,121,40406,0.911,3073,63,85,217,5.5,194,0.228
643,768,402,102,50,0.0,0,0,0,0,26.228,34.543,318,80,228,54.093,1430,1536,40,0,0,61,1523,0,0,15952,7.223,3115,7,96,207,2.087,166,0.706
662,2128,3211,2027,889,0.0,150,33,0,0,17.415,42.952,1457,227,432,50.904,6656,4218,0,158,0,342,8606,203,217,32761,1.077,13557,244,226,869,5.363,681,1.955
193,553,682,187,98,0.0,113,0,0,0,14.08,43.2,280,14,155,49.2,1270,252,0,159,0,84,1943,0,81,31065,2.16,2500,40,46,150,5.6,127,0.24
684,2715,3431,1187,429,0.0,93,0,0,0,17.668,42.77,1330,257,707,49.945,6383,1511,0,109,0,90,10944,22,143,30315,1.984,12752,112,234,795,6.313,439,0.439
149,535,370,175,84,0.0,0,0,0,0,35.574,26.05,196,22,138,55.135,961,1218,11,0,0,11,913,0,0,19771,1.634,2142,31,6,90,9.851,139,1.214
326,539,290,90,29,0.0,0,0,0,0,37.938,14.627,128,106,199,58.761,812,1790,0,0,0,0,176,3,0,11161,3.961,1969,40,28,81,9.954,200,0.914
297,484,364,78,84,0.0,0,0,0,0,32.459,23.073,225,83,189,51.18,931,1172,0,0,0,218,637,65,33,17959,2.674,1907,78,36,94,3.671,152,0.524
613,712,669,107,111,0.0,0,0,0,0,33.542,26.01,252,209,369,69.728,824,2182,0,0,0,0,540,0,0,14549,5.768,2722,0,0,127,0.955,142,1.139
162,354,371,158,48,0.0,0,0,0,0,19.083,44.404,165,15,44,53.394,762,286,0,0,0,81,1207,0,61,29412,1.651,1635,35,9,117,6.177,103,0.367
313,660,434,35,34,0.0,0,0,0,0,16.561,45.75,326,37,78,47.742,1076,0,31,0,0,116,1857,116,55,24602,3.788,2059,19,3,110,4.468,134,0.049
73,265,247,64,81,0.0,0,0,0,0,32.347,34.898,138,16,48,40.0,588,252,0,0,0,69,657,0,2,24839,3.163,980,4,0,0,8.98,53,0.816
274,653,338,105,81,0.0,0,0,0,0,14.114,38.886,244,84,156,49.928,1043,359,0,0,0,0,1684,0,40,17832,2.64,2083,18,55,231,3.841,62,0.432
255,555,623,224,102,0.0,10,0,0,0,13.425,42.9,300,14,126,46.467,1591,206,49,27,0,546,2119,113,20,32778,1.783,2972,72,67,282,6.528,204,0.336
303,2254,3602,2115,1309,0.0,11,0,0,0,22.147,45.508,1810,87,880,54.716,5449,39,15,94,0,384,11439,62,62,29000,2.452,12033,46,93,220,3.632,566,0.199
64,276,198,90,30,0.0,6,0,0,0,22.222,40.448,118,9,40,49.61,517,100,3,6,0,30,856,11,37,23047,1.072,1026,3,3,47,6.92,75,2.339
130,398,347,304,256,0.0,225,0,0,0,54.106,20.176,157,23,256,60.205,1357,1698,0,338,0,0,1374,0,0,10539,3.548,3410,50,52,153,1.437,234,0.528
1635,2398,2519,1882,1206,0.0,1128,51,0,0,49.083,22.94,1245,146,998,53.649,8872,7593,81,684,0,87,10178,21,535,17856,3.626,19141,255,140,890,3.427,591,1.583
554,1444,767,289,258,0.0,24,0,0,0,26.922,35.003,347,253,297,54.607,2202,2458,0,24,0,1,2368,0,0,21893,5.896,4851,96,56,210,5.669,222,0.412
628,990,966,423,103,0.0,24,0,0,0,29.547,41.556,193,85,310,50.138,1993,1836,0,64,0,8,2089,0,0,18975,3.578,3997,29,50,231,4.704,135,0.575
689,747,831,159,68,0.0,0,0,0,0,26.317,32.066,541,79,505,53.114,1566,250,0,0,0,152,2924,15,61,17873,3.892,3340,0,16,97,3.653,197,0.269
287,1103,1700,1682,772,0.0,72,0,0,0,20.05,41.482,749,25,632,55.046,3742,484,16,146,0,290,7026,170,362,41056,1.297,8324,197,107,433,9.142,370,0.396
1222,2688,2777,886,523,0.0,0,14,0,0,26.313,32.468,1278,329,731,54.303,5665,4207,45,0,5,437,7601,225,102,19971,3.848,12397,135,163,839,5.864,637,0.621
517,1039,863,506,280,0.0,0,0,0,0,19.502,42.759,462,54,233,53.873,2150,1537,0,0,0,17,3071,17,36,24429,3.433,4661,27,7,249,6.715,254,0.107
1848,4389,6844,3678,1889,0.0,398,0,0,0,20.202,41.391,2729,726,1382,51.85,13414,6330,223,494,0,2322,17646,303,960,29889,2.455,27859,398,342,1286,6.594,1715,0.456
570,987,503,293,90,0.0,7,0,0,0,22.723,39.476,411,62,296,58.757,1354,538,74,7,0,0,2617,0,47,20944,2.041,3283,0,28,166,4.752,179,0.213
1514,3042,3156,1630,1013,0.0,89,0,0,0,20.26,38.829,2121,136,1040,52.288,7423,200,173,91,0,968,13670,210,472,22491,2.275,15558,207,102,709,6.64,766,0.206
654,775,494,114,203,0.0,23,0,0,0,37.236,26.863,190,152,133,47.636,1883,3129,0,23,0,32,410,2,0,20504,2.67,3596,47,89,217,3.365,248,1.363
299,595,385,96,114,0.0,0,0,0,0,13.256,44.509,263,78,172,56.12,907,218,18,0,0,23,1808,3,0,19083,1.597,2067,0,29,100,4.838,75,0.048
3704,6747,8387,2820,1812,0.0,133,81,34,0,28.127,31.839,3930,1021,1773,52.747,17314,16017,103,264,72,2153,16748,667,1427,24552,4.249,36641,579,581,2278,4.64,2067,0.641
120,184,221,39,23,0.0,0,0,0,0,16.585,43.12,112,42,51,53.317,380,180,7,0,0,20,607,0,17,16786,3.071,814,12,8,12,3.194,76,0.123
458,1437,2625,1239,542,0.0,46,43,0,0,18.286,50.478,814,77,432,50.751,4328,117,42,46,0,79,8424,19,64,33100,0.888,8788,39,52,331,5.985,450,0.171
348,1459,1028,460,390,0.0,186,0,0,0,34.013,28.02,441,158,152,48.225,3326,114,3981,180,1,352,1410,122,428,34455,4.577,6424,104,91,494,7.923,445,1.541
228,774,777,292,241,0.0,15,3,0,0,31.393,29.295,368,78,112,49.017,1944,75,2088,25,41,237,994,21,438,34625,5.035,3813,83,62,204,6.871,225,2.701
708,1719,1725,596,420,0.0,117,0,0,0,22.87,35.892,975,209,351,49.824,3857,42,1033,170,88,410,5521,122,492,30135,4.384,7687,82,116,499,5.1,349,0.807
1366,4766,7203,3324,1518,0.0,1093,163,14,0,28.51,37.898,2589,466,837,46.545,16933,2889,2899,1320,199,3678,18388,515,3036,30643,3.574,31677,431,465,1492,4.549,1148,0.609
236,772,589,229,106,0.0,33,0,0,0,34.033,27.22,257,50,117,46.867,1747,69,2269,50,0,68,634,23,226,32108,4.988,3288,65,95,218,6.509,185,3.224
670,1971,2597,675,332,0.0,222,0,0,0,24.93,32.444,1059,228,570,49.633,4873,206,475,286,22,611,7366,12,859,26062,4.403,9675,58,168,709,7.421,573,0.63
138,476,469,208,123,0.0,30,5,0,0,28.444,31.733,189,86,89,50.4,1116,26,1287,36,3,148,552,30,230,34517,3.644,2250,73,42,100,5.422,129,1.422
216,845,1511,764,629,0.0,42,1,0,0,23.542,41.948,596,66,250,53.077,2631,24,296,47,6,367,4604,48,338,30993,2.854,5607,99,74,249,3.692,253,0.214
185,1052,1339,376,262,0.0,16,0,0,0,28.612,35.956,671,108,216,56.134,2013,0,216,16,0,91,4108,0,184,27454,1.765,4589,36,50,140,3.661,355,0.392
446,1371,1376,670,255,0.0,1908,0,0,0,29.671,37.465,618,98,174,46.177,3287,1,582,2478,30,604,2184,95,534,27363,1.883,6107,111,36,210,4.831,352,0.786
334,1559,1397,556,303,0.0,77,3,3,0,30.209,29.693,771,124,251,48.352,3604,184,535,111,32,428,5054,88,703,23125,4.815,6978,108,89,421,6.449,440,0.373
80,316,276,106,84,0.0,33,0,0,0,24.782,37.055,156,23,47,47.823,659,8,236,32,0,30,779,7,182,32619,4.196,1263,18,17,80,5.622,70,0.633
516,1795,2097,888,367,0.0,800,0,6,0,27.93,36.211,1009,110,352,49.27,4172,78,1378,960,5,481,4555,89,837,30705,4.426,8224,146,93,410,4.183,386,0.304
32,785,992,423,489,0.0,0,0,0,0,24.315,43.695,323,0,52,46.331,2077,3,75,25,0,182,3263,64,308,55349,4.651,3870,153,54,231,4.496,190,0.129
124,643,695,624,142,0.0,250,0,5,0,20.917,46.252,517,33,44,47.234,1612,8,314,256,38,184,2001,33,266,27306,1.604,3055,16,60,41,6.154,159,0.196
44,389,404,337,183,0.0,14,0,0,0,17.433,48.717,148,9,108,48.128,970,1,213,32,0,70,1453,0,106,37746,2.727,1870,5,12,101,3.904,116,0.16
412,1304,1149,487,98,0.0,1791,100,47,0,31.102,39.322,456,102,179,41.414,2801,205,179,2237,115,684,1186,295,324,33252,1.276,4781,75,48,236,3.367,180,0.356
159,781,751,205,70,0.0,175,12,4,0,41.227,29.603,252,40,95,40.181,1657,66,314,205,81,273,1687,1,144,30385,3.538,2770,38,0,118,4.729,123,0.217
109,342,696,201,126,0.0,51,0,0,0,24.774,45.789,160,9,24,47.932,1385,259,141,75,0,50,1964,7,180,33406,3.195,2660,9,15,211,6.278,188,0.414
202,663,610,435,109,0.0,217,4,3,0,24.565,41.822,261,26,155,49.581,1566,23,222,287,17,337,1931,6,324,27066,2.254,3106,67,26,161,4.862,159,0.322
49,173,288,213,45,0.0,28,0,0,0,33.433,38.109,102,16,29,47.562,527,13,54,19,0,53,837,2,52,37140,4.279,1005,7,8,51,1.393,37,0.0
1236,2334,2841,948,466,0.0,25,0,0,0,21.927,37.264,1429,220,808,47.256,5891,36,1115,15,2,2302,7507,442,386,20545,1.898,11169,133,167,572,5.112,602,0.278
1316,2842,2521,801,423,0.0,16,0,0,0,25.018,28.849,1591,681,389,50.164,6231,889,767,12,0,5414,5087,960,402,24227,5.279,12503,22,167,1162,7.15,685,0.296
6042,6315,7023,1301,1031,0.0,86,55,0,0,40.679,27.457,4836,525,843,22.406,20446,1855,948,137,148,10215,12733,561,726,18726,1.321,26350,92,157,570,2.459,958,0.129
1278,1792,2374,339,300,0.0,8,0,0,0,38.832,23.556,827,171,484,41.326,5577,398,3327,13,0,3232,2454,1647,509,16071,4.072,9505,170,55,645,7.901,625,0.873
1577,4874,10033,7917,5098,0.0,1310,233,0,0,17.748,49.321,3417,372,1323,52.094,20890,1052,349,2013,120,10973,27875,1545,2140,39529,2.0,43606,646,620,2579,5.667,1816,0.076
2075,5107,12997,5313,3003,0.0,1601,136,0,0,19.394,43.982,3956,707,2272,50.028,21763,3171,662,1753,302,11105,24825,1099,3109,31084,2.588,43550,644,646,2406,5.134,2184,0.239
6312,10510,16714,5682,2090,0.0,906,63,0,0,25.415,38.72,5313,754,1559,46.148,35343,5555,1155,1259,107,23943,32741,6811,1989,31080,2.282,65630,598,1068,4796,6.291,4291,0.19
758,1459,2864,611,280,0.0,29,0,0,0,24.54,33.231,1108,96,719,51.279,4743,253,78,27,0,4532,4803,201,165,26527,3.01,9735,97,155,620,5.773,800,0.329
764,1820,3370,904,708,0.0,93,0,0,0,15.417,44.471,1124,187,722,51.798,5309,51,291,93,0,2379,8175,612,146,24608,2.914,11014,131,54,733,5.82,529,0.536
3475,2095,2166,674,189,0.0,61,0,0,0,22.496,39.123,672,414,332,50.659,7861,363,105,0,0,15280,536,2395,91,20736,4.117,15932,339,285,1382,6.873,1319,0.119
4031,9338,11951,3909,2421,0.0,557,35,17,0,19.124,45.018,5540,464,2205,52.324,20595,299,266,624,0,8976,32202,1552,974,25315,2.982,43198,447,535,1938,4.797,1845,0.155
1450,2339,3721,873,333,0.0,170,0,0,0,16.763,47.196,1568,40,778,50.993,5575,14,135,209,0,1896,8930,661,197,25822,2.664,11376,59,158,530,3.147,380,0.369
195,456,537,60,114,0.0,37,0,0,0,29.121,36.103,158,16,101,49.315,1147,17,6,51,0,1082,937,15,183,24063,3.624,2263,32,54,142,6.319,185,0.221
657,894,1288,448,151,0.0,0,0,0,0,11.033,64.392,270,179,193,44.564,2055,0,0,93,0,384,3230,4,0,16512,0.0,3707,0,0,157,1.619,0,0.405
5895,24173,52163,41875,21925,0.0,10874,1247,56,0,21.532,42.439,17995,1632,5561,51.374,115479,8616,2290,14135,438,40203,165442,5959,9440,41054,2.27,237484,4899,4300,15534,7.249,16899,0.099
189422,239607,306459,184641,103840,0.0,53895,11310,882,8,30.386,32.583,157631,27206,54353,50.192,801937,111547,33816,59784,3395,685515,692584,175753,61159,29587,3.123,1610071,19295,22877,96103,5.766,94669,0.752
2447,5686,11157,9736,6801,0.0,1636,105,0,0,47.059,27.464,5761,333,1339,50.528,35225,1607,6113,2267,137,13509,45706,2298,3273,20761,4.038,71202,952,574,2734,4.015,2346,0.48
611,1710,2195,791,585,0.0,7,0,0,0,18.658,48.654,989,125,686,53.625,3256,0,460,11,13,864,5660,186,52,25141,0.954,7021,11,0,139,2.436,326,0.356
38587,81873,119194,57494,28247,0.0,8106,1612,373,11,26.304,38.015,47163,6617,21459,50.583,242731,18665,11246,10026,2111,136273,305045,25672,16780,28720,2.698,491194,5651,6203,27914,5.285,25741,0.374
25769,44642,52984,21567,12081,0.0,11771,2317,73,26,28.91,33.495,25520,4762,10177,51.3,119565,16781,3286,11476,475,91213,117173,14192,10798,26891,2.827,245514,2840,3473,13441,5.527,14506,0.475
3440,6995,6806,2190,925,0.0,635,223,0,0,25.531,32.976,3744,504,973,50.326,17388,3257,466,665,95,16254,13983,3593,1602,29798,3.297,35004,502,620,2523,7.731,2633,0.22
11850,28463,52448,44471,27461,0.0,19563,1137,47,0,24.964,40.555,22754,2534,7253,50.494,123087,13158,3885,25698,372,53062,146034,6874,10527,39563,2.257,248631,4007,3282,14118,6.259,14756,0.244
1038,3437,4964,1967,1228,0.0,120,16,0,0,16.769,50.703,2296,107,1104,53.326,7206,150,544,154,0,885,13566,400,195,24791,1.801,15439,52,60,423,2.837,727,0.408
477,1223,1936,531,268,0.0,0,0,0,0,37.22,34.769,260,19,124,49.569,3806,38,3744,71,0,707,2946,527,187,26632,4.982,7547,116,115,353,9.54,892,1.047
173,217,227,67,48,0.0,0,0,0,0,26.473,45.37,89,8,60,54.724,484,0,121,0,0,62,823,57,63,20740,3.742,1069,8,23,13,2.806,108,0.468
8154,27289,40465,23369,12064,0.0,5125,379,14,0,21.64,41.803,16199,1880,8262,51.605,79645,5504,1176,6906,407,32877,113760,6191,6483,34897,2.744,164572,2463,1962,9712,5.516,8496,0.236
4020,10437,11150,3310,1500,0.0,409,0,0,0,21.251,40.75,5933,486,3037,51.953,19062,460,836,385,26,6202,31069,541,812,22943,3.577,39674,490,336,1689,3.541,1696,0.204
758,1527,1869,559,350,0.0,260,0,0,0,25.374,37.803,941,135,400,49.156,3735,47,213,246,0,3019,3546,100,527,22332,4.928,7346,145,65,362,4.37,352,2.137
2834,6173,8188,2099,1359,0.0,283,0,0,0,22.661,37.245,3931,380,2015,49.251,14841,538,793,399,20,4017,22892,522,751,24110,2.807,29244,595,114,1161,5.758,1480,0.404
12751,14868,20031,6638,3974,0.0,1145,161,0,0,24.375,40.131,6840,1423,4419,49.433,48328,3070,1017,1753,49,56959,31793,15674,3874,25576,4.066,95573,1641,1268,5925,5.654,5871,0.514
231,661,1379,533,256,0.0,0,0,0,0,16.985,42.154,456,42,169,47.815,2544,114,198,0,0,769,3780,156,24,31031,1.559,4875,142,164,367,7.036,312,0.185
51072,80611,116614,54816,36209,0.0,14561,3989,438,0,34.848,29.491,61877,9955,23955,50.228,268381,27689,18714,17392,1042,233209,239847,56053,27759,22829,4.101,539216,6387,6304,24966,4.711,26986,0.734
5663,10548,12819,3688,2215,0.0,664,17,0,0,24.818,36.339,5547,731,2513,51.454,26368,2017,4029,1087,62,23635,23996,4667,2896,25030,3.347,54316,730,736,3366,6.37,3271,0.637
2224,8537,12232,4619,2588,0.0,1584,94,84,0,23.477,41.337,3667,501,1198,50.845,23257,5262,537,2190,214,13035,24449,2872,3062,33602,2.185,47314,582,1167,2955,6.191,2776,0.197
190,321,557,127,37,0.0,1,0,0,0,19.27,34.481,300,12,107,52.312,928,0,79,1,0,593,1185,20,120,21426,2.775,1946,45,33,118,6.886,101,0.103
89,137,167,0,2,0.0,2,0,0,0,26.839,41.352,74,0,42,52.684,238,0,0,2,0,461,40,19,0,18500,5.169,503,0,1,14,2.187,41,0.994
4446,3532,2696,1179,389,0.0,189,0,0,0,26.262,32.926,1933,448,1147,51.558,9828,248,109,319,0,19200,657,1950,259,16634,3.869,20288,217,407,1386,6.674,1861,0.202
4567,4651,3511,626,434,0.0,353,16,8,0,47.99,22.778,2465,395,463,26.229,13340,1588,513,445,606,10321,4528,1362,563,16509,2.339,18083,92,129,514,2.815,555,0.448
573,877,694,110,61,0.0,6,0,0,0,22.531,26.607,625,94,346,56.03,1327,15,61,0,0,2130,836,195,37,18562,3.744,3018,58,20,175,5.136,86,0.232
297,717,1285,443,626,0.0,14,0,0,0,16.374,47.598,564,149,251,49.261,2197,0,236,21,0,304,3755,2,14,27716,2.055,4330,0,42,244,5.982,144,1.109
2005,5534,12713,7113,5377,0.0,522,66,0,0,21.884,47.369,5019,293,3273,51.172,20541,237,218,601,165,4009,36166,1275,968,27485,2.669,42068,311,166,1069,3.948,1322,0.323
290,1110,1563,363,442,0.0,81,76,0,0,7.069,54.721,631,43,587,56.764,1841,77,219,52,0,412,3489,70,20,23684,4.744,4258,105,67,41,1.644,75,0.094
4505,14483,17508,4117,2468,0.0,742,16,0,0,18.707,48.532,6866,773,3817,50.512,26700,231,582,900,0,8283,43504,1177,716,26863,2.636,53952,273,353,2180,3.318,2183,0.163
8,75,220,54,26,0.0,4,0,0,0,21.798,40.0,72,14,50,47.416,234,2,72,0,0,38,316,2,17,33906,6.292,445,0,0,11,3.146,8,0.225
6632,23945,51096,66287,42738,0.0,9938,1094,51,0,26.138,44.191,26670,1715,13154,50.721,121240,4380,2012,12105,237,25475,197638,5336,5693,44770,1.983,246026,3520,2079,7521,3.929,10445,0.172
5777,11070,9882,2113,1048,0.0,486,26,0,0,20.338,37.922,5969,1120,3799,51.027,19601,727,314,591,84,9830,28155,1751,1044,21432,3.306,40024,334,414,1339,3.863,1495,0.372
9029,13414,19146,6160,2937,0.0,2314,431,8,8,27.461,34.771,7723,1408,2260,50.776,41049,8662,1270,3092,175,42430,26714,8052,3351,30419,2.775,83392,894,1484,5461,5.991,5496,0.343
8268,17662,35255,28814,20409,0.0,15741,965,67,0,48.419,25.822,17250,1947,5608,47.045,97253,11933,4916,16264,802,41101,104251,16875,8372,27801,3.214,183652,2155,1367,5319,3.365,6936,0.497
1292,1381,1273,254,79,0.0,0,62,0,0,23.135,38.544,527,182,235,51.392,3492,703,298,0,0,5835,390,560,109,23971,1.698,7184,57,124,593,6.292,369,0.849
858,3433,7256,4855,2508,0.0,312,16,0,0,16.56,47.967,2183,175,868,52.023,13889,790,55,647,0,9712,17085,583,1274,36706,1.52,28949,286,348,2168,6.37,1613,0.131
850,5102,9879,8606,8651,0.0,928,58,8,0,18.147,54.08,3673,308,2312,50.878,21523,788,119,1484,28,6196,34238,799,1498,37109,2.392,43815,544,348,1509,4.448,2489,0.039
470,1146,1041,316,243,0.0,102,0,0,0,30.733,28.092,613,183,177,45.603,2740,126,971,140,0,1360,2360,477,497,18566,2.283,5037,72,44,442,5.916,247,0.357
3813,11594,21311,9739,6017,0.0,2570,772,27,0,22.18,46.218,5328,660,2533,52.112,37102,6546,1140,3772,191,21546,42464,3963,3575,35529,1.844,77476,1146,858,3934,5.825,4969,0.262
283,527,788,372,139,0.0,28,0,0,0,16.371,48.731,214,38,97,50.159,1571,68,145,28,0,1043,1782,272,138,29899,1.428,3152,45,45,143,8.534,154,0.412
485,616,638,139,87,0.0,9,0,0,0,32.361,33.483,300,55,115,45.05,1715,168,629,9,0,1400,905,231,245,23454,2.595,3121,16,27,202,3.396,183,0.192
171,826,2004,3819,3770,0.0,517,113,0,0,12.86,58.178,974,60,723,49.377,7196,124,91,794,0,742,12128,57,434,80287,0.612,14215,197,171,657,4.981,776,0.021
476,445,315,58,48,0.0,7,0,0,0,29.031,23.464,292,41,125,51.967,1001,0,6,0,20,1313,695,225,146,19219,3.791,2084,26,7,136,8.445,127,0.864
7273,23402,36112,16499,8752,0.0,3404,277,0,0,19.493,46.321,11884,1094,6192,51.926,63892,7942,484,3553,183,25068,92685,4776,3997,32984,3.023,132904,1399,1495,7149,6.3,7471,0.124
162,644,1115,298,403,0.0,42,0,0,0,26.561,40.934,305,53,129,51.173,2456,47,82,50,5,1250,3490,232,124,27740,1.292,5030,33,94,394,6.521,359,0.0
321,1014,589,57,150,0.0,40,0,0,0,23.95,37.419,324,10,133,53.452,1652,84,22,21,28,2306,1103,205,174,21272,2.254,3549,34,51,189,6.988,293,0.254
82,307,570,107,55,0.0,4,0,0,0,11.709,46.255,217,16,188,52.727,650,0,0,0,0,286,1043,0,161,19353,1.964,1375,30,23,43,2.4,44,0.218
9719,2921,3894,1152,325,0.0,8,0,0,0,25.685,40.503,1312,888,625,45.59,17563,149,69,0,21,31295,725,7577,112,16903,5.778,32279,380,339,2016,6.754,2492,0.025
778,683,675,197,141,0.0,47,0,0,0,16.399,58.049,239,20,251,51.436,1454,0,34,33,0,1373,1498,946,169,23393,1.503,2994,8,55,80,2.572,174,0.2
278,310,227,20,6,0.0,0,0,0,0,39.296,18.937,128,40,105,48.278,691,999,0,25,0,13,299,13,0,14861,8.757,1336,40,10,63,0.299,97,0.599
86,220,128,51,44,0.0,0,0,0,0,19.378,36.124,102,19,65,54.665,379,5,0,0,0,4,770,0,57,24167,0.359,836,37,11,57,2.871,86,0.0
375,784,547,272,117,0.0,9,0,0,0,17.126,42.305,390,55,193,55.299,1493,19,30,16,0,252,2956,218,56,27967,2.036,3340,67,43,137,4.281,226,0.539
107,313,265,66,10,0.0,0,0,0,0,31.123,29.885,117,12,64,50.575,559,516,0,0,0,86,502,92,21,23883,3.183,1131,42,12,41,6.012,54,0.0
3723,8173,9550,3040,1480,0.0,234,25,0,0,27.631,30.607,5529,737,2882,54.183,16938,6410,301,309,6,3260,25350,954,1405,20536,3.898,36969,588,464,1837,3.265,1628,0.525
2662,4673,4771,2658,1626,0.0,572,2,0,0,33.108,31.227,3226,560,967,51.385,14217,1643,276,524,0,4540,21535,874,756,18666,3.755,29244,580,334,1608,3.122,966,0.39
170,427,395,175,26,0.0,1,0,0,0,19.507,29.563,318,29,128,51.081,973,2,0,1,0,73,1890,0,23,20590,1.709,1989,12,19,222,8.396,123,0.05
169,381,284,38,19,0.0,0,0,0,0,17.441,30.665,270,64,82,55.754,619,0,0,0,0,111,1278,69,10,21228,5.289,1399,8,27,94,6.29,88,0.214
393,927,812,296,67,0.0,21,0,0,0,29.376,27.643,390,120,370,52.815,1852,2137,23,21,0,50,1646,41,48,19652,0.866,3925,48,55,179,4.892,449,1.172
689,2521,2391,1377,888,0.0,91,22,0,0,23.532,37.559,1185,272,479,51.611,6023,4092,105,125,0,240,7234,61,679,36505,4.186,12447,146,203,922,7.231,699,1.004
510,1888,2472,1965,710,0.0,315,10,0,0,20.993,37.375,1127,262,200,51.162,6472,543,16,616,7,1400,10284,23,467,37839,1.124,13252,336,233,1162,7.32,722,0.445
394,1005,761,146,102,0.0,60,0,0,0,23.497,34.151,468,43,263,54.466,1560,80,16,331,0,121,2704,17,258,18310,8.202,3426,89,85,128,4.904,130,0.905
280,668,446,119,69,0.0,0,0,0,0,15.159,37.153,296,76,128,50.503,1231,47,0,0,0,105,2250,21,94,23416,2.252,2487,42,46,183,5.991,135,0.844
20,13,4,0,0,0.0,0,0,0,0,42.5,25.0,0,1,12,57.5,17,36,0,0,0,0,4,0,0,18594,20.0,40,0,0,0,0.0,3,0.0
196,659,524,120,59,0.0,16,0,0,0,18.976,38.468,275,34,130,49.067,1283,26,13,16,0,22,2396,8,46,21794,1.866,2519,61,51,161,7.741,96,0.318
489,1133,546,159,102,0.0,0,0,0,0,17.24,36.03,461,68,354,54.639,1755,6,60,0,0,301,3502,224,0,19115,2.636,3869,79,90,235,6.668,265,0.129
226,295,153,24,7,0.0,0,0,0,0,34.248,23.94,104,45,61,49.21,611,627,0,0,0,71,455,25,50,15286,6.234,1203,37,0,70,5.902,151,0.0
262,780,656,294,113,0.0,16,0,0,0,19.77,44.643,260,73,174,50.223,1561,12,20,8,0,225,2750,3,150,24540,3.029,3136,41,48,140,6.122,153,0.159
609,538,405,144,113,0.0,0,0,0,0,17.475,38.781,280,112,211,49.763,1377,972,6,0,0,518,1244,245,7,21142,3.065,2741,58,13,198,6.457,152,0.328
260,815,371,174,65,0.0,5,0,0,0,16.765,41.639,331,86,223,53.151,1115,4,3,5,0,44,2309,4,15,22706,5.168,2380,20,15,75,4.244,195,0.168
2461,4946,4566,1935,805,0.0,577,14,0,0,20.132,38.929,2390,539,1343,52.507,11064,684,478,1065,0,3335,17251,1604,918,23442,3.095,23296,362,274,1398,6.615,1351,0.575
178,371,173,51,20,0.0,0,0,0,0,20.517,39.429,160,21,79,50.669,553,24,0,0,0,95,981,10,21,17274,8.653,1121,16,18,45,7.047,67,0.446
1625,2152,2177,519,373,0.0,11,0,0,0,31.163,25.107,1102,546,703,50.242,5456,8239,0,11,0,64,2515,24,129,15395,4.715,10965,353,152,577,6.566,881,1.432
23,108,121,31,8,0.0,0,0,0,0,17.026,45.043,33,11,14,43.75,261,0,4,0,0,35,389,7,36,25083,3.664,464,4,14,16,2.371,15,0.0
